"country","face","unit","year","type","grade","exchange","value","cost","worth","source","comments"
"india","rupee","2","1998","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.05","$0.00","$0.05","shanta natrajan","sri aurobindo ghosh"
"india","rupee","2","1998","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","shanta natrajan","$0.05","$0.00","$0.05","chhatrapati shivaji"
"india","rupee","2","2002","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","$0.05","$0.04","$0.05","residence in india","sant tukaram"
"india","rupee","2","2003","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","residence in india","$0.05","$0.04","$0.05","bholu the guard"
"india","rupee","2","2006","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.05","$0.04","$0.05","shanta natrajan","plus symbol"
"india","rupee","2","2007","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","shanta natrajan","$0.05","$0.04","$0.05","two fingers"
"india","rupee","2","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.05","$0.06","$0.06","residence in india"
"india","rupee","2","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.05","$0.06","$0.06"
"india","rupee","2","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.05","$0.06","$0.06"
"india","rupee","5","NULL","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14","indira gandhi"
"india","rupee","5","NULL","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","$0.13","$0.00","$0.13","shanta natrajan","dadabhai naoroji"
"india","rupee","5","1989","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.13","$0.14","$0.14","residence in india","jawaharlal nehru centenary"
"india","rupee","5","1992","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14"
"india","rupee","5","1994","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14","world of work"
"india","rupee","5","1995","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14","50th anniversary of united nations"
"india","rupee","5","1995","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14","saint thiruvalluvar"
"india","rupee","5","1995","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.12","$0.13","food and agriculture organisation"
"india","rupee","5","1996","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.12","$0.13","mother's health is child's health"
"india","rupee","5","2001","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.10","$0.13","bhagwan mahavir"
"india","rupee","5","2005","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.13","$0.00","$0.13","shanta natrajan","75 years of dandi march"
"india","rupee","5","2007","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","shanta natrajan","$0.13","$0.00","$0.13","the first war of independence"
"india","rupee","5","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.13","$0.14","$0.14","rashmi srinivasa","mahatma gandhi"
"india","rupee","5","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.13","$0.14","$0.14","residence in india","deer"
"india","rupee","5","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.13","$0.14","$0.14","farmer on tractor"
"india","rupee","5","2010","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","residence in india","$0.13","$0.13","$0.13","yellow"
"india","rupee","5","2011","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","residence in india","$0.13","$0.13","$0.13","yellow rupee symbol"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$0.25","$24.99","$24.99","ebay: ashish ojha","george vi"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$0.25","$51.00","$51.00","ebay: stanley furman","hyderabad nizamshahi"
"india","rupee","10","NULL","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.25","$0.28","$0.28","residence in india","mahatma gandhi"
"india","rupee","10","1972","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.25","$0.28","$0.28","25 years of independence"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.25","$3.25","$3.25","ebay: panneer kulasekaran","sailboat brown"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.25","$0.28","$0.28","residence in india","sailboat brown"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.25","$0.28","$0.28","sailboat blue"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.25","$0.28","$0.28","ashram"
"india","rupee","10","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.25","$0.28","$0.28","mahatma gandhi"
"india","rupee","10","2009","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.25","$0.00","$0.25","shanta natrajan","bi-metal"
"india","rupee","10","2011","coin","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$0.25","$0.25","$0.25","residence in india","bi-metal rupee symbol"
"india","rupee","20","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.50","$0.55","$0.55","parliament building"
"india","rupee","20","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.50","$0.55","$0.55","konark temple"
"india","rupee","20","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$0.50","$0.42","$0.50","mahatma gandhi"
"india","rupee","50","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$1.26","$1.04","$1.26","parliament building bluish"
"india","rupee","50","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$1.26","$1.38","$1.38","parliament building yellowish"
"india","rupee","50","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$1.26","$1.38","$1.38","mahatma gandhi"
"india","rupee","100","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.52","$0.00","$2.52","shanta natrajan","dam"
"india","rupee","100","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.52","$2.76","$2.76","residence in india","agriculture"
"india","rupee","100","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$2.52","$2.76","$2.76","mahatma gandhi"
"india","rupee","500","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$12.61","$11.68","$12.61","dandi march green"
"india","rupee","500","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","residence in india","$12.61","$11.68","$12.61","dandi march grey"
"india","rupee","500","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$12.61","$0.00","$12.61","shanta natrajan","dandi march yellow"
"india","rupee","1000","NULL","note","0.0252143&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","shanta natrajan","$25.21","$0.00","$25.21","science and technology"
"indonesia","1","sen","1964","note","NULL","0.000001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.10","$0.10","charlottesville coin store"
"indonesia","5","sen","1964","note","NULL","0.000001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.10","$0.10","charlottesville coin store"
"indonesia","10","sen","1964","note","NULL","0.000001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.10","$0.10","charlottesville coin store"
"indonesia","25","sen","1964","note","NULL","0.000001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.10","$0.10","charlottesville coin store"
"indonesia","50","sen","1964","note","NULL","0.000001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.10","$0.10","charlottesville coin store"
"indonesia","2.5","rupiah","1961","note","NULL","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","rashmi srinivasa"
"indonesia","rupiah","5","1959","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.25","$0.25","charlottesville coin store","yellow flower"
"indonesia","rupiah","5","1979","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.20","$0.20","charlottesville teachers store"
"indonesia","rupiah","10","1959","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.25","$0.25","charlottesville coin store","parrots"
"indonesia","rupiah","25","1994","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.20","$0.20","charlottesville teachers store"
"indonesia","rupiah","50","1971","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","karine & anh nguyen-tuong"
"indonesia","rupiah","50","1994","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.20","$0.20","charlottesville teachers store"
"indonesia","rupiah","100","1978","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","karine & anh nguyen-tuong"
"indonesia","rupiah","100","1984","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.22","$0.22","ebay: michael cartz","dam"
"indonesia","rupiah","100","1992","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","ebay: david steinberg","krakatoa volcano"
"indonesia","rupiah","100","1997","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","arvind natrajan"
"indonesia","rupiah","100","2002","coin","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","arvind natrajan","$0.01","$0.00","$0.01","parrot"
"indonesia","rupiah","500","1982","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.06","$0.22","$0.22","ebay: michael cartz","amorphophallus titanum"
"indonesia","rupiah","500","1992","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.06","$0.06","$0.06","arvind natrajan","orang-utan"
"indonesia","rupiah","1000","1992","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.11","$1.00","$1.00","charlottesville coin store","danau toba"
"indonesia","rupiah","1000","2000","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.11","$0.00","$0.11","jim pire","kapitan pattimura"
"indonesia","rupiah","5000","1992","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","jim pire","$0.56","$0.00","$0.56","danau kelimutu volcanic lake"
"indonesia","rupiah","10000","1998","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.13","$1.13","$1.13","arvind natrajan","tjut njak dhien"
"indonesia","rupiah","20000","1995","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.26","$2.00","$2.26","charlottesville coin store","cengkeh flower"
"indonesia","rupiah","20000","1998","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.26","$2.26","$2.26","arvind natrajan","ki hadjar dewantara"
"indonesia","rupiah","50000","1999","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","arvind natrajan","$5.64","$5.64","$5.64","wage rudolf soepratman"
"indonesia","rupiah","100000","1999","note","0.0001128&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","arvind natrajan","$11.28","$11.28","$11.28","soekarno and hatta"
"iran","5","rial","NULL","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","charles mcelwain","lion and sun"
"iran","5","rial","1341=1962","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ali shahnagh","writing"
"iran","10","rial","1349=1970","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","charles mcelwain","shah reza pahlavi"
"iran","20","rial","1341=1962","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","ali shahnagh","writing"
"iran","20","rial","1348=1969","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$3.25","$3.25","ebay: swietlana zaporowski","shah reza pahlavi hunting"
"iran","50","rial","1370=1991","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.00","$0.03","ali shahnagh","oil rig map"
"iran","50","rial","1375=1996","coin","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.00","$0.03","susan harris","minarets"
"iran","100","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.06","$0.00","$0.06","ebay: david steinberg","ayatollah"
"iran","500","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.28","$0.00","$0.28","anita jones","namaz"
"iran","1000","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.57","$0.00","$0.57","ali shahnagh","doorway dome"
"iran","2000","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.14","$0.00","$1.14","anita jones","jihad warriors"
"iran","5000","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","anita jones","$2.85","$0.00","$2.85","ayatollah khomeini"
"iran","5000","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$2.85","$0.00","$2.85","ali shahnagh","people marching with photo"
"iran","10000","rial","NULL","note","NULL","0.0005698&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$5.70","$0.00","$5.70","anita jones","ayatollah khomeini"
"iraq","1","dirham","738","coin","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$24.00","$24.00","joel anderson","umayyad dynasty wasit mint"
"iraq","1","dirham","1030?","coin","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$6.00","$6.00","joel anderson","ghaznavid dynasty mahmud"
"iraq","1","dirham","1405?","coin","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.00","$0.03","rashmi srinivasa","timurid dynasty tamerlane samarqand mint"
"iraq","1","dirham","1193?","coin","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","rashmi srinivasa","$0.03","$0.00","$0.03","ayyubid dynasty saladin damascus mint"
"iraq","10","fil","1395=1975","coin","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","rashmi srinivasa","$0.32","$0.00","$0.32","date palms tobacco leaf corn"
"iraq","0.25","dinar","1411=1991","note","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","ebay: david steinberg","arches"
"iraq","dinar","0.5","1416=1996","note","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","ebay: david steinberg","$0.00","$0.02","spiral building"
"iraq","dinar","1","1393=1973","note","vf","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$3.13","$3.13","ebay: dimitry bouznik","factory"
"iraq","dinar","1","1412=1992","note","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.00","$0.03","ebay: david steinberg","arches"
"iraq","dinar","5","1412=1992","note","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: david steinberg","$0.16","$0.00","$0.16","saddam hussein"
"iraq","dinar","25","1427=2001","note","NULL","0.0321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: david steinberg","$0.80","$40.35","$40.35","saddam hussein"
"iraq","dinar","1000","NULL","note","vf","0.000321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.32","$0.00","$0.32","ramani ramchandran"
"iraq","dinar","10000","NULL","0.000321647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","vf","$3.22","$0.00","$3.22","NULL","saddam hussein"
