"country","city","airport","3lett","4lett"
"italy","grosseto","grosseto airport","grs","lirs"
"italy","lamezia terme catanzaro","lamezia terme intl airport","suf","lica"
"italy","lampedusa","lampedusa airport","lmp","licd"
"italy","latina","latina airport","qlt","lirl"
"italy","lecce","lecce airport","lcc","libn"
"italy","lucca","tassignano airport","lcv","liql"
"italy","marina di campo elba","aeroporto marina di campo","eba","lirj"
"italy","milan","linate airport","lin","liml"
"italy","milan","malpensa intl airport","mxp","limc"
"italy","naples","naples intl airport (capodichi","nap","lirn"
"italy","olbia","olbia - costa smeralda airport","olb","lieo"
"italy","palermo / punta raisi","palermo intl airport","pmo","licj"
"italy","pantelleria trapani","pantelleria airport","pnl","licg"
"italy","parma","parma airport (g. verdi airpor","pmf","limp"
"italy","perugia","san egidio airport","peg","lirz"
"italy","pescara","abruzzo intl airport","psr","libp"
"italy","pisa","galileo galilei airport (pisa","psa","lirp"
"italy","ravenna","ravenna airport","ran","lidr"
"italy","reggio calabria","reggio calabria airport","reg","licr"
"italy","rimini","federico fellini intl airport","rmi","lipr"
"italy","rome","ciampino airport (giovan batti","cia","lira"
"italy","rome","fiumicino (leonardo da vinci i","fco","lirf"
"italy","ronchi dei legionari / trieste","friuli venezia giulia airport","trs","lipq"
"italy","siena","siena airport","say","liqs"
"italy","taranto","grottaglie airport","tar","libg"
"italy","tortoli","tortoli - arbatax airport","ttb","liet"
"italy","trapani","vincenzo florio airport (birgi","tps","lict"
"italy","treviso","treviso airport (sant'angelo a","tsf","liph"
"italy","turin (torino)","torino caselle airport (turin","trn","limf"
"italy","venice (venezia)","marco polo venice airport","vce","lipz"
"italy","verona","verona airport ( valerio catul","vrn","lipx"
"italy","vicenza","vicenza trissino airport","vic","lipt"
"ivory coast","abengourou","abengourou","ogo","diau"
"ivory coast","abidjan","felix houphouet-boigny","abj","diap"
"ivory coast","bondoukou","soko","bdk","dibu"
"ivory coast","bouake","bouake","byk","dibk"
"ivory coast","bouna","tehini","bqo","dibn"
"ivory coast","boundiali","boundiali","bxi","dibi"
"ivory coast","daloa","daloa","djo","didl"
"ivory coast","dimbokro","dimbokro ville","dim","didk"
"ivory coast","ferkessedougou","ferkessedougou","fek","difk"
"ivory coast","grand bereby","nero-mer","bbv","dign"
"ivory coast","guiglo","guiglo","ggo","digl"
"ivory coast","korhogo","korhogo","hgo","diko"
"ivory coast","man","man","mjc","dimn"
"ivory coast","odienne","odienne","keo","diod"
"ivory coast","ouango fitini","ouango fitini","ofi","diof"
"ivory coast","san pedro","san pedro","spy","disp"
"ivory coast","sassandra","sassandra","zss","diss"
"ivory coast","tabou","tabou","txu","ditb"
"ivory coast","touba","mahana","toz","ditm"
"ivory coast","yamoussoukro","yamoussoukro","ask","diyo"
"jamaica","kingston","norman manley intl","kin","mkjp"
"jamaica","montego bay","sangster intl","mbj","mkjs"
"japan","aichi","chubu intl airport (centrair)","ngo","rjgg"
"japan","aichi","nagoya airport (komaki)","nkm","rjna"
"japan","akita","akita airport","axt","rjsk"
"japan","akita","odate-noshiro airport","onj","rjsr"
"japan","aomori","aomori airport","aoj","rjsa"
"japan","chiba","narita intl airport","nrt","rjaa"
"japan","ehime","matsuyama airport","myj","rjom"
"japan","fukui","fukui airport","fkj","rjnf"
"japan","fukuoka","fukuoka airport","fuk","rjff"
"japan","fukuoka","new kitakyushu airport","kkj","rjfr"
"japan","fukushima","fukushima airport","fks","rjsf"
"japan","hiroshima","hiroshima airport","hij","rjoa"
"japan","hokkaido","asahikawa airport","akj","rjec"
"japan","hokkaido","hakodate airport","hkd","rjch"
"japan","hokkaido","kushiro airport","kuh","rjck"
"japan","hokkaido","memanbetsu airport","mmb","rjcm"
"japan","hokkaido","monbetsu airport (okhotsk-monb","mbe","rjeb"
"japan","hokkaido","nakashibetsu airport","shb","rjcn"
"japan","hokkaido","new chitose airport","cts","rjcc"
"japan","hokkaido","obihiro airport (tokachi-obihi","obo","rjcb"
"japan","hokkaido","okushiri airport","oir","rjeo"
"japan","hokkaido","rebun airport","rbj","rjcr"
"japan","hokkaido","rishiri airport","ris","rjer"
"japan","hokkaido","wakkanai airport","wkj","rjcw"
"japan","hyogo","kobe airport","ukb","rjbe"
"japan","hyogo","osaka intl airport (itami)","itm","rjoo"
"japan","ishikawa","noto airport","ntq","rjnw"
"japan","iwate","hanamaki airport","hna","rjsi"
"japan","kagawa","takamatsu airport","tak","rjot"
"japan","kagoshima","amami airport","asj","rjka"
"japan","kagoshima","kagoshima airport","koj","rjfk"
"japan","kagoshima","kikai airport","kkx","rjki"
"japan","kagoshima","okinoerabu airport","oke","rjkb"
"japan","kagoshima","tanegashima airport","tne","rjfg"
"japan","kagoshima","tokunoshima airport","tkn","rjkn"
"japan","kagoshima","yakushima airport","kum","rjfc"
"japan","kagoshima","yoron airport","rnj","rory"
"japan","kochi","kochi airport","kcz","rjok"
"japan","kumamoto","kumamoto airport","kmj","rjft"
"japan","miyagi","sendai airport","sdj","rjss"
"japan","miyazaki","miyazaki airport","kmi","rjfm"
"japan","nagano","matsumoto airport","mmj","rjaf"
"japan","nagasaki","goto-fukue airport","fuj","rjfe"
"japan","nagasaki","iki airport","iki","rjdb"
"japan","nagasaki","nagasaki airport","ngs","rjfu"
"japan","nagasaki","tsushima airport","tsj","rjdt"
"japan","niigata","niigata airport","kij","rjsn"
"japan","niigata","sado airport","sds","rjsd"
"japan","oita","oita airport","oit","rjfo"
"japan","okayama","okayama airport","okj","rjob"
"japan","okinawa","aguni airport","agj","rora"
"japan","okinawa","hateruma airport","htr","rorh"
"japan","okinawa","iejima airport","iej","rore"
"japan","okinawa","ishigaki airport","isg","roig"
"japan","okinawa","kerama airport","kjp","rokr"
"japan","okinawa","kita-daito airport","ktd","rork"
"japan","okinawa","kumejima airport","ueo","rokj"
"japan","okinawa","minami-daito airport (new mina","mmd","romd"
"japan","okinawa","miyako airport","mmy","romy"
"japan","okinawa","naha airport","oka","roah"
"japan","okinawa","shimojishima airport","shi","rors"
"japan","okinawa","tarama airport","tra","rort"
"japan","okinawa","yonaguni airport","ogn","royn"
"japan","osaka","kansai intl airport","kix","rjbb"
"japan","saga","saga airport","hsg","rjfs"
"japan","shimane","iwami airport","iwj","rjow"
"japan","shimane","izumo airport","izo","rjoc"
"japan","shimane","oki airport","oki","rjno"
"japan","tokyo","hachijojima airport","hac","rjth"
"japan","tokyo","miyakejima airport","mye","rjtq"
"japan","tokyo","oshima airport","oim","rjto"
"japan","tokyo","tokyo intl airport (haneda)","hnd","rjtt"
"japan","tottori","tottori airport","ttj","rjor"
"japan","toyama","toyama airport","toy","rjnt"
"japan","wakayama","nanki-shirahama airport","shm","rjbd"
"japan","yamagata","shonai airport","syo","rjsy"
"japan","yamagata","yamagata airport","gaj","rjsc"
"japan","yamaguchi","yamaguchi ube airport","ubj","rjdc"
"jordan","amman","marka intl","adj","ojam"
"jordan","amman","queen alia intl","amm","ojai"
"jordan","aqaba","aqaba intl","aqj","ojaq"
"kazakhstan","aktyubinsk","aktyubinsk","akx","uatt"
"kazakhstan","almaty","almaty","ala","uaaa"
"kazakhstan","astana","astana","tse","uacc"
"kazakhstan","atyrau","atyrau","guw","uatg"
"kazakhstan","balkhash","balkhash","bxh","uaah"
"kazakhstan","karaganda","karaganda","kgf","uakk"
"kazakhstan","kostanay","narimanovka","ksn","uauu"
"kazakhstan","uralsk","uralsk","ura","uarr"
"kazakhstan","zhezkazgan","zhezkazgan","dzn","uakd"
"kenya","amboseli","amboseli","asv","hkam"
"kenya","eldoret","eldoret","edl","hked"
"kenya","eliye springs","eliye springs","eys","hkes"
"kenya","garissa","garissa","gas","hkga"
"kenya","hola","hola","hoa","hkho"
"kenya","kalokol","ferguson's gulf","fer","hkfg"
"kenya","kericho","kericho","key","hkkr"
"kenya","kilaguni","kilaguni","ilu","hkkl"
"kenya","kisumu","kisumu","kis","hkki"
"kenya","kitale","kitale","ktl","hkkt"
"kenya","lamu/manda","lamu/manda","lau","hklu"
"kenya","lodwar","lodwar","lok","hklo"
"kenya","loyangalani","loyangalani","loy","hkly"
"kenya","malindi","malindi","myd","hkml"
"kenya","mandera","mandera","nde","hkma"
"kenya","marsabit","marsabit","rbt","hkmb"
"kenya","mombasa","moi","mba","hkmo"
"kenya","moyale lower","oda","oyl","hkmy"
"kenya","nairobi","jomo kenyatta","nbo","hkjk"
"kenya","nairobi","wilson","wil","hknw"
"kenya","nakuru","nakuru","nuu","hknk"
"kenya","nanyuki","nanyuki","nyk","hkny"
"kenya","nyeri","nyeri","nye","hkni"
"kenya","samburu south","buffalo spring","uas","hksb"
"kenya","wajir","waghala","wjr","hkwj"
"kiribati","butaritari","butaritari","bbg","ngtu"
"kiribati","canton i","canton afld","cis","pcis"
"kiribati","christmas i","cassidy intl","cxi","plch"
"kiribati","tarawa i","bonriki intl","trw","ngta"
"kuwait","kuwait","kuwait intl","kwi","okbk"
"kyrgyzstan","bishkek","manas","fru","uafm"
"kyrgyzstan","osh","osh","oss","uafo"
"laos","attopeu","attopeu","aou","vlap"
"laos","ban houeisay","ban houeisay","oui","vlhs"
"laos","luang namtha","luang namtha","lxg","vlln"
"laos","luang prabang","luang prabang","lpq","vllb"
"laos","oudomsay","oudomsay","ody","vlos"
"laos","pakse","pakse","pkz","vlps"
"laos","sam neua","sam neua","neu","vlsn"
"laos","saravane","saravane","vna","vlsv"
"laos","savannakhet","savannakhet","zvk","vlsk"
"laos","sayaboury","sayaboury","zby","vlsb"
"laos","thakhek","thakhek","thk","vltk"
"laos","vientiane","wattay intl","vte","vlvt"
"laos","xieng khouang","xieng khouang","xkh","vlxk"
"latvia","liepaja","liepaja intl airport","lpx","evla"
"latvia","riga","riga intl airport","rix","evra"
"latvia","ventspils","ventspils intl airport","vts","evva"
"lebanon","beirut","beirut intl","bey","olba"
"lebanon","kleyate","rene mouawad ab","kye","olka"
"lesotho","leribe","leribe","lrb","fxlr"
"lesotho","mafeteng","mafeteng","mfc","fxmf"
"lesotho","maseru","moshoeshoe i intl","msu","fxmm"
"lesotho","mokhotlong","mokhotlong","mkh","fxmk"
"lesotho","qacha's nek","qacha's nek","une","fxqn"
"lesotho","sehonghong","sehonghong","shk","fxsh"
"lesotho","semonkong","semonkong","sok","fxsm"
"liberia","buckanan","buckanan","ucn","glbu"
"liberia","grassfield","nimba-lamco","nia","glna"
"liberia","greenville","sinoe","sni","glge"
"liberia","harper","cape palmas","cpa","glcp"
"liberia","monrovia","roberts intl","rob","glrb"
"liberia","monrovia","spriggs payne","mlw","glmr"
"liberia","tchien","tchien","thc","gltn"
"libya","hon","hon","huq","hlon"
"libya","kufra","kufra","akf","hlkf"
"libya","marsa brega","marsa brega","lmq","hlmb"
"libya","sebha","sebha","seb","hlls"
"luxembourg","luxembourg","luxembourg intl airport (finde","lux","ellx"
"macedonia","ohrid","ohrid","ohd","lwoh"
"macedonia","ohrid","ohrid airport","ohd","lwoh"
"macedonia","skopje","skopje","skp","lwsk"
"macedonia","skopje","skopje airport","skp","lwsk"
"madagascar","ambanja","ampapamena","iva","fmnj"
"madagascar","ambatondrazaka","ambatondrazaka","wam","fmmz"
"madagascar","ambilobe","ambilobe","amb","fmne"
"madagascar","ampanihy","ampanihy","amp","fmsy"
"madagascar","analalava","analalava","hva","fmnl"
"madagascar","andapa","andapa","zwa","fmnd"
"madagascar","ankavandra","ankavandra","jva","fmmk"
"madagascar","ankazoabo","ankazoabo","wak","fmsz"
"madagascar","antalaha","antsirabato","anm","fmnh"
"madagascar","antananarivo","ivato","tnr","fmmi"
"madagascar","antsalova","antsalova","waq","fmmg"
"madagascar","antsirabe","antsirabe","atj","fmme"
"madagascar","antsiranana","arrachart","die","fmna"
"madagascar","antsohihy","ambalabe","wai","fmnw"
"madagascar","befandriana","avaratra","wbd","fmnf"
"madagascar","bekily","bekily","ova","fmsl"
"madagascar","belo","tsiribihina","bmd","fmml"
"madagascar","beroroha","antsoa","wbo","fmsb"
"madagascar","besalampy","besalampy","bpy","fmnq"
"madagascar","farafangana","farafangana","rva","fmsg"
"madagascar","fianarantsoa","fianarantsoa","wfi","fmsf"
"madagascar","ihosy","ihosy","iho","fmsi"
"madagascar","ilaka","atsinanana","ilk","fmmq"
"madagascar","mahajanga","amborovy","mjn","fmnm"
"madagascar","mahanoro","mahanoro","vvb","fmmh"
"madagascar","maintirano","maintirano","mxt","fmmo"
"madagascar","malaimbandy","malaimbandy","wml","fmmc"
"madagascar","manakara","manakara","wvk","fmsk"
"madagascar","mananara","avaratra","wmr","fmnc"
"madagascar","mananjary","mananjary","mnj","fmsm"
"madagascar","mandabe","mandabe","wmd","fmsc"
"madagascar","mandritsara","mandritsara","wma","fmnx"
"madagascar","manja","manja","mja","fmsj"
"madagascar","maroantsetra","maroantsetra","wmn","fmnr"
"madagascar","miandrivazo","miandrivazo","zva","fmmn"
"madagascar","morafenobe","morafenobe","tva","fmmr"
"madagascar","morombe","morombe","mxm","fmsr"
"madagascar","morondava","morondava","moq","fmmv"
"madagascar","nosy-be","fascene","nos","fmnn"
"madagascar","port berge","port berge","wpb","fmng"
"madagascar","sainte-marie","sainte-marie","sms","fmms"
"madagascar","sambava","sambava south","svb","fmns"
"madagascar","soalala","soalala","dwb","fmno"
"madagascar","tambohorano","tambohorano","wta","fmmu"
"madagascar","tanandava","samangoky","tdv","fmsn"
"madagascar","toamasina","toamasina","tmm","fmmt"
"madagascar","tolagnaro","tolagnaro","ftu","fmsd"
"madagascar","toliara","toliara","tle","fmst"
"madagascar","tsaratanana","tsaratanana","tts","fmnt"
"madagascar","tsiroanomandidy","tsiroanomandidy","wts","fmmx"
"madagascar","vatomandry","vatomandry","vat","fmmy"
"madagascar","vohimarina","vohimarina","voh","fmnv"
"malawi","blantyre","chileka","blz","fwcl"
"malawi","chelinda","chelinda","ceh","fwcd"
"malawi","club makokola","club makokola","cmk","fwcm"
"malawi","dwangwa","dwangwa","dwa","fwdw"
"malawi","karonga","karonga","kgj","fwka"
"malawi","kasungu","kasungu","kbq","fwkg"
"malawi","likoma","likoma","lix","fwlk"
"malawi","lilongwe","lilongwe intl","llw","fwli"
"malawi","mangochi","mangochi","mai","fwmg"
"malawi","monkey bay","monkey bay","myz","fwmy"
"malawi","mzuzu","mzuzu","zzu","fwuu"
"malawi","salima","salima","lmb","fwsm"
"malaysia","alor setar","sultan abdul halim","aor","wmka"
"malaysia","bario","bario","bbn","wbgz"
"malaysia","bintulu","bintulu","btu","wbgb"
"malaysia","butterworth","butterworth","bwh","wmkb"
"malaysia","ipoh","sultan azlan shah","iph","wmki"
"malaysia","johor bahru","sultan ismail","jhb","wmkj"
"malaysia","kerteh","kerteh","kte","wmke"
"malaysia","kota bharu","sultan ismail petra","kbr","wmkc"
"malaysia","kota kinabalu","kota kinabalu","bki","wbkk"
"malaysia","kuala lumpur","kuala lumpur intl - sepang","kul","wmkk"
"malaysia","kuala lumpur","sultan abdul aziz shah-subang","szb","wmsa"
"malaysia","kuala terengganu","sultan mahmud","tgg","wmkn"
"malaysia","kuantan","kuantan","kua","wmkd"
"malaysia","kuching","kuching intl","kch","wbgg"
"malaysia","labuan i","labuan i","lbu","wbkl"
"malaysia","lahad datu","lahad datu","ldu","wbkd"
"malaysia","langkawi i.","langkawi intl","lgk","wmkl"
"malaysia","lawas","lawas","lwy","wbgw"
"malaysia","malacca","malacca","mkz","wmkm"
"malaysia","marudi","marudi","mur","wbgm"
"malaysia","miri","miri","myy","wbgr"
"malaysia","mukah","mukah","mkm","wbgk"
"malaysia","penang i","penang intl","pen","wmkp"
"malaysia","sandakan","sandakan","sdk","wbks"
"malaysia","taiping","taiping","tpg","wmbi"
"malaysia","tawau","tawau","twu","wbkw"
"maldives","gan island","gan","gan","vrmg"
"maldives","hanimaadhoo island","hanimaadhoo","haq","vrmh"
"maldives","kaadedhdhoo island","kaadedhdhoo","kdo","vrmt"
"maldives","male","male intl","mle","vrmm"
"mali","bamako","senou","bko","gabs"
"mali","gao","korogoussou","gaq","gago"
"mali","goundam","goundam","gud","gagm"
"mali","kayes","kayes","kys","gaky"
"mali","kenieba","kenieba","knz","gaka"
"mali","koutiala","koutiala","ktx","gako"
"mali","mopti","barbe","mzi","gamb"
"mali","nara","keibane","nrm","gank"
"mali","nioro","nioro","nix","ganr"
"mali","sikasso","sikasso","kss","gask"
"mali","tombouctou","tombouctou","tom","gatb"
"mali","yelimane","yelimane","eyl","gaye"
"malta","malta","luqa - malta intl airport","mla","lmml"
"marshall islands","enewetak atoll","enewetak aux af","ent","pkma"
"marshall islands","jabor jaluit atoll","jaluit","uit","n55"
"marshall islands","kwajalein atoll","bucholz aaf","kwa","pkwa"
"marshall islands","majuro atoll","marshall is intl","maj","pkmj"
"martinique - french antilles","ft de france","le lamentin","fdf","tfff"
"mauritania","aioun-el-atrouss","aioun-el-atrouss","aeo","gqna"
"mauritania","akjoujt","akjoujt","ajj","gqnj"
"mauritania","atar","atar","atr","gqpa"
"mauritania","bogue","bogue","bgh","gqne"
"mauritania","boutilimit","boutilimit","otl","gqnb"
"mauritania","f'derik","f'derik","fgd","gqpf"
"mauritania","kaedi","kaedi","ked","gqnk"
"mauritania","kiffa","kiffa","kfa","gqnf"
"mauritania","moudjeria","letfotar","mom","gqnl"
"mauritania","nema","nema","emn","gqni"
"mauritania","nouadhibou","nouadhibou","ndb","gqpp"
"mauritania","nouakchott","nouakchott","nkc","gqnn"
"mauritania","selibabi","selibabi","sey","gqns"
"mauritania","tamchakett","tamchakett","tht","gqnt"
"mauritania","tichit","tichit","thi","gqnc"
"mauritania","tidjikja","tidjikja","tiy","gqnd"
"mauritania","timbedra","timbedra","tmd","gqnh"
"mauritania","zoueratt","tazadit","ouz","gqpz"
"mauritius","mauritius","mauritius intl","mru","fimp"
"mauritius","rodrigues","plaine corail","rrg","fimr"
"mexico","acapulco","general juan n. alvarez intl a","aca","mmaa"
"mexico","aguascalientes","lic. jesus teran peredo intl a","agu","mmas"
"mexico","campeche","ing. alberto acuna ongay intl","cpe","mmcp"
"mexico","cancun","cancun intl airport","cun","mmun"
"mexico","chetumal","chetumal intl airport","ctm","mmcm"
"mexico","chihuahua","general roberto fierro villalo","cuu","mmcu"
"mexico","ciudad del carmen","ciudad del carmen intl airport","cme","mmce"
"mexico","ciudad juarez","abraham gonzalez intl airport","cjs","mmcs"
"mexico","ciudad obregon","ciudad obregon intl airport","cen","mmcn"
"mexico","ciudad victoria","general pedro j. mendez nation","cvm","mmcv"
"mexico","colima","lic. miguel de la madrid airpo","clq","mmia"
"mexico","cozumel","cozumel intl airport","czm","mmcz"
"mexico","cuernavaca","general mariano matamoros airp","cvj","mmcb"
"mexico","culiacan","federal de bachigualato intl a","cul","mmcl"
"mexico","durango","general guadalupe victoria int","dgo","mmdo"
"mexico","guadalajara","don miguel hidalgo y costilla","gdl","mmgl"
"mexico","guaymas","general jose maria yanez intl","gym","mmgm"
"mexico","guerrero negro","guerrero negro airport","gub","mmgr"
"mexico","hermosillo","general ignacio pesqueira garc","hmo","mmho"
"mexico","huatulco","bah","hux","mmbt"
"mexico","ixtapa-zihuatanejo","ixtapa-zihuatanejo intl airpor","zih","mmzh"
"mexico","jalapa (xalapa)","el lencero airport","jal","mmja"
"mexico","la paz","manuel marquez de leon intl ai","lap","mmlp"
"mexico","lazaro cardenas","lazaro cardenas airport","lzc","mmlc"
"mexico","leon","del bajio intl airport","bjx","mmlo"
"mexico","loreto","loreto intl airport","lto","mmlt"
"mexico","los cabos","los cabos intl airport","sjd","mmsd"
"mexico","los mochis","federal del valle del fuerte i","lmm","mmlm"
"mexico","manzanillo","playa de oro intl airport","zlo","mmzo"
"mexico","matamoros","general servando canales intl","mam","mmma"
"mexico","mazatl","general rafael buelna intl air","mzt","mmmz"
"mexico","merida","manuel crescencio rej","mid","mmmd"
"mexico","mexicali","general rodolfo s","mxl","mmml"
"mexico","mexico city","mexico city intl airport","mex","mmmx"
"mexico","minatitlan","minatitlan/coatzacoalcos natio","mtt","mmmt"
"mexico","monclova","venustiano carranza intl airpo","lov","mmmv"
"mexico","monterrey","general mariano escobedo intl","mty","mmmy"
"mexico","morelia","general francisco j. mujica in","mlm","mmmm"
"mexico","nuevo laredo","quetzalcoatl intl airport","nld","mmnl"
"mexico","oaxaca","xoxocotlan intl airport","oax","mmox"
"mexico","piedras negras","piedras negras intl airport","pds","mmpg"
"mexico","poza rica","el tajin national airport","paz","mmpa"
"mexico","puebla","hermanos serdan intl airport","pbc","mmpb"
"mexico","puerto escondido","puerto escondido intl airport","pxm","mmps"
"mexico","puerto vallarta","lic. gustavo diaz ordaz intl a","pvr","mmpr"
"mexico","queretaro","ing. fernando espinoza gutierr","qro","mmqt"
"mexico","reynosa","general lucio blanco intl airp","rex","mmrx"
"mexico","saltillo","plan de guadalupe intl airport","slw","mmio"
"mexico","san luis potosi","ponciano arriaga intl airport","slp","mmsp"
"mexico","tampico","general francisco javier mina","tam","mmtm"
"mexico","tapachula","tapachula intl airport","tap","mmtp"
"mexico","tepic","amado nervo national airport","tpq","mmep"
"mexico","tijuana","general abelardo l. rodriguez","tij","mmtj"
"mexico","toluca","lic. adolfo lopez mateos intl","tlc","mmto"
"mexico","torreon","torreon intl airport","trc","mmtc"
"mexico","tuxtla gutierrez","llano san juan airport","tgz","mmtg"
"mexico","uruapan","lic. y gen. ignacio lopez rayo","upn","mmpn"
"mexico","veracruz","general heriberto jara intl ai","ver","mmvr"
"mexico","villahermosa","carlos rovirosa perez intl air","vsa","mmva"
"mexico","zacatecas","la calera airport","zcl","mmzc"
"micronesia federated states o","babelthuap i","babelthuap/koror","ror","ptro"
"micronesia federated states o","kosrae i","kosrae","ksa","ptsa"
"micronesia federated states o","pohnpei i","pohnpei intl","pni","ptpn"
"micronesia federated states o","ulithi i","ulithi","uli","tt02"
"micronesia federated states o","weno i","chuuk intl","tkk","ptkk"
"micronesia federated states o","yap i","yap intl","yap","ptya"
"moldova","chisinau","chisinau","kiv","lukk"
"monaco","monaco","monaco heliport","mcm","lnmc"
"mongolia","altai","altai","lti","zmat"
"mongolia","arvaikheer","arvaikheer","avk","zmah"
"mongolia","baruun-urt","baruun-urt","uun","zmbu"
"mongolia","bayankhongor","bayankhongor","byn","zmbh"
"mongolia","bulgan","bulgan","uga","zmbn"
"mongolia","choibalsan","choibalsan","coq","zmcd"
"mongolia","ulaanbaatar","buyant-ukhaa","uln","zmub"
"montenegro","podgorica","podgorica-golubovci","tgd","lypg"
"montenegro","tivat","tivat airport","tiv","lytv"
"morocco","agadir","al-massira","aga","gmad"
"morocco","al hoceima","cherif al idrissi","ahu","gmta"
"morocco","casablanca","anfa","cas","gmmc"
"morocco","casablanca","mohamed v","cmn","gmmn"
"morocco","er rachidia","moulay ali cherif","erh","gmfk"
"morocco","fes","saiss","fez","gmff"
"morocco","marrakech","menara","rak","gmmx"
"morocco","ouarzazate","ouarzazate","ozz","gmmz"
"morocco","oujda","angads","oud","gmfo"
"morocco","rabat","sale","rba","gmme"
"morocco","safi","safi","sfi","gmms"
"morocco","sidi ifni","sidi ifni","sii","gmmf"
"morocco","tan tan","plage blanche","tta","gmat"
"morocco","tanger","ibn batouta","tng","gmtt"
"morocco","tetouan","sania ramel","ttu","gmtn"
"mozambique","angoche","angoche","ano","fqag"
"mozambique","beira","beira","bew","fqbr"
"mozambique","chimoio","chimoio","vpy","fqch"
"mozambique","cuamba","cuamba","fxo","fqcb"
"mozambique","inhambane","inhambane","inh","fqin"
"mozambique","lichinga","lichinga","vxc","fqlc"
"mozambique","maputo","maputo","mpm","fqma"
"mozambique","mocimboa da praia","mocimboa da praia","mzb","fqmp"
"mozambique","nacala","nacala","mnc","fqnc"
"mozambique","nampula","nampula","apl","fqnp"
"mozambique","pemba","pemba","pol","fqpb"
"mozambique","quelimane","quelimane","uel","fqql"
"mozambique","tete","chingozi","tet","fqtt"
"mozambique","vilankulu","vilankulu","vnx","fqvl"
"myanmar (burma)","bagan","bagan","nyu","vybg"
"myanmar (burma)","dawei","dawei","tvy","vydw"
"myanmar (burma)","gantgaw","gantgaw","gaw","vygg"
"myanmar (burma)","gwa","gwa","gwa","vygw"
"myanmar (burma)","heho","heho","heh","vyhh"
"myanmar (burma)","hommalin","hommalin","hox","vyhl"
"myanmar (burma)","hpa-an","hpa-an","paa","vypa"
"myanmar (burma)","hpapun","hpapun","ppu","vypp"
"myanmar (burma)","kanti","kanti","khm","vyki"
"myanmar (burma)","kawthoung","kawthoung","kaw","vykt"
"myanmar (burma)","kengtung","kengtung","ket","vykg"
"myanmar (burma)","kyaukpyu","kyaukpyu","kyp","vykp"
"myanmar (burma)","lashio","lashio","lsh","vyls"
"myanmar (burma)","loikaw","loikaw","liw","vylk"
"myanmar (burma)","magway","magway","mwq","vymw"
"myanmar (burma)","manaung","manaung","mgu","vymn"
"myanmar (burma)","mandalay","chanmyathazi","mdl","vycz"
"myanmar (burma)","mawlamyine","mawlamyine","mnu","vymm"
"myanmar (burma)","momeik","momeik","moe","vymo"
"myanmar (burma)","mong tong","mong tong","mgk","vymt"
"myanmar (burma)","mong-hsat","mong-hsat","mog","vyms"
"myanmar (burma)","myeik","myeik","mgz","vyme"
"myanmar (burma)","myitkyina","pamti","myt","vymk"
"myanmar (burma)","namsang","namsang","nms","vyns"
"myanmar (burma)","pakhokku","pakhokku","pkk","vypu"
"myanmar (burma)","pathein","pathein","bsx","vypn"
"myanmar (burma)","pauk","pauk","pau","vypk"
"myanmar (burma)","putao","putao","pbu","vypt"
"myanmar (burma)","pyay","pyay","pru","vypy"
"myanmar (burma)","sittwe","sittwe","aky","vysw"
"myanmar (burma)","tachilek","tachilek","thl","vytl"
"myanmar (burma)","thandwe","mazin","snw","vytd"
"myanmar (burma)","yangon","yangon intl","rgn","vyyy"
"myanmar (burma)","ye","ye","xye","vyye"
"namibia","arandis","arandis","adi","fyar"
"namibia","grootfontein","grootfontein","gfy","fygf"
"namibia","katima mulilo","katima mulilo","mpa","fykm"
"namibia","keetmanshoop","keetmanshoop","kmp","fykt"
"namibia","luderitz","luderitz","lud","fylz"
"namibia","namutoni","namutoni","nni","fyna"
"namibia","okaukuejo","okaukuejo","okf","fyoo"
"namibia","ondangwa","ondangwa","ond","fyoa"
"namibia","oranjemund","oranjemund","omd","fyog"
"namibia","rundu","rundu","ndu","fyru"
"namibia","swakopmund","swakopmund","swp","fysm"
"namibia","tsumeb","tsumeb","tsb","fytm"
"namibia","walvis bay","walvis bay","wvb","fywb"
"namibia","windhoek","eros","ers","fywe"
"namibia","windhoek","hosea kutako intl","wdh","fywh"
"nauru","nauru island","nauru intl airport","inu","anau"
"nepal","baglung","baglung","bgl","vnbl"
"nepal","baitadi","baitadi","bit","vnbt"
"nepal","bajhang","bajhang","bjh","vnbg"
"nepal","bajura","bajura","bju","vnbr"
"nepal","bhairahawa","bhairahawa","bwa","vnbw"
"nepal","bharatpur","bharatpur","bhr","vnbp"
"nepal","bhojpur","bhojpur","bhp","vnbj"
"nepal","biratnagar","biratnagar","bir","vnvt"
"nepal","dang","dang","dnp","vndg"
"nepal","darchula","darchula","dap","vndl"
"nepal","dhangadhi","dhangadhi","dhi","vndh"
"nepal","dolpa","dolpa","dop","vndp"
"nepal","gorkha","gorkha","gkh","vngk"
"nepal","janakpur","janakpur","jkr","vnjp"
"nepal","jomsom","jomsom","jmo","vnjs"
"nepal","jumla","jumla","jum","vnjl"
"nepal","kathmandu","tribhuvan intl","ktm","vnkt"
"nepal","lamidada","lamidada","ldn","vnld"
"nepal","lukla","lukla","lua","vnlk"
"nepal","manang","manang","ngx","vnma"
"nepal","meghauli","meghauli","mey","vnmg"
"nepal","nepalgunj","nepalgunj","kep","vnng"
"nepal","pokhara","pokhara","pkr","vnpk"
"nepal","rajbiraj","rajbiraj","rjb","vnrb"
