"662","rockrunner","aechaetops pycnopygius","damaraland rock jumper","sphenoeacus pycnopygius","136","254"
"663","moustached warbler","melocichla mentalis","moustached grass warbler","sphenoeacus mentalis","136","252"
"664","fan-tailed cisticola","cisticola juncidis","fan-tailed warbler","cisticola juncidis","136","171"
"665","desert cisticola","cisticola aridula","desert cisticola","cisticola aridula","136","174"
"666","cloud cisticola","cisticola textrix","tink-tink cisticola","cisticola textrix","136","165"
"667","ayre's cisticola","cisticola ayresii","wing-snapping cisticola","cisticola ayresii","136","167"
"668","pale-crowned cisticola","cisticola brunnescens","pectoral-patch cisticola","cisticola brunnescens","136","166"
"669","grey-backed cisticola","cisticola subruficapilla","red-headed cisticola","cisticola subruficapilla","136","178"
"670","wailing cisticola","cisticola lais","wailing cisticola","cisticola lais","136","179"
"671","tinkling cisticola","cisticola rufilata","grey cisticola","cisticola rufilata","136","180"
"672","rattling cisticola","cisticola chiniana","rattling cisticola","cisticola chiniana","136","183"
"673","singing cisticola","cisticola cantans","singing cisticola","cisticola cantans","136","199"
"674","red-faced cisticola","cisticola erythrops","red-faced cisticola","cisticola erythrops","136","198"
"675","black-backed cisticola","cisticola galactotes","winding cisticola","cisticola galactotes","136","202"
"676","chirping cisticola","cisticola pipiens","chirping cisticola","cisticola pipiens","136","204"
"677","levaillant's cisticola","cisticola tinniens","levaillant's cisticola","cisticola tinniens","136","205"
"678","croaking cisticola","cisticola natalensis","croaking cisticola","cisticola natalensis","136","175"
"679","lazy cisticola","cisticola aberrans","lazy cisticola","cisticola aberrans","136","193"
"680","short-winged cisticola","cisticola brachyptera","siffling cisticola","cisticola brachyptera","136","188"
"681","neddicky","cisticola fulvicapilla","piping cisticola","cisticola fulvicapilla","136","191"
"682","red-winged warbler","heliolais erythoptera","red-winged warbler","heliolais erythoptera","136","261"
"683","tawny-flanked prinia","prinia subflava","tawny-flanked prinia","prinia subflava","136","206"
"684","roberts' prinia","prinia robertsi","roberts' prinia","prinia robertsi","136","212"
"685","black-chested prinia","prinia flavicans","black-chested prinia","prinia flavicans","136","207"
"686","spotted prinia","prinia maculosa","karoo prinia","prinia maculosa (maculosa)","136","208"
"687","namaqua prinia","phragmacia substriata","white-breasted prinia","prinia substriata","136","213"
"688","rufous-eared warbler","malcorus pectoralis","rufous-eared prinia","prinia pectoralis","136","216"
"689","spotted flycatcher","muscicapa striata","spotted flycatcher","muscicapa striata","138","75"
"690","dusky flycatcher","muscicapa adusta","dusky flycatcher","muscicapa adusta","138","83"
"691","blue-grey flycatcher","muscicapa caerulescens","ashy flycatcher","muscicapa coerulescens","138","90"
"692","collared flycatcher","ficedula albicollis","collared flycatcher","ficedula albicollis","138","25"
"693","fan-tailed flycatcher","myioparus plumbeus","grey tit flycatcher","myioparus plumbeus","138","101"
"694","black flycatcher","melaenornis pammelaina","south african black flycatcher","melaenornis pammelaina","138","10"
"695","marico flycatcher","melaenornis mariquensis","mariqua flycatcher","bradornis mariquensis","138","2"
"696","pallid flycatcher","melaenornis pallidus","pale flycatcher","bradornis pallidus","138","3"
"697","chat flycatcher","melaenornis infuscatus","african brown flycatcher","bradornis infuscatus","138","4"
"698","fiscal flycatcher","sigelus silens","fiscal flycatcher","melaenornis silens","138","11"
"699","vanga flycatcher","bias musicus","black and white flycatcher","bias musicus","139","2"
"700","cape batis","batis capensis","cape puff-back flycatcher","batis capensis","139","4"
"701","chinspot batis","batis molitor","chin-spot puff-back flycatcher","batis molitor","139","9"
"702","mozambique batis","batis soror","paler chin-spot puff-back flycatcher","batis soror","139","10"
"703","pririt batis","batis pririt","pririt puff-back flycatcher","batis pririt","139","11"
"704","woodward's batis","batis fratrum","zululand puff-back flycatcher","batis fratrum","139","8"
"705","wattle-eyed flycatcher","platysteira peltata","black-throated wattle-eye","platysteira peltata","139","21"
"706","fairy flycatcher","stenostira scita","fairy flycatcher","stenostira scita","136","345"
"707","livingstone's flycatcher","erythrocercus livingstonei","livingstone's flycatcher","phylloscopus trochilus","140","3"
"708","blue-mantled flycatcher","trochocercus cyanomelas","cape crested flycatcher","terpsiphone cyanomelas","140","9"
"709","white-tailed flycatcher","trochocercus albonotatus","white-tailed crested flycatcher","trochocercus albonotatus","140","6"
"710","paradise flycatcher","terpsiphone viridis","african paradise flycatcher","terpsiphone viridis","140","11"
"711","african pied wagtail","motacilla aguimp","african pied wagtail","motacilla aguimp","118","8"
"712","long-tailed wagtail","motacilla clara","mountain wagtail","motacilla clara","118","9"
"713","cape wagtail","motacilla capensis","cape wagtail","motacilla capensis","118","10"
"714","yellow wagtail","motacilla flava","yellow wagtail","motacilla flava","118","2"
"715","grey wagtail","motacilla cinerea","grey wagtail","motacilla cinerea","118","4"
"716","richard's pipit","anthus cinnamomeus","richard's pipit","anthus novaeseelandiae (cinnamomeus)","118","21"
"717","long-billed pipit","anthus similis","long-billed pipit","anthus similis","118","24"
"718","plain-backed pipit","anthus leucophrys","dark plain-backed pipit","anthus leucophrys","118","26"
"719","buffy pipit","anthus vaalensis","sandy plain-backed pipit","anthus vaalensis","118","25"
"720","striped pipit","anthus lineiventris","large-striped pipit","anthus lineiventris","118","36"
"721","rock pipit","anthus crenatus","large yellow-tufted pipit","anthus crenatus","118","42"
"722","tree pipit","anthus trivialis","tree pipit","anthus trivialis","118","29"
"723","bushveld pipit","anthus caffer","bushveld pipit","anthus caffer","118","38"
"724","short-tailed pipit","anthus brachyurus","short-tailed pipit","anthus brachyurus","118","37"
"725","yellow-breasted pipit","anthus chloris","yellow-breasted pipit","anthus chloris","118","41"
"726","golden pipit","tmetothylacus tenellus","golden pipit","tmetothylacus tenellus","118","12"
"727","orange-throated longclaw","macronyx capensis","cape longclaw","macronyx capensis","118","13"
"728","yellow-throated longclaw","macronyx croceus","yellow-throated longclaw","macronyx croceus","118","14"
"729","fulleborn's longclaw","macronyx fuellebornii","fulleborn's longclaw","macronyx fuellebornii","118","15"
"730","pink-throated longclaw","macronyx ameliae","rosy-breasted longclaw","macronyx ameliae","118","19"
"731","lesser grey shrike","lanius minor","lesser grey shrike","lanius minor","122","69"
"732","fiscal shrike","lanius collaris","fiscal shrike","lanius collaris","122","77"
"733","red-backed shrike","lanius collurio","red-backed shrike","lanius collurio","122","62"
"734","sousa's shrike","lanius souzae","sousa's shrike","lanius souzae","122","59"
"735","long-tailed shrike","corvinella melanoleuca","eastern long-tailed shrike","corvinella melanoleuca","122","57"
"736","southern boubou","laniarius ferrugineus","southern boubou","laniarius ferrugineus","122","29"
"737","tropical boubou","laniarius aethiopicus","tropical boubou","laniarius aethiopicus","122","27"
"738","swamp boubou","laniarius bicolor","gabon boubou","laniarius bicolor","122","28"
"739","crimson-breasted shrike","laniarius atrococcineus","burchell's gonolek","laniarius atrococcineus","122","33"
"740","puffback","dryoscopus cubla","black-backed puffback","dryoscopus cubla","122","14"
"741","brubru","nilaus afer","brubru shrike","nilaus afer","122","11"
"742","southern tchagra","tchagra tchagra","levailllant's bush shrike","tchagra tchagra","122","20"
"743","three-streaked tchagra","tchagra australis","brown-headed bush shrike","tchagra australis","122","21"
"744","black-crowned tchagra","tchagra senegala","black-headed bush shrike","tchagra senegala","122","19"
"745","marsh tchagra","tchagra minuta","lesser bush shrike","tchagra minuta","122","18"
"746","bokmakierie","telophorus zeylonus","bokmakierie shrike","telophorus zeylonus","122","44"
"747","gorgeous bush shrike","telophorus quadricolor","four coloured bush shrike","telophorus quadricolor","122","46"
"748","orange-breasted bush shrike","telophorus sulfureopectus","sulphur-breasted bush shrike","telophorus sulfureopectus","122","39"
"749","black-fronted bush shrike","telophorus nigrifrons","black-fronted bush shrike","telophorus nigrifrons","122","41"
"750","olive bush shrike","telophorus olivaceus","olive bush shrike","telophorus olivaceus","122","40"
"751","grey-headed bush shrike","malaconotus blanchoti","grey-headed bush shrike","malaconotus blanchoti","122","51"
"752","white-tailed shrike","lanioturdus torquatus","chat-shrike","lanioturdus torquatus","122","10"
"753","white helmetshrike","prionops plumatus","long-crested helmet shrike","prionops plumata","122","3"
"754","red-billed helmetshrike","prionops retzii","retz's red-billed helmet shrike","prionops retzii","122","7"
"755","chestnut-fronted helmetshrike","prionops scopifrons","chestnut-fronted helmet shrike","prionops scopifrons","122","9"
"756","white-crowned shrike","eurocephalus anguitimens","white-crowned shrike","eurocephalus anguitimens","122","2"
"757","european starling","sturnus vulgaris","common starling","sturnus vulgaris","166","78"
"758","indian mynah","acridotheres tristis","common mynah","acridotheres tristis","166","87"
"759","pied starling","spreo bicolor","pied starling","spreo bicolor","166","59"
"760","wattled starling","creatophora cinerea","wattled starling","creatophora cinerea","166","69"
"761","plum-coloured starling","cinnyricinclus leucogastor","violet starling","cinnyricinclus leucogastor","166","55"
"762","burchell's starling","lamprotornis australis","burchell's starling","lamprotornis australis","166","49"
"763","long-tailed starling","lamprotornis mevesii","longtailed purple starling","lamprotornis mevesii","166","50"
"764","glossy starling","lamprotornis nitens","red-shouldered glossy starling","lamprotornis nitens","166","42"
"765","greater blue-eared starling","lamprotornis chalybaeus","greater blue-eared glossy starling","lamprotornis chalybaeus","166","44"
"766","lesser blue-eared starling","lamprotornis chloropterus","lesser blue-eared glossy starling","lamprotornis chloropterus","166","45"
"767","sharp-tailed starling","lamprotornis acuticaudus","sharp-tailed glossy starling","lamprotornis acuticaudus","166","46"
"768","black-bellied starling","lamprotornis corruscus","black-bellied glossy starling","lamprotornis corruscus","166","41"
"769","red-winged starling","onychognathus morio","african red-winged starling","onychognathus morio","166","29"
"770","pale-winged starling","onychognathus nabouroup","pale-winged starling","onychognathus nabouroup","166","28"
"771","yellow-billed oxpecker","buphagus africanus","yellow-billed oxpecker","buphagus africanus","166","107"
"772","red-billed oxpecker","buphagus erythrorhynchus","red-billed oxpecker","buphagus erythrorhynchus","166","108"
"773","cape sugarbird","promerops cafer","cape sugarbird","promerops cafer","153","170"
"774","gurney's sugarbird","promerops gurneyi","gurney's sugarbird","promerops gurneyi","153","171"
"775","malachite sunbird","nectarinia famosa","yellow-tufted malachite sunbird","nectarinia famosa","151","87"
"776","bronze sunbird","nectarinia kilimensis","bronze sunbird","nectarinia kilimensis","151","92"
"777","orange-breasted sunbird","nectarinia violacea","orange-breasted sunbird","nectarinia violacea","151","70"
"778","coppery sunbird","nectarinia cuprea","coppery sunbird","nectarinia cuprea","151","74"
"779","marico sunbird","nectarinia mariquensis","mariqua sunbird","nectarinia mariquensis","151","79"
"780","purple-banded sunbird","nectarinia bifasciata","purple-banded sunbird","nectarinia bifasciata","151","81"
"781","shelley's sunbird","nectarinia shelleyi","shelley's sunbird","nectarinia shelleyi","151","78"
"782","neergaard's sunbird","nectarinia neergaardi","neergaard's sunbird","nectarinia neergaardi","151","63"
"783","lesser double-collared sunbird","nectarinia chalybea","lesser double-collared sunbird","nectarinia chalybea","151","59"
"784","miombo double-collared sunbird","nectarinia manoensis","lesser double-collared sunbird","nectarinia chalybea (manoensis)","151","59"
"785","greater double-collared sunbird","nectarinia afra","greater double-collared sunbird","nectarinia afra","151","60"
"786","yellow-bellied sunbird","nectarinia venusta","variable sunbird","nectarinia venusta","151","55"
"787","white-bellied sunbird","nectarinia talatala","southern white-bellied sunbird","nectarinia talatala","151","56"
"788","dusky sunbird","nectarinia fusca","dusky sunbird","nectarinia fusca","151","58"
"789","grey sunbird","nectarinia veroxii","mouse-coloured sunbird","nectarinia veroxii","151","23"
"790","olive sunbird","nectarinia olivacea","olive sunbird","nectarinia olivacea","151","21"
"791","scarlet-chested sunbird","nectarinia senegalensis","scarlet-chested sunbird","nectarinia senegalensis","151","37"
"792","black sunbird","nectarinia amethystina","amethyst sunbird","nectarinia amethystina","151","36"
"793","collared sunbird","anthreptes collaris","collared sunbird","anthreptes collaris","151","16"
"794","blue-throated sunbird","anthreptes reichenowi","plain-backed sunbird","anthreptes reichenowi","151","3"
"795","violet-backed sunbird","anthreptes longuemarei","violet-backed sunbird","anthreptes longuemarei","151","9"
"796","cape white-eye","zosterops pallidus","pale white-eye","zosterops pallida","152","50"
"797","yellow white-eye","zosterops senegalensis","african yellow white-eye","zosterops senegalensis","152","51"
"798","red-billed buffalo weaver","bubalornis niger","white-billed buffalo weaver","bubalornis albirostris (niger)","165","11"
"799","white-browed sparrow-weaver","plocepasser mahali","white-browed sparrow-weaver","plocepasser mahali","165","13"
"800","sociable weaver","philetairus socius","sociable weaver","philetairus socius","165","20"
"801","house sparrow","passer domesticus","house sparrow","passer domesticus","165","22"
"802","great sparrow","passer motitensis","great sparrow","passer motitensis","165","29"
"803","cape sparrow","passer melanurus","cape sparrow","passer melanurus","165","30"
"804","grey-headed sparrow","passer griseus","grey-headed sparrow","passer griseus","165","33"
"805","yellow-throated sparrow","petronia supercillaris","south african rock sparrow","petronia supercillaris","165","45"
"806","scaly-feathered finch","sporopipes squamifrons","scaly weaver","sporopipes squamifrons","165","54"
"807","thick-billed weaver","amblyospiza albifrons","grosbeak weaver","amblyospiza albifrons","165","56"
"808","forest weaver","ploceus bicolor","forest weaver","ploceus bicolor","165","109"
"809","olive-headed weaver","ploceus olivaceiceps","olive-headed golden weaver","ploceus olivaceiceps","165","112"
"810","spectacled weaver","ploceus ocularis","spectacled weaver","ploceus ocularis","165","65"
"811","spotted-backed weaver","ploceus cucullatus","village weaver","ploceus cucullatus","165","88"
"812","chestnut weaver","ploceus rubiginosus","chestnut weaver","ploceus rubiginosus","165","98"
"813","cape weaver","ploceus capensis","cape weaver","ploceus capensis","165","69"
"814","masked weaver","ploceus velatus","african masked weaver","ploceus velatus","165","83"
"815","lesser masked weaver","ploceus intermedius","lesser masked weaver","ploceus intermedius","165","82"
"816","golden weaver","ploceus xanthops","holub's golden weaver","ploceus xanthops","165","72"
"817","yellow weaver","ploceus subaureus","golden weaver","ploceus subaureus","165","71"
"818","brown-throated weaver","ploceus xanthopterus","brown-throated golden weaver","ploceus xanthopterus","165","78"
"819","red-headed weaver","anaplectes rubriceps","red-headed weaver","anaplectes melanotis (rubriceps)","165","128"
"820","cuckoo weaver","anomalospiza imberbis","parasitic weaver","anomalospiza imberbis","165","155"
"821","red-billed quelea","quelea quelea","red-billed quelea","quelea quelea","165","131"
"822","red-headed quelea","quelea erythrops","red-headed quelea","quelea erythrops","165","130"
"823","cardinal quelea","quelea cardinalis","cardinal quelea","quelea cardinalis","165","129"
"824","red bishop","euplectes orix","red bishop","euplectes orix","165","145"
"825","fire-crowned bishop","euplectes hordaceus","red-crowned bishop","euplectes hordacea","165","144"
"826","golden bishop","euplectes afer","golden bishop","euplectes afer","165","140"
"827","yellow-rumped widow","euplectes capensis","yellow-rumped bishop","euplectes capensis","165","147"
"828","red-shouldered widow","euplectes axillaris","fan-tailed whydah","euplectes axillaris","165","148"
"829","white-winged widow","euplectes albonotatus","white-winged whydah","euplectes albonotatus","165","151"
"830","yellow-backed widow","euplectes macrourus","yellow-mantled whydah","euplectes macrourus","165","149"
"831","red-collared widow","euplectes ardens","red-collared whydah","euplectes ardens","165","152"
"832","long-tailed widow","euplectes progne","long-tailed whydah","euplectes progne","165","153"
"833","golden-backed pytilla","pytilia afra","orange-winged pytilla","pytilia afra","164","12"
"834","melba finch","pytilia melba","green-winged pytilla","pytilia melba","164","13"
"835","green twinspot","mandingoa nitidula","green-backed twin-spot","mandingoa nitidula","164","14"
"836","red-faced crimsonwing","cryptospiza reichenovii","red-faced crimson-wing","cryptospiza reichenovii","164","15"
"837","nyasa seedcracker","pyrenestes minor","lesser seedcracker","pyrenestes minor","164","21"
"838","pink-throated twinspot","hypargos margaritatus","rosy twin-spot","hypargos margaritatus","164","26"
"839","red-throated twinspot","hypargos niveoguttatus","peter's twinspot","hypargos niveoguttatus","164","27"
"840","blue-billed firefinch","lagonosticta rubricata","african fire finch","lagonosticta rubricata","164","35"
"841","jameson's firefinch","lagonosticta rhodopareia","jameson's fire finch","lagonosticta rhodopareia","164","37"
"842","red-billed firefinch","lagonosticta senegala","red-billed fire finch","lagonosticta senegala","164","33"
"843","brown firefinch","lagonosticta nitidula","brown fire finch","lagonosticta nitidula","164","32"
"844","blue waxbill","uraeginthus angolensis","cordon bleu","uraeginthus angolensis","164","38"
"845","violet-eared waxbill","uraeginthus granatinus","common grenadier","uraeginthus granitina","164","41"
"846","common waxbill","estrilda astrild","common waxbill","estrilda astrild","164","53"
"847","black-cheeked waxbill","estrilda erythronotos","black-cheeked waxbill","estrilda erythronotos","164","57"
"848","grey waxbill","estrilda perreini","black-tailed waxbill","estrilda perreini","164","44"
"849","cinderella waxbill","estrilda thomensis","cinderella waxbill","estrilda thomensis","164","45"
"850","swee waxbill","estrilda melanotis","yellow-bellied waxbill","estrilda melanotis","164","46"
"851","east african swee","estrilda quartinia","yellow-bellied waxbill","estrilda melanotis (quartinia)","164","46"
"852","quail finch","ortygospiza atricollis","african quail finch","ortygospiza atricollis","164","62"
"853","locust finch","ortygospiza locustella","locust finch","ortygospiza locustella","164","64"
"854","orange-breasted waxbill","sporaeginthus subflavus","zebra waxbill","amandava subflava","164","61"
"855","cutthroat finch","amadina fasciata","cut-throat weaver","amadina fasciata","164","128"
"856","red-headed finch","amadina erythocephala","paradise sparrow","amadina erythocephala","164","127"
"857","bronze mannikin","spermestes cucullatus","bronze mannikin","lonchura cucullata","164","94"
"858","red-backed mannikin","spermestes bicolor","black and white mannikin","lonchura bicolor","164","95"
"859","pied mannikin","spermestes fringilloides","magpie mannikin","lonchura fringilloides","164","96"
"860","pin-tailed whydah","vidua macroura","pin-tailed whydah","vidua macroura","165","8"
"861","shaft-tailed whydah","vidua regia","shaft-tailed whydah","vidua regia","165","7"
"862","paradise whydah","vidua paradisaea","paradise whydah","vidua paradisaea","165","9"
"863","broad-tailed paradise whydah","vidua obtusa","broad-tailed paradise whydah","vidua orientalis (obtusa)","165","10"
"864","black widowfinch","vidua funerea","variable indigobird","vidua funerea","165","3"
"865","purple widowfinch","vidua purpurascens","dusky indigobird","vidua purpurascens","165","2"
"866","violet widowfinch","vidua incognita","not recorded","not recorded","165","4"
"867","steel-blue widowfinch","vidua chalybeata","village indigobird","vidua chalybeata","165","1"
"868","chaffinch","fringilla coelebs","chaffinch","fringilla coelebs","163","1"
"869","yellow-eyed canary","serinus mozambicus","yellow-fronted canary","serinus mozambicus","163","19"
"870","black-throated canary","serinus atrogularis","yellow-rumped seedeater","serinus atrogularis","163","17"
"871","lemon-breasted canary","serinus citrinipectus","lemon-breasted seedeater","serinus citrinipectus","163","18"
"872","cape canary","serinus canicollis","yellow-crowned canary","serinus canicollis","163","10"
"873","forest canary","serinus scotops","forest canary","serinus scotops","163","15"
"874","cape siskin","serinus totta","cape siskin","serinus totta","163","33"
"875","drakensberg siskin","serinus symonsi","cape siskin","serinus totta (symonsi)","163","33"
"876","black-headed canary","serinus alario","black-headed canary","serinus alario","163","34"
"877","bully canary","serinus sulphuratus","brimstone canary","serinus sulphuratus","163","22"
"878","yellow canary","serinus flaviventris","yellow canary","serinus flaviventris","163","21"
"879","white-throated canary","serinus albogularis","white-throated seedeater","serinus albogularis","163","23"
"880","protea canary","serinus leucopterus","white-winged seedeater","serinus leucopterus","163","32"
"881","streaky-headed canary","serinus gularis","streaky-headed seedeater","serinus gularis","163","24"
"882","black-eared canary","serinus mennelli","black-eared seedeater","serinus mennelli","163","25"
"883","cabanis's bunting","emberiza cabanisi","cabanis' yellow bunting","emberiza cabanisi","154","31"
"884","golden-breasted bunting","emberiza flaviventris","golden-breasted bunting","emberiza flaviventris","154","29"
"885","cape bunting","emberiza capensis","cape bunting","emberiza capensis","154","19"
"886","rock bunting","emberiza tahapisi","cinnamon-breasted rock bunting","emberiza tahapisi","154","17"
"887","lark-like bunting","emberiza impetuani","lark-like bunting","emberiza impetuani","154","16"
"901","mountain pipit","anthus hoeschi","not recorded","not recorded","118","22"
"902","lesser yellowlegs","tringa flavipes","lesser yellowlegs","tringa flavipes","58","20"
"903","red-throated pipit","anthus cervinus","red-throated pipit","anthus cervinus","118","32"
"904","red-rumped swallow","hirundo daurica","red-rumped swallow","hirundo daurica","117","54"
"905","laysan albatross","diomedea immutabilis","laysan albatross","diomedea immutabilis","10","6"
"906","greater yellowlegs","tringa melanoleuca","greater yellowlegs","tringa melanoleuca","58","19"
"907","pied wheatear","oenanthe pleschanka","pied wheatear","oenanthe pleschanka","130","174"
"908","kentish plover","charadrius alexandrinus","kentish plover","charadrius alexandrinus","57","40"
"909","wood pipit","anthus nyassae","long-billed pipit","anthus similis (nyassae)","118","24"
"910","red-billed tropic bird","phaethon aethereus","red-billed tropic bird","phaethon aethereus","14","1"
"911","european blackcap","sylvia atricapilla","blackcap","sylvia atricapilla","136","90"
"912","greater sheathbill","chionis alba","snowy sheathbill","chionis alba","60","1"
"913","white-headed saw-wing swallow","psalidoprogne albiceps","white-headed saw-wing","psalidoprocne albiceps","117","71"
"914","hudsonian godwit","limosa haemastica","hudsonian godwit","limosa haemastica","58","2"
"915","isabelline wheatear","oenanthe isabellina","isabelline wheatear","oenanthe isabellina","130","163"
"916","european redstart","phoenicurus phoenicurus","redstart","phoenicurus phoenicurus","130","92"
"917","white-throated bee-eater","merops albicollis","white-throated bee-eater","merops albicollis","87","14"
"918","matsudiara's storm petrel","oceanodroma matsudairae","matsudiara's storm petrel","oceanodroma matsudairae","12","14"
"919","european turtle dove","streptopelia turtur","turtle dove","streptopelia turtur","66","52"
"920","spur-winged plover","vanellus spinosus","spur-winged plover","vanellus spinosus","57","3"
"921","red-footed booby","sula sula","red-footed booby","sula sula","16","8"
"922","lesser frigatebird","fregata ariel","lesser frigatebird","fregata ariel","19","5"
"923","mallard","anas platyrhynchos","mallard","anas platyrhynchos","27","79"
"924","common peafowl","pavo cristatus","common peafowl","pavo cristatus","35","202"
"925","madagascar cuckoo","cuculus rochii","little cuckoo","cuculus poliocephalus (rochii)","71","16"
"926","gentoo penguin","pygoscelis papua","gentoo penguin","pygoscelis papua","7","3"
"927","magellanic penguin","spheniscus magellanicus","magellanic penguin","spheniscus magellanicus","7","17"
"928","buller's albatross","diomedea bulleri","buller's albatross","diomedea bulleri","10","8"
"929","juoanin's petrel","bulweria fallax","juoanin's petrel","bulweria fallax","11","44"
"930","antarctic prion","pachyptila desolata","dove prion","pachyptila desolata","11","39"
"931","salvin's prion","pachyptila salvini","salvin's prion","pachyptila salvini","11","38"
"932","spectacled petrel","procellaria conspicillata","white-chinned petrel","procellaria aequinoctialis (conspicillata)","11","46"
"933","streaked shearwater","calonectris leucomelas","white-faced shearwater","calonectris leucomelas","11","49"
"934","yelkouan shearwater","puffinis yelkouan","manx shearwater","puffinus puffinus (yelkouan)","11","60"
"935","mascarene shearwater","puffinis atrodorsallis","not recorded","not recorded","11","67"
"937","white-faced storm petrel","pelagodroma marina","white-faced storm petrel","pelagodroma marina","12","4"
"938","little blue heron","egretta caerulea","little blue heron","egretta caerulea","20","40"
"939","ruppel's vulture","gyps rupelli","ruppel's griffon","gyps rueppellii","30","50"
"940","yellow-billed kite","milvus parasitus","black kite","milvus migrans (parasitus)","30","29"
"941","northern black korhaan","eupodotis afraoides","little black bustard","afrotis afra (afraoides)","48","15"
"942","american golden plover","pluvialis dominica","american golden plover","pluvialis dominica","57","26"
"943","grey-headed parrot","poicephalus suahelicus","cape parrot","poicephalus robustus (suahelicus)","69","81"
"944","livingstone's turaco","tauraco livingstonii","knysna turaco","tauraco corythaix (livingstonii)","70","9"
"945","schalow's turaco","tauraco schalowi","knysna turaco","tauraco corythaix (schalowi)","70","9"
"946","white-browed coucal","centropus superciliosus","white-browed coucal","centropus superciliosus","71","125"
"947","barlow's lark","certhilauda barlowi","karoo lark","certhilauda albescens (barlowi)","116","31"
"948","grey-backed bleating bushwarbler","camaroptera brevicaudata","grey-backed cameroptera","camaroptera brevicaudata","136","282"
"949","drakensberg prinia","prinia hypoxantha","karoo prinia","prinia maculosa (hypoxantha)","136","208"
"951","citrine wagtail","moticilla citreola","citrine wagtail","moticilla citreola","118","3"
"952","long-tailed pippit","anthus longicaudus","not recorded","not recorded","118","100"
"953","western olive sunbird","nectaninia obscura","olive sunbird","nectarinia olivacea (obscura)","151","21"
"954","green indigobird","vidua codringtoni","variable indigobird","vidua funerea (codringtoni)","165","3"
"955","slender-billed gull","larus genei","slender-billed gull","larus genei","62","38"
"1001","diamond bird","NULL","*","NULL","200","0"
