"inverted common name","scientific name","where listed","lead region","listing status"
"milk-vetch [unnamed]","astragalus oocalycis","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus panamintensis","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus pardalinus","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus pauperculus","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus paysonii","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus peckii","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus porrectus","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus preussii cutleri","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus proimanthus","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus proximus","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus pterocarpus","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus puniceus gertrudis","NULL","2","not listed"
"milk-vetch [unnamed]","astragalus purshii ophiogenes","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus sabulosus","NULL","6","ur"
"milk-vetch [unnamed]","astragalus scaphoides","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus serenoi sordescens","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus serpens","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus shultziorum","NULL","6","not listed"
"milk-vetch [unnamed]","astragalus siliceus","NULL","2","not listed"
"milk-vetch [unnamed]","astragalus subvestitus","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus tegetarioides","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus tennesseensis","NULL","4","not listed"
"milk-vetch [unnamed]","astragalus titanophilus","NULL","2","not listed"
"milk-vetch [unnamed]","astragalus toquimanus","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus troglodytus","NULL","2","not listed"
"milk-vetch [unnamed]","astragalus tweedyi","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus tyghensis","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus uncialis","NULL","1","not listed"
"milk-vetch [unnamed]","astragalus wittmannii","NULL","2","not listed"
"milk-vetch [unnamed]","astragalus woodruffii","NULL","6","not listed"
"milk-vetch ventura marsh","astragalus pycnostachyus var. lanosissimus","NULL","8","e"
"milk-vetch weak","astragalus solitarius","NULL","1","not listed"
"milk-vetch webber's","astragalus webberi","NULL","1","not listed"
"milk-vetch wetherill","astragalus wetherillii","NULL","6","not listed"
"milk-vetch whited","astragalus sinuatus","NULL","1","not listed"
"milk-vetch withered wooly","astragalus mollissimus marcidus","NULL","2","not listed"
"milkvine plateau","matelea edwardsensis","NULL","2","not listed"
"milkvine texas","matelea texensis","NULL","2","not listed"
"milkweed cutler","asclepias cutleri","NULL","2","not listed"
"milkweed eastwood's","asclepias eastwoodiana","NULL","1","not listed"
"milkweed mead's","asclepias meadii","NULL","3","t"
"milkweed ruth","asclepias ruthiae","NULL","6","not listed"
"milkweed san juan","asclepias sanjuanensis","NULL","2","not listed"
"milkweed [unnamed]","asclepias prostrata","NULL","2","not listed"
"milkweed [unnamed]","asclepias uncialis","NULL","6","not listed"
"milkweed [unnamed]","asclepias viridula","NULL","4","not listed"
"milkweed welsh's","asclepias welshii","NULL","6","t"
"milkwort fish's","polygala cornuta var. fishiae","NULL","8","not listed"
"milkwort maravillas","polygala maravillasensis","NULL","2","not listed"
"milkwort mescalero","polygala rimulicola mescalerorum","NULL","2","not listed"
"millerbird nihoa (old world warbler)","acrocephalus familiaris kingi","entire","1","e"
"millipede (speodesmus)","speodesmus","NULL","6","not listed"
"millipede [unnamed]","toltecus chihuanus","NULL","2","not listed"
"mink everglades","mustela vison evergladensis","entire","4","not listed"
"mink florida","mustela vison lutensis","entire","4","not listed"
"minnow cheat","rhinichthys bowersi","entire","5","not listed"
"minnow devils river","dionda diaboli","entire","2","t"
"minnow kanawha","phenacobius teretulus","entire","5","not listed"
"minnow loach","tiaroga cobitis","entire","2","t"
"minnow plains","hybognathus placitus","entire","6","not listed"
"minnow rio grande silvery","hybognathus amarus","entire except where listed as an experimental population","2","e"
"minnow rio grande silvery","hybognathus amarus","rio grande from little box canyon (approximately 10.4 river miles downstream of fort quitman tx) to amistad dam; and on the pecos river from its confluence with independence creek to its confluence with the rio grande.","2","expn"
"minnow western silvery","hybognathus argyritis","entire","6","not listed"
"mint garrett's","dicerandra christmanii","NULL","4","e"
"mint lakela's","dicerandra immaculata","NULL","4","e"
"mint longspurred","dicerandra cornutissima","NULL","4","e"
"mint scrub","dicerandra frutescens","NULL","4","e"
"mint [unnamed]","dicerandra odoratissima","NULL","4","not listed"
"mint [unnamed]","dicerandra radfordiana","NULL","4","not listed"
"minute moss beetle animas","limnebius aridus","entire","2","not listed"
"minute moss beetle maureen's gymnocthebius","gymnocthebius maureenae","entire","4","not listed"
"minute moss beetle maureen's hydraenan","hydraena maureenae","entire","5","not listed"
"minute moss beetle putnam","ochthebius putnamensis","entire","3","not listed"
"minute moss beetle texas","limnebius texanus","entire","2","not listed"
"minute moss beetle utah","limnebius utahensis","entire","6","not listed"
"minute moss beetle wilbur springs","ochthebius reticulus","entire","1","not listed"
"minute moss beetle wing-shoulder","ochthebius crassalus","entire","1","not listed"
"mission-bells diamond lake","fritillaria adamantina","NULL","1","not listed"
"mnium carolina","mnium carolinianum","NULL","4","not listed"
"moccasinshell alabama","medionidus acutissimus","entire","4","t"
"moccasinshell coosa","medionidus parvulus","entire","4","e"
"moccasinshell gulf","medionidus penicillatus","entire","4","e"
"moccasinshell ochlockonee","medionidus simpsonianus","entire","4","e"
"moccasinshell suwanee","medionidus walkeri","entire","4","not listed"
"mockingbird socorro","mimus graysoni","entire","foreign","e"
"mock orange canyon","philadelphus ernestii","NULL","2","not listed"
"mold beetle magazine mountain","arianops sandersoni","entire","4","not listed"
"mole alameda island","scapanus latimanus parvus","entire","1","not listed"
"mole anastasia island","scalopus aquaticus anastasae","entire","4","not listed"
"mole cricket prairie","gryllotalpa major","entire","3","not listed"
"mole englewood","scalopus aquaticus bassi","entire","4","not listed"
"mole presidio","scalopus aquaticus texanus","entire","2","not listed"
"mole star-nosed","condylura cristata parva","entire","4","not listed"
"monarch marquesan","pomarea mendozae mira","entire","foreign","ur"
"monarch tinian (old world flycatcher)","monarcha takatsukasae","entire","1","dm"
"monarch truk","metabolus rugensis","entire","1","not listed"
"monardella crisp","monardella crispa","NULL","1","not listed"
"monardella feather river","monardella stebbinsii","NULL","1","not listed"
"monardella flax-like","monardella linoides oblonga","NULL","1","not listed"
"monardella hall's","monardella macrantha hallii","NULL","1","not listed"
"monardella merced","monardella leucocephala","NULL","1","not listed"
"monardella palmer's","monardella palmeri","NULL","1","not listed"
"monardella pringle","monardella pringlei","NULL","1","not listed"
"monardella robison's","monardella robisonii","NULL","1","not listed"
"monardella robust","monardella villosa ssp. globosa","NULL","6","not listed"
"monardella rock","monardella viridis saxicola","NULL","1","not listed"
"monardella san antonio hills","monardella antonina","NULL","1","not listed"
"monardella san benito","monardella benitensis","NULL","1","not listed"
"monardella san felipe","monardella nana leptosiphon","NULL","1","not listed"
"monardella san luis obispo","monardella fructescens","NULL","1","not listed"
"monardella siskiyou","monardella purpurea","NULL","1","not listed"
"monardella stone corral canyon","monardella scelerata","NULL","1","not listed"
"monardella veiny","monardella douglasii venosa","NULL","1","not listed"
"monardella willowy","monardella viminea","NULL","8","e"
"monitor desert","varanus griseus","entire","foreign","e"
"monitor indian (=bengal)","varanus bengalensis","entire","foreign","e"
"monitor komodo island","varanus komodoensis","entire","foreign","e"
"monitor yellow","varanus flavescens","entire","foreign","e"
"monkey black colobus","colobus satanas","entire","foreign","e"
"monkey black howler","alouatta pigra","entire","foreign","t"
"monkey diana","cercopithecus diana","entire","foreign","e"
"monkeyface appalachian (pearlymussel)","quadrula sparsa","entire","5","e"
"monkeyface appalachian (pearlymussel)","quadrula sparsa","usa (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))","4","expn"
"monkeyface cumberland (pearlymussel)","quadrula intermedia","entire range; except where listed as experimental populations","4","e"
"monkeyface cumberland (pearlymussel)","quadrula intermedia","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
"monkeyface cumberland (pearlymussel)","quadrula intermedia","u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))","4","expn"
"monkeyflower bank","mimulus clivicola","NULL","1","not listed"
"monkeyflower calico","mimulus pictus","NULL","1","not listed"
"monkeyflower cleveland's bush","diplacus clevelandii","NULL","8","not listed"
"monkeyflower death valley","mimulus rupicola","NULL","1","not listed"
"monkey-flower egg lake","mimulus pygmaeus","NULL","1","not listed"
"monkey-flower hetch hetchy","mimulus filicaulis","NULL","1","not listed"
"monkeyflower kaweah","mimulus norrisii","NULL","1","not listed"
"monkey-flower kelso creek","mimulus shevockii","NULL","1","not listed"
"monkey-flower michigan","mimulus michiganensis","NULL","3","e"
"monkey-flower mojave","mimulus mohavensis","NULL","1","not listed"
"monkeyflower palomar","mimulus diffusus","NULL","6","not listed"
"monkey-flower purple","mimulus purpureus purpureus","NULL","1","not listed"
"monkeyflower rocky mountain","mimulus gemmiparus","NULL","6","ur"
"monkey-flower san bernardino mountains","mimulus exiguus","NULL","1","not listed"
"monkey-flower santa catalina","mimulus traskiae","NULL","1","not listed"
"monkey-flower santa cruz island","mimulus brandegei","NULL","1","not listed"
"monkey-flower square-stemmed","mimulus ringens colpophilus","NULL","5","not listed"
"monkey-flower stalk-leaved","mimulus patulus","NULL","1","not listed"
"monkeyflower [unnamed]","mimulus guttatus arenicola","NULL","1","not listed"
"monkeyflower vandenberg","mimulus fremontii var. vandenbergensis","NULL","8","c"
"monkey-flower washington","mimulus washingtonensis washingtonensis","NULL","1","not listed"
"monkey-flower whipple's","mimulus whipplei","NULL","1","not listed"
"monkey guizhou snub-nosed","rhinopithecus brelichi","entire","foreign","e"
"monkey l'hoest's","cercopithecus lhoesti","entire","foreign","e"
"monkey mantled howler","alouatta palliata","entire","foreign","e"
"monkey preuss' red colobus","procolobus (=colobus) preussi (=badius p.)","entire","foreign","e"
"monkey proboscis","nasalis larvatus","entire","foreign","e"
"monkey red-backed squirrel","saimiri oerstedii","entire","foreign","e"
"monkey red-bellied","cercopithecus erythrogaster","entire","foreign","e"
"monkey red-eared nose-spotted","cercopithecus erythrotis","entire","foreign","e"
"monkey sichuan snub-nosed","rhinopithecus roxellana","entire","foreign","e"
"monkey spider","ateles geoffroyi frontatus","entire","foreign","e"
"monkey spider","ateles geoffroyl panamensis","entire","foreign","e"
"monkey tana river red colobus","procolobus (=colobus) rufomitratus (=badius r.)","entire","foreign","e"
"monkey tonkin snub-nosed","rhinopithecus avunculus","entire","foreign","e"
"monkey woolly spider","brachyteles arachnoides","entire","foreign","e"
"monkey yellow-tailed woolly","lagothrix flavicauda","entire","foreign","e"
"monkey yunnan snub-nosed","rhinopithecus bieti","entire","foreign","e"
"monkey zanzibar red colobus","procolobus (=colobus) pennantii (=kirki) kirki","entire","foreign","e"
"monkshood northern wild","aconitum noveboracense","NULL","3","t"
"montia howell's","montia howellii","NULL","1","not listed"
"moonwort prairie","botrychium gallicomontanum","NULL","3","not listed"
"moonwort slender","botrychium lineare","NULL","1","not listed"
"moonwort stalked","botrychium pedunculosum","NULL","1","not listed"
"moonwort trianglelobe","botrychium ascendens","NULL","1","not listed"
"moorhen hawaiian common","gallinula chloropus sandvicensis","entire","1","e"
"moorhen mariana common","gallinula chloropus guami","entire","1","e"
"morning-glory butte county","calystegia atriplicifolia buttensis","NULL","1","not listed"
"morning-glory cambria","calystegia subacaulis episcopalis","NULL","1","not listed"
"morning-glory island","calystegia macrostegia amplissima","NULL","1","not listed"
"morning-glory krug's white","ipomoea krugii","NULL","4","not listed"
"morning-glory lemmon's","ipomoea tenuiloba lemmonii","NULL","2","not listed"
"morning-glory mt. saint helena","calystegia collina oxyphylla","NULL","1","not listed"
"morning-glory peirson's","calystegia peirsonii","NULL","1","not listed"
"morning-glory pickering's","stylisma pickeringii","NULL","5","not listed"
"morning-glory small-flowered","convolvulus equitans","NULL","8","not listed"
"morning-glory south coast range","calystegia collina venusta","NULL","1","not listed"
"morning-glory stebbins'","calystegia stebbinsii","NULL","8","e"
"morning-glory [unnamed]","ipomoea egregia","NULL","2","not listed"
"moss american dry rock","grimmia americana","NULL","8","not listed"
"moss cardot's campylium","campylium cardotii","NULL","6","not listed"
"moss dicranoweisia","dicranoweisia crispula","NULL","6","not listed"
"moss gorge","bryocrumia vivicolor","NULL","4","not listed"
"moss highlands","schlotheimia lancifolia","NULL","4","not listed"
"moss kansas aschisma","aschisma kansanum","NULL","6","not listed"
"moss menzies' anacolia","anacolia menziesii","NULL","6","not listed"
"moss mt. leconte","leptothymenium sharpii","NULL","4","not listed"
"moss whipple's claopodium","claopodium whippleanum","NULL","6","not listed"
"moth blackburn's sphinx","manduca blackburni","entire","1","e"
"moth blue glyphodes","glyphodes cyanomichla","entire","1","not listed"
"moth chestnut clearwing","synanthedon castaneae","entire","4","not listed"
"moth confused helicoverpan noctuid","helicoverpa confusa","entire","1","not listed"
"moth decodon borer","papaipema sulphurata","entire","5","not listed"
"moth fabulous green sphinx","tinostoma smaragditis","entire","1","not listed"
"moth flypoison borer","papaipema sp.","entire","5","not listed"
"moth fly sugarfoot","nemopalpus nearcticus","entire","4","not listed"
"moth ford's sand dune","psammobotys fordi","entire","1","not listed"
"moth fullaway's banana omoides","omoides fullawayi","entire","1","not listed"
"moth giffard's `ohe omoides","omoides giffardi","entire","1","not listed"
"moth green glyphodes","glyphodes exaula","entire","1","not listed"
"moth haleakala flightless thyrocopa","thyrocopa apatela","entire","1","not listed"
"moth hawaiian lo`ulu omoides","omoides pritchardii","entire","1","not listed"
"moth henne's  eucosman","eucosma hennei","entire","1","not listed"
"moth hilo hypenan noctuid","hypena newelli","entire","1","not listed"
"moth kaholuamano noctuid","hypena senicula","entire","1","not listed"
"moth kauai naenae philodoria","philodoria naenaeiella","entire","1","not listed"
"moth kern primrose sphinx","euproserpinus euterpe","entire","8","t"
"moth kerr's agrotis noctuid","agrotis kerri","entire","1","not listed"
"moth kilauea pa`iniu omoides","omoides iridias","entire","1","not listed"
"moth kohala mountain sedge omoides","omoides anastreptoides","entire","1","not listed"
"moth laysan agrotis noctuid","agrotis laysanensis","entire","1","not listed"
"moth laysan dropseed noctuid","hypena laysanensis","entire","1","not listed"
"moth laysan hedyleptan","hedylepta laysanensis","entire","1","not listed"
"moth lemmer's pinnion","lithophane lemmeri","entire","5","not listed"
"moth lora aborn's","lorita abornana","entire","1","not listed"
"moth lovegrass noctuid","hypena plagiota","entire","1","not listed"
"moth marbled underwing","catocala marmorata","entire","4","not listed"
"moth maui banana omoides","omoides musicola","entire","1","not listed"
"moth meyrick's banana omoides","omoides meyricki","entire","1","not listed"
"moth midway agrotis noctuid","agrotis fasciata","entire","1","not listed"
"moth minute helicoverpan noctuid","helicoverpa minuta","entire","1","not listed"
"moth molokai sedge omoides","omoides anastrepta","entire","1","not listed"
"moth oahu aulu thyrocopa","thyrocopa sapindiella","entire","1","not listed"
"moth oahu capper","plutella capparidis","entire","1","not listed"
"moth oahu hesperonmannia philodoria","philodoria sp.","entire","1","not listed"
"moth oahu swamp hedyleptan","hedylepta epicentra","entire","1","not listed"
"moth `ohenaupaka oeobian","oeobia dryadopa","entire","1","not listed"
"moth `ohe omoides","omoides asaphombra","entire","1","not listed"
"moth okefenokee zale","zale perculta","entire","4","not listed"
"moth ola`a banana omoides","omoides euryprora","entire","1","not listed"
"moth oso flaco flightless","areniscythris brachypteris","entire","1","not listed"
"moth 'poko' noctuid","agrotis crinigera","entire","1","not listed"
"moth procellaris agrotis noctuid","agrotis procellaris","entire","1","not listed"
"moth rattlesnake-master borer","papaipema eryngii","entire","3","not listed"
"moth san francisco tree lupine","grapholita edwardsiana","entire","1","not listed"
"moth telegraphic hedyleptan","hedylepta telegrapha","entire","1","not listed"
"mountain balm indian knob","eriodictyon altissimum","NULL","8","e"
"mountain beaver","aplodontia rufa californica","entire","1","not listed"
"mountain beaver point arena","aplodontia rufa nigra","entire","8","e"
"mountain beaver point reyes","aplodontia rufa phaea","entire","1","not listed"
"mountain lion california","felis concolor californica","entire","1","not listed"
"mountain-mahogany catalina island","cercocarpus traskiae","NULL","8","e"
"mountainmint torrey's","pycnanthemum torrei","NULL","4","not listed"
"mountain-mint [unnamed]","pycnanthemum monotrichum","NULL","5","not listed"
"mountain parsley purple","oreonana purpurascens","NULL","1","not listed"
"mountainsnail alpine","oreohelix alpina","entire","6","not listed"
"mountainsnail berry's","oreohelix strigosa berryi","entire","6","not listed"
"mountainsnail bitterroot","oreohelix amariradix","entire","6","not listed"
"mountainsnail boulder pile","oreohelix jugalis","entire","1","not listed"
"mountainsnail brian head","oreohelix parawanensis","entire","6","not listed"
"mountainsnail byrne resort","oreohelix spthirtyone","entire","6","not listed"
"mountainsnail carinate","oreohelix elrodi","entire","6","not listed"
"mountainsnail carinated rocky","oreohelix strigosa goniogyra","entire","1","not listed"
"mountainsnail catalina","radiocentrum avalonensis","entire","1","not listed"
"mountainsnail chelan","oreohelix sp","entire","1","ur"
"mountainsnail coalville","oreohelix peripherica weberiana","entire","6","not listed"
"mountainsnail cooper's rocky","oreohelix strigosa cooperi","entire","6","not listed"
"mountainsnail eureka","oreohelix eurekensis","entire","6","not listed"
"mountainsnail eureka","oreohelix eurekensis eurekensis","entire","6","not listed"
"mountainsnail florida","oreohelix florida","entire","2","not listed"
"mountainsnail idaho banded","oreohelix idahoensis idahoensis","entire","1","not listed"
"mountainsnail keeled","oreohelix carinifera","entire","6","not listed"
"mountainsnail lava rock","oreohelix waltoni","entire","1","not listed"
"mountainsnail lyrate","oreohelix haydeni haydeni","entire","6","not listed"
"mountainsnail mill creek","oreohelix howardi","entire","6","not listed"
"mountainsnail mineral creek","oreohelix pilsbryi","entire","2","not listed"
"mountainsnail ogden","oreohelix peripherica wasatchensis","entire","6","not listed"
"mountainsnail pahasapa","oreohelix strigosa ssp.","entire","6","not listed"
"mountainsnail pallid","oreohelix hendersoni","entire","6","not listed"
"mountainsnail pinaleno","oreohelix grahamensis","entire","2","not listed"
"mountainsnail pygmy","oreohelix pygmaea","entire","6","not listed"
"mountainsnail schell creek","oreohelix nevadensis","entire","1","not listed"
"mountainsnail uinta","oreohelix eurekensis uinta","entire","6","ur"
"mountainsnail [unnamed]","oreohelix haydeni corugata","entire","6","not listed"
"mountainsnail [unnamed]","oreohelix parowanensis","entire","6","not listed"
"mountainsnail whorled","oreohelix vortex","entire","1","not listed"
"mountainsnail yavapai","oreohelix yavapai","entire","6","not listed"
"mouse alabama beach","peromyscus polionotus ammobates","entire","4","e"
"mouse anacapa deer","peromyscus maniculatus anacapae","entire","8","not listed"
"mouse anastasia island beach","peromyscus polionotus phasma","entire","4","e"
"mouse anastasia island cotton","peromyscus gossypinus anastasae","entire","4","not listed"
"mouse australian native","notomys aquilo","entire","foreign","e"
"mouse australian native","zyzomys pedunculatus","entire","foreign","e"
"mouse black mountain cactus","peromyscus eremicus pullus","entire","2","not listed"
"mouse black mountain pocket","perognathus intermedius nigrimontis","entire","2","not listed"
"mouse chadwick beach cotton","peromyscus gossypinus restrictus","entire","4","not listed"
"mouse chiricahua western harvest","reithrodontomys megalotis arizonensis","entire","2","not listed"
"mouse choctawhatchee beach","peromyscus polionotus allophrys","entire","4","e"
"mouse coconino arizona pocket","perognathus amplus ammodytes","entire","2","not listed"
"mouse desert valley kangaroo","microdipodops megacephalus albiventer","entire","1","not listed"
"mouse dulzura california pocket","perognathus californicus femoralis","entire","1","not listed"
"mouse field's","pseudomys fieldi","entire","foreign","e"
"mouse fletcher dark kangaroo","microdipodops megacephalus nasutus","entire","1","not listed"
"mouse florida","peromyscus floridanus","entire","4","not listed"
"mouse gould's","pseudomys gouldii","entire","foreign","e"
"mouse jacumba little pocket","perognathus longimembris internationalis","entire","1","not listed"
"mouse key largo cotton","peromyscus gossypinus allapaticola","entire","4","e"
"mouse los angeles little pocket","perognathus longimembris brevinasus","entire","1","not listed"
"mouse martha's vineyard white-footed","peromyscus leucopus fusus","entire","5","not listed"
"mouse monomoy white-footed","peromyscus leucopus ammodytes","entire","5","not listed"
"mouse new holland","pseudomys novaehollandiae","entire","foreign","e"
"mouse new mexico meadow jumping","zapus hudsonius luteus","entire","2","c"
"mouse northwestern san diego pocket","chaetodipus fallax","entire","1","not listed"
"mouse northwestern san diego pocket","perognathus fallax fallax","entire","1","not listed"
"mouse pacific pocket","perognathus longimembris pacificus","entire","8","e"
"mouse pallid oldfield beach","peromyscus polionotus decoloratus","entire","4","not listed"
"mouse pallid san diego pocket","perognathus fallax pallidus","entire","1","not listed"
"mouse palm springs little pocket","perognathus longimembris bangsi","entire","8","not listed"
"mouse palo duro","peromyscus truei comanche","entire","2","not listed"
"mouse perdido key beach","peromyscus polionotus trissyllepsis","entire","4","e"
"mouse pinacate cactus","peromyscus eremicus papagensis","entire","2","not listed"
"mouse point reyes jumping","zapus trinotatus orarius","entire","1","not listed"
"mouse preble's meadow jumping","zapus hudsonius preblei","u.s.a. north-central co (that portion of colorado west of 103 degrees 40 minutes west north of 38 degrees 30 minutes north and east of 105 degrees 50 minutes west).","6","t"
"mouse pungo white-footed","peromyscus leucopus easti","entire","5","not listed"
"mouse salinas pocket","perognathus inornatus psammophilus","entire","1","not listed"
"mouse salt marsh harvest","reithrodontomys raviventris","entire","8","e"
"mouse san clemente deer","peromyscus maniculatus clementis","entire","1","not listed"
"mouse san joaquin pocket","perognathus inornatus","entire","1","not listed"
"mouse san joaquin pocket","perognathus inornatus inornatus","entire","1","not listed"
"mouse santa cruz harvest","reithrodontomys megalotis santacruzae","entire","1","not listed"
"mouse santa rosa beach","peromyscus polionotus leucocephalus","entire","4","not listed"
"mouse shark bay","pseudomys praeconis","entire","foreign","e"
"mouse shortridge's","pseudomys shortridgei","entire","foreign","e"
"mouse silky pocket","perognathus flavus goodpasteri","entire","2","not listed"
"mouse smoky","pseudomys fumeus","entire","foreign","e"
"mouse southeastern beach","peromyscus polionotus niveiventris","entire","4","t"
"mouse southern grasshopper","onychomys torridus ramona","entire","1","not listed"
"mouse southern marsh harvest","reithrodontomys megalotis limicola","entire","1","not listed"
"mouse st. andrew beach","peromyscus polionotus peninsularis","entire","4","e"
"mouse stansbury island harvest","reithrodontomys megalotis ravus","entire","6","not listed"
"mousetail little","myosurus minimus apus","NULL","1","not listed"
"mousetail tiny","myosurus minimus","NULL","1","not listed"
"mouse tehachapi white-eared pocket","perognathus alticola inexpectatus","entire","1","not listed"
"mouse tulare grasshopper","onychomys torridus tularensis","entire","1","not listed"
"mouse western","pseudomys occidentalis","entire","foreign","e"
"mouse white-eared pocket","perognathus alticola alticola","entire","1","not listed"
"mouse wupatki arizona pocket","perognathus amplus cineris","entire","2","not listed"
"mouse yavapai arizona pocket","perognathus amplus amplus","entire","2","not listed"
"mucket neosho","lampsilis rafinesqueana","entire","4","c"
"mucket orangenacre","lampsilis perovalis","entire","4","t"
"mucket pink (pearlymussel)","lampsilis abrupta","entire","4","e"
"mucket salina","disconaias salinasensis","entire","2","not listed"
"mudalia black","elimia melanoides","entire","4","c"
"mudalia black","leptoxis melanoidus","entire","4","not listed"
"mudalia knob","leptoxis minor","entire","4","not listed"
"mudminnow olympic","novumbra hubbsi","entire","1","not listed"
"mudwort chiricahua","limosella pubiflora","NULL","2","not listed"
"muhly california","muhlenbergia californica","NULL","1","not listed"
"muhly torrey's","muhlenbergia torreyana","NULL","5","not listed"
"muhly [unnamed]","muhlenbergia curtisetosa","NULL","3","not listed"
"muhly villous","muhlenbergia villosa","NULL","2","not listed"
"muilla crowned","muilla coronata","NULL","1","not listed"
"mule-ears el dorado","wyethia reticulata","NULL","1","not listed"
"muntjac fea's","muntiacus feae","entire","foreign","e"
"munzothamnus blair's","stephanomeria blairii","NULL","1","not listed"
"murrelet kittlitz's","brachyramphus brevirostris","entire","7","c"
"murrelet marbled","brachyramphus marmoratus","entire except u.s.a. (ca or wa)","7","not listed"
"murrelet marbled","brachyramphus marmoratus","u.s.a. (ca or wa)","1","t"
"murrelet xantus's","synthliboramphus hypoleucus","entire","8","c"
"murta","marlierea sintenisii","NULL","4","not listed"
"mushroom indian creek","gloeocantharellus purpurascens","NULL","4","not listed"
"muskrat pecos river","ondatra zibethicus ripensis","entire","2","not listed"
"muskrat round-tailed","neofiber alleni","entire","4","not listed"
"mussel lefevre's pearly","epioblasma lefevrei","entire","3","not listed"
"mussel oyster","epioblasma capsaeformis","entire range; except where listed as experimental populations","4","e"
"mussel oyster","epioblasma capsaeformis","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
"mussel oyster","epioblasma capsaeformis","u.s.a. (tn - specified portions of the french broad and holston rivers; see 17.85(b)(1))","4","expn"
"mussel salamander","simpsonaias ambigua","entire","5","not listed"
"mussel scaleshell","leptodea leptodon","entire","3","e"
"mussel sheepnose","plethobasus cyphyus","entire","3","e"
"mussel snuffbox","epioblasma triquetra","entire","3","e"
"mustard carter's","warea carteri","NULL","4","e"
"mustard penland alpine fen","eutrema penlandii","NULL","6","t"
"mustard slender-petaled","thelypodium stenopetalum","NULL","8","e"
"myotis california","myotis californicus","entire","8","not listed"
"myotis cave","myotis velifer","entire","2","not listed"
"myotis fringed","myotis thysanodes","entire","6","not listed"
"myotis fringed-tailed","myotis thysanodes pahasapensis","entire","6","not listed"
"myotis keen's","myotis keenii","entire","7","not listed"
"myotis long-eared","myotis evotis","entire","6","not listed"
"myotis long-legged","myotis volans","entire","6","not listed"
"myotis small-footed","myotis ciliolabrum","entire","6","not listed"
"myotis southeastern","myotis austroriparius","entire","4","not listed"
"myotis yuma","myotis yumanensis","entire","1","not listed"
"naenae","dubautia kalalauensis","NULL","1","e"
"naenae","dubautia kenwoodii","NULL","1","e"
"na`ena`e","dubautia arborea","NULL","1","not listed"
"na`ena`e","dubautia herbstobatae","NULL","1","e"
"na`ena`e","dubautia imbricata imbricata","NULL","1","e"
"na`ena`e","dubautia knudsenii filiformis","NULL","1","not listed"
"na`ena`e","dubautia latifolia","NULL","1","e"
"na`ena`e","dubautia microcephala","NULL","1","not listed"
"na`ena`e","dubautia pauciflorula","NULL","1","e"
"na`ena`e","dubautia plantaginea magnifolia","NULL","1","e"
"na`ena`e","dubautia plantaginea ssp. humilis","NULL","1","e"
"na`ena`e","dubautia struthioloides","NULL","1","not listed"
"na`ena`e","dubautia waialealae","NULL","1","e"
"na`ena`e-pua-melemele","dubautia laxa waianensis","NULL","1","not listed"
"naiad fish lake","najas caespitosa","NULL","6","not listed"
"nailwort silvery","paronychia virginica virginica","NULL","5","not listed"
"naio","myoporum sandwicense stellatum","NULL","1","not listed"
"nama nama","nama stenocarpum","NULL","6","not listed"
"nani wai`ale`ale","viola kauaiensis var. wahiawaensis","NULL","1","e"
"nanu","gardenia mannii","NULL","1","e"
"nanu","gardenia remyi","NULL","1","c"
"native-cat eastern","dasyurus viverrinus","entire","foreign","e"
"naucorid amargosa","pelocoris shoshone amargosa","entire","1","ur"
"naucorid ash meadows","ambrysus amargosus","entire","8","t"
"naucorid bug (=furnace creek) nevares spring","ambrysus funebris","entire","8","c"
"naupaka dwarf","scaevola coriacea","NULL","1","e"
"naupaka kilauea","scaevola kilaueae","NULL","1","not listed"
"naupaka mountain","scaevola gaudichaudi","NULL","1","not listed"
