"photo link","photo id","geographic name","features"
"NULL","sts087-701-40","thailand","lake han mekong river"
"NULL","sts087-768-79","thailand","lam poo reservoir"
"NULL","sts087-701-37","thailand","ubolratna reservoir"
"NULL","sts080-750-76","tuamotu archipelago","rangiroa atoll reefs"
"NULL","sts078-740-72","turkey","aciburdur& salda lakes"
"NULL","sts081-727-89","turkey","antalya mts. lakes"
"NULL","sts078-747-80","turkey","ataturk res. sunglint"
"NULL","sts078-747-81","turkey","ataturk res.snglnt.agr"
"NULL","sts078-740-76","turkey","goksu r.karsttoros ra."
"NULL","sts056-78-34","turkey","impoz islandhaze"
"NULL","sts066-157-192","turkey","istanbul sea of marmara"
"NULL","nm21-740-24","turkey","istanbulthe golden horn"
"NULL","sts078-732-56","turkey","izmir bay coast agr."
"NULL","sts085-505-62","turkey","kus lake marmara sea"
"NULL","sts41g-37-79","turkey","lake van"
"NULL","sts079-781-53","turkey","lake vanl.ercekvanagr"
"NULL","sts040-610-50","turkey","sea of marmara istanbul"
"NULL","sts059-l17-113","turkey","taurus mts euphrates r."
"NULL","sts059-l06-76","turkey","taurus mts res. cyprus"
"NULL","sts059-l16-56","turkey","tuz lake agric.rivers"
"NULL","sts091-714-37","turkey","van lake"
"NULL","sts51f-40-64","turkmenistan","kara-bogaz-gol bay"
"NULL","sts059-l06-48","turkmenistan","kara-bogaz-gol bay mts."
"NULL","sts077-710-22","turkmenistan","pan-caspian selburz mts"
"NULL","sts074-735-7","turkmenistan","pan-tsentralnyye dessea"
"NULL","sts091-714-56","turkmenistan","sarykamyshkoye lake"
"NULL","nm22-735-39","turkmenistan","strait of kara-bogaz gol"
"NULL","nm23-758-643","uk-england","bristol channel"
"NULL","nm23-762-213","uk-england","london"
"NULL","nm23-762-206","uk-england","plymouth"
"NULL","nm23-758-653","uk-england","the wash"
"NULL","nm23-762-210","uk-england","wight island"
"NULL","sts059-75-66","uk-scotland","herbrides north uist"
"NULL","sts039-609-46","uk-scotland","kilbrannian sound"
"NULL","nm23-758-649","uk-wales","bristol channel cardigan bay"
"NULL","nm23-758-650","uk-wales","cambrian mountains coast liverpool"
"NULL","nm21-774-9","ukraine","danube river delta agr."
"NULL","nm21-769-18","ukraine","dnepr river res. agr."
"NULL","sts047-151-362","ukraine","kakhovka reservoir"
"NULL","nm21-769-14","ukraine","kremenchugskoye res.agr"
"NULL","sts060-85-bt","ukraine","sea of azov coast"
"NULL","nm23-719-453","uruguay","montevideo"
"NULL","sts035-74-55","uruguay","uruguay river"
"NULL","sts078-760-5","usa","appalachiansriverlakes"
"NULL","sts068-209-77","usa","rivers agriculture mts"
"NULL","sts062-153-137","usa-alabama","alabama & tombigbee riv."
"NULL","sts036-152-119","usa-alabama","bankhead llewis smith l"
"NULL","sts062-153-203","usa-alabama","birminghamappalachian r"
"NULL","sts062-83-61","usa-alabama","guntersville l. on tn.r."
"NULL","sts040-614-39","usa-alabama","huntsville"
"NULL","sts066-126-95","usa-alabama","mobile mobile bay sed."
"NULL","sts040-88-bq","usa-alabama","mobilemobile bay"
"NULL","sts073-746-56","usa-alabama","tn. riverhuntsvilleagr"
"NULL","sts036-152-118","usa-alabama","tn.rflorencewilson l."
"NULL","sts51b-53-17","usa-alabama","weiss reservoir gadsden"
"NULL","sts078-749-22","usa-alabama","wheeler lake roads decatur"
"NULL","sts047-81-25","usa-alaska","aleutian is. unimak i."
"NULL","sts028-90-13","usa-alaska","aleutian range"
"NULL","sts056-71-31","usa-alaska","aleutiansatka&amlia is."
"NULL","sts028-97-85","usa-alaska","alsek r st.elias mtns."
"NULL","sts028-83-57","usa-alaska","baranof island"
"NULL","sts028-97-86","usa-alaska","brady gl mt.crillon"
"NULL","sts068-229-7","usa-alaska","brady glacier glacier bay"
"NULL","sts085-709-28","usa-alaska","clarence strait"
"NULL","sts028-82-41","usa-alaska","kuiu island"
"NULL","sts028-97-81","usa-alaska","malaspina glyakutat bay"
"NULL","sts028-89-83","usa-alaska","malaspina glacier"
"NULL","sts068-227-1","usa-alaska","malaspina glacier bands"
"NULL","sts028-73-39","usa-alaska","revillagigedo island"
"NULL","sts068-227-2","usa-alaska","st. elias mtsyakutat b."
"NULL","sts047-77-34","usa-alaska","umimak i.shishaldin vol"
"NULL","sts058-83-8","usa-arizona","agric. se of phoenix"
"NULL","sts068-173-138","usa-arizona","agric. colorado river"
"NULL","sts51b-52-35","usa-arizona","agriculture"
"NULL","sts51b-38-50","usa-arizona","baldy peak"
"NULL","sts61a-200-127","usa-arizona","black mesa colorado r."
"NULL","sts61a-48-91","usa-arizona","grand canyon"
"NULL","sts060-83-5","usa-arizona","grand canyonkaibab plat"
"NULL","sts066-90-86","usa-arizona","grand canyonlake powell"
"NULL","sts066-88-93","usa-arizona","havasu lakecolorado r."
"NULL","sts090-750-49","usa-arizona","humphreys peak crater"
"NULL","sts61a-48-88","usa-arizona","lake mead"
"NULL","sts066-121-2","usa-arizona","lake powell colorado r."
"NULL","sts068-214-27","usa-arizona","las vegaslake meadmts."
"NULL","sts040-614-58","usa-arizona","meteor crater winslow"
"NULL","sts090-729-71","usa-arizona","pan-lake powell l. mead"
"NULL","sts040-151-14","usa-arizona","pan.colorado r.ut.to ca"
"NULL","sts039-94-12","usa-arizona","phoenix area"
"NULL","sts61a-200-126","usa-arizona","phoenix east verde r."
"NULL","sts064-213-74","usa-arizona","phoenix lake pleasant"
"NULL","sts51b-52-37","usa-arizona","theodore roosevelt lake"
"NULL","nm22-725-57","usa-arizona","tucson open pit mines"
"NULL","sts073-740-62","usa-arizona","tucsonmts.mineriver"
"NULL","sts060-93-82","usa-arizona","yuma area"
"NULL","sts073-702-71","usa-arizona","yumacolorado riveragr."
"NULL","sts068-204-49","usa-arkansas","broken bow lake"
"NULL","sts068-167-u","usa-arkansas","fayetteville res. river"
"NULL","sts068-262-2","usa-arkansas","fort smith arkansas r."
"NULL","sts068-167-t","usa-arkansas","lake of the cherokee agric."
"NULL","sts068-167-w","usa-arkansas","lake ouachita arkansas river"
"NULL","sts068-167-x","usa-arkansas","little rock arkansas river"
"NULL","sts091-707-27","usa-arkansas","mississippi river agr."
"NULL","sts058-91-59","usa-arkansas","ouachita mountains"
"NULL","sts034-76-67","usa-arkansas","ouchita mtnslittle rock"
"NULL","sts068-167-y","usa-arkansas","pine bluff arkansas river"
"NULL","sts073-731-81","usa-arkansas","rogers reservoir agr."
"NULL","sts079-817-68","usa-arkansas","table rock lakeres.cy."
"NULL","sts073-744-60","usa-california","agr. mexico borderdes."
"NULL","sts073-711-45","usa-california","agr.runwayshanfordr."
"NULL","sts079-810-1","usa-california","agriculture lake chico"
"NULL","sts040-151-115","usa-california","area e.barstow"
"NULL","sts51f-42-34","usa-california","bakersfield owens lake"
"NULL","sts040-151-114","usa-california","barstow area"
"NULL","sts040-151-116","usa-california","barstow to salton sea"
"NULL","sts059-154-165","usa-california","barstow mojave des agr"
"NULL","sts073-711-47","usa-california","china lakerunwaysagr."
"NULL","sts073-744-51","usa-california","cities san gabriel mts."
"NULL","sts064-210-30","usa-california","clear lake agric. mts."
"NULL","sts068-244-15","usa-california","clear lake coast range"
"NULL","sts064-214-19","usa-california","coast range agric res."
"NULL","sts064-214-22","usa-california","coast range river city"
"NULL","sts073-725-84","usa-california","coast ranges reservoirs"
"NULL","sts073-744-54","usa-california","coast mountains cities"
"NULL","sts073-744-55","usa-california","coast mts. citiesres."
"NULL","sts073-744-45","usa-california","coastsanta ynez mts.r."
"NULL","sts068-249-51","usa-california","coastal mts sunglint"
"NULL","sts068-150-27","usa-california","colorado r lake havasu"
"NULL","sts068-208-107","usa-california","crescent city area"
"NULL","sts068-150-24","usa-california","death valley area"
"NULL","sts058-83-28","usa-california","death valley part. fr."
"NULL","sts059-89-86","usa-california","eagle lake"
"NULL","sts058-83-31","usa-california","east of death v. part. frm."
"NULL","sts073-760-26","usa-california","edwards afb mojave des."
"NULL","sts085-501-114","usa-california","edwards afb mountains"
"NULL","sts090-758-22","usa-california","el centro mexicaliagr."
"NULL","sts068-208-109","usa-california","eureka area"
"NULL","sts068-244-13","usa-california","eureka bay coast range"
"NULL","iss007-e-18088","usa-california","fire smoke san bernardino mts."
"NULL","sts040-80-41","usa-california","foothills sierra nevada"
"NULL","sts090-734-11","usa-california","fresno san joaquin v."
"NULL","sts073-707-7","usa-california","goose & abert lakespans"
"NULL","sts040-609-43","usa-california","great basin mojave des."
"NULL","sts059-l04-123","usa-california","honey lake"
"NULL","sts51f-38-45","usa-california","imperial valley"
"NULL","sts060-101-38","usa-california","imperial valley dunes"
"NULL","sts059-154-161","usa-california","kinas rsierra nevadav."
"NULL","sts059-l09-150","usa-california","klamath mountains & riv."
"NULL","sts058-85-72","usa-california","l. almanor mount lassen"
"NULL","sts068-173-125","usa-california","l. almanororoville res."
"NULL","sts040-151-117","usa-california","lake havasu"
"NULL","sts079-810-3","usa-california","lake tahoesierra nevada"
"NULL","sts059-l04-122","usa-california","lassen peak volcano"
"NULL","sts068-173-124","usa-california","lassen peak l. almanor"
"NULL","sts040-614-3","usa-california","lk. mead mojave desert"
"NULL","sts040-606-37","usa-california","lks. tahoepyramidmono"
"NULL","sts039-89-62","usa-california","los angeles area"
"NULL","sts073-744-50","usa-california","los angeles area coast"
"NULL","sts039-151-184","usa-california","los angeles basin area"
"NULL","sts073-744-49","usa-california","los angeles coast"
"NULL","sts090-705-87","usa-california","los angeles streets"
"NULL","sts062-89-14","usa-california","marysville area"
"NULL","sts068-244-16","usa-california","marysville sacramento r"
"NULL","sts062-98-158","usa-california","merced res. agric valley"
"NULL","sts059-154-167","usa-california","mojave dessalt pansmts"
"NULL","sts073-726-73","usa-california","mojave des. edwards afb"
"NULL","sts064-80-30","usa-california","mojave desert dry riv."
"NULL","sts073-726-75","usa-california","mojave desert salt pans"
"NULL","sts059-154-160","usa-california","mono lsierra nevadariv"
"NULL","sts040-80-43","usa-california","mono lake"
"NULL","sts062-98-161","usa-california","mono lake cathedral ra."
"NULL","sts41g-44-19","usa-california","mono lake/sierra nevadas"
"NULL","sts073-725-82","usa-california","monterey bay mountains"
"NULL","sts090-705-5","usa-california","monterey bay salinas"
"NULL","sts064-110-86","usa-california","monterey bay santa cruz"
"NULL","sts058-85-71","usa-california","mount lassen l. almanor"
"NULL","sts068-273-40","usa-california","mount shasta volcano"
"NULL","sts064-115-71","usa-california","mount shasta coast ra."
"NULL","sts073-744-46","usa-california","mts. res.santa barbara"
"NULL","sts062-98-162","usa-california","mud l. tonoaph test ra."
"NULL","sts058-82-58","usa-california","owens l. owens r. mts."
"NULL","sts090-755-47","usa-california","owens lake"
"NULL","sts073-706-18","usa-california","owens lake mountains"
"NULL","sts066-114-63","usa-california","pan-salton seamts.baja"
"NULL","sts073-744-44","usa-california","point arguello cities"
"NULL","sts073-726-4","usa-california","point reyescoast ranges"
"NULL","sts059-213-7","usa-california","redding benton area"
"NULL","sts064-214-23","usa-california","redding shasta lakemts"
"NULL","sts062-98-159","usa-california","res. agriculturevalley"
"NULL","sts073-744-47","usa-california","river v.agr.citiesmts"
"NULL","sts062-104-94","usa-california","sacramento"
"NULL","sts068-244-17","usa-california","sacramento v canalsagr"
"NULL","sts059-l15-32","usa-california","sacramento vcarson sink"
"NULL","sts040-609-38","usa-california","sacramento valley"
"NULL","sts068-244-18","usa-california","sacramento res canals"
"NULL","sts085-710-8","usa-california","sacramento reservoir"
"NULL","sts090-721-40","usa-california","sacramentoreservoiragr"
"NULL","sts073-707-6","usa-california","salt pans goose lake"
"NULL","sts085-501-116","usa-california","salt pansmountainsdes."
"NULL","sts060-105-38","usa-california","salton sea agriculture"
"NULL","sts039-94-9","usa-california","salton seaimperial val."
"NULL","sts062-151-366","usa-california","san andreas fault"
"NULL","sts073-744-53","usa-california","san bernardino mts.tail"
"NULL","sts090-758-17","usa-california","san diego"
"NULL","sts064-80-21","usa-california","san diego area"
"NULL","sts034-72-67","usa-california","san diego coast"
"NULL","sts090-705-93","usa-california","san diego laguna mts."
"NULL","sts073-744-48","usa-california","san fernando valleycity"
"NULL","nm23-761-742","usa-california","san francisco"
"NULL","sts064-110-87","usa-california","san francisco bsan jose"
"NULL","sts040-80-39","usa-california","san francisco bay area"
"NULL","sts090-727-a","usa-california","san francisco bay sed."
"NULL","sts090-705-4","usa-california","san francisco oakland"
"NULL","sts058-83-23","usa-california","san francisco part. fr."
"NULL","sts073-742-66","usa-california","san joaquin vagrcities"
"NULL","sts039-612-38","usa-california","san joaquin val. carmel"
"NULL","sts040-609-39","usa-california","san joaquin valley"
"NULL","sts040-151-2","usa-california","san joaquin vlyfresno"
"NULL","sts073-706-15","usa-california","san jose bay mountains"
"NULL","sts073-706-16","usa-california","san joselivermoremts."
"NULL","sts073-712-91","usa-california","sand depositagr.roads"
"NULL","sts059-234-69","usa-california","santa barbara sunglint"
"NULL","sts078-754-89","usa-california","santa rosa island is."
"NULL","sts073-744-58","usa-california","santa rosa mts. co des."
"NULL","sts058-73-83","usa-california","sierra nev.mtsowens l."
"NULL","sts058-82-60","usa-california","sierra nevada mountains"
"NULL","sts040-609-40","usa-california","sierra nevada tahoe lk."
"NULL","sts040-77-57","usa-california","sierra nevadas-mono lake"
"NULL","iss008-e-5095","usa-california","smog lower san joaquin valley"
"NULL","sts040-80-40","usa-california","stockton area"
"NULL","sts068-244-19","usa-california","stocktonbay tributaries"
"NULL","sts062-98-163","usa-california","tonoapah test range"
"NULL","sts062-98-164","usa-california","tonoapah test range mts"
"NULL","sts059-89-84","usa-california","tule lake lava fields"
"NULL","sts068-260-8","usa-california","ukiah clear lake"
"NULL","sts039-94-10","usa-california","us-mexico border"
"NULL","sts073-740-25","usa-colorado","agr. mts. rio grande"
"NULL","sts078-736-18","usa-colorado","co. springs front range"
"NULL","sts058-89-33","usa-colorado","colorado spgs. pikes pk"
"NULL","sts073-702-14","usa-colorado","cortezres.mountainsag"
"NULL","sts61a-48-94","usa-colorado","denver"
"NULL","sts068-248-92","usa-colorado","denver area"
"NULL","sts068-257-39","usa-colorado","denver area rocky mts."
"NULL","sts090-750-62","usa-colorado","denver airport"
"NULL","sts073-707-27","usa-colorado","denverbouldersnowmts."
"NULL","sts058-89-32","usa-colorado","leadville area"
"NULL","sts073-740-26","usa-colorado","mts.agr.duneslakesr."
"NULL","sts073-722-6","usa-colorado","pan-mts.snowres.agr."
"NULL","sts068-235-75","usa-colorado","pikes peak col. springs"
"NULL","sts073-725-48","usa-colorado","rocky mountainsriver v."
"NULL","sts040-604-11","usa-colorado","rocky mts. denver"
"NULL","sts058-90-15","usa-colorado","san luis valley"
"NULL","sts058-88-37","usa-colorado","san luis valley dunes"
"NULL","sts073-702-18","usa-colorado","san luis valleypivot ag"
"NULL","sts090-752-36","usa-colorado","sand dunes san luis v."
"NULL","sts066-124-35","usa-colorado","sangre de cristo mtsvol"
"NULL","sts040-151-126","usa-colorado","valley n. of alamosa"
"NULL","nm21-766-78","usa-connecticut","bridgeportlong i. sound"
"NULL","sts090-712-40","usa-dc","capitol mall streets"
"NULL","sts028-78-3","usa-dc","washington d.c."
"NULL","sts062-102-7","usa-dc","washington dc snow line"
"NULL","sts068-202-96","usa-delaware","coast near ocean city"
"NULL","sts068-202-98","usa-delaware","delaware bay"
"NULL","sts066-96-81","usa-delaware","delmarva peninsula"
"NULL","sts062-153-143","usa-florida","apalachicola b sunglint"
"NULL","sts090-751-45","usa-florida","boca raton everglades"
"NULL","sts070-710-4","usa-florida","boynton beach wetlands"
"NULL","sts043-84-31","usa-florida","cape canaveral"
"NULL","sts075-723-25","usa-florida","cape san blas drainage"
"NULL","sts056-97-53","usa-florida","city of miami"
"NULL","sts052-153-67","usa-florida","coast ft. myers everglades"
"NULL","sts51c-143-32","usa-florida","everglades smoke"
"NULL","sts090-751-59","usa-florida","florida bay keys"
"NULL","sts038-85-104","usa-florida","florida keys"
"NULL","sts075-728-95","usa-florida","florida keysreefsmiami"
"NULL","sts062-103-40","usa-florida","fort lauderdale"
"NULL","sts094-720-80","usa-florida","fort myers"
"NULL","sts070-712-63","usa-florida","fort myers harbor is."
"NULL","sts069-718-53","usa-florida","fort myers harborriver"
"NULL","sts51a-45-118","usa-florida","fort myers sediment"
"NULL","sts062-89-38","usa-florida","jacksonville"
"NULL","sts079-809-54","usa-florida","jacksonville st. johns river"
"NULL","sts062-81-78","usa-florida","jacksonville st.john r."
"NULL","sts034-74-77","usa-florida","jacksonvillest.johns r."
"NULL","sts090-751-54","usa-florida","key largo everglades"
"NULL","sts038-85-103","usa-florida","key west"
"NULL","sts51c-44-26","usa-florida","lake okeechobee"
"NULL","sts067-348-1","usa-florida","miami"
"NULL","sts090-751-47","usa-florida","miami everglades"
"NULL","sts043-84-27","usa-florida","orlando"
"NULL","sts062-102-194","usa-florida","panama city"
"NULL","sts062-153-140","usa-florida","panama cityriverscoast"
"NULL","sts062-98-171","usa-florida","pensacola bay agric."
"NULL","sts090-754-79","usa-florida","south florida sunglint"
"NULL","sts059-89-39","usa-florida","st. joseph bay"
"NULL","sts083-749-28","usa-florida","st. joseph bay canals"
"NULL","sts056-76-27","usa-florida","stuartl. ockeechobee"
"NULL","sts51c-143-26","usa-florida","tallahassee"
"NULL","sts055-152a-41","usa-florida","tampa bay area"
"NULL","sts095-704-74","usa-florida","tampa bay area lakeland"
"NULL","sts090-726-47","usa-florida","tampa bayst. petersburg"
"NULL","sts062-153-146","usa-florida","upper pen. lakescities"
"NULL","sts070-710-1","usa-florida","west palm beach roads"
"NULL","sts078-751-76","usa-georgia","atlanta marietta"
"NULL","sts066-154-56","usa-georgia","atlantal. sydney lanier"
"NULL","sts056-76-10","usa-georgia","augustasavannah r."
"NULL","sts062-83-63","usa-georgia","calhoun & dalton mtsr."
"NULL","sts062-83-62","usa-georgia","chatanooga tennessee r."
"NULL","sts51b-53-19","usa-georgia","dalton chattanooga"
"NULL","sts062-83-64","usa-georgia","gainesville lanier l."
"NULL","sts073-708-14","usa-georgia","gainsville res. agr."
"NULL","sts073-750-29","usa-georgia","l.sidney lanieragr.cy."
"NULL","sts51c-143-29","usa-georgia","okefenokee swamp smoke"
"NULL","sts073-706-6","usa-georgia","savannah rivers coast"
"NULL","sts61a-50-57","usa-hawaii","hawaii"
"NULL","sts051-102-83","usa-hawaii","hawaii i.kohaia mts."
"NULL","sts051-102-85","usa-hawaii","hawaii i.lava plumes"
"NULL","sts051-102-82","usa-hawaii","hawaii i.mauna kea"
"NULL","sts070-725-49","usa-hawaii","hawaii volcanic venting"
"NULL","sts094-750-37","usa-hawaii","kauai"
"NULL","sts069-729-19","usa-hawaii","kauai mountains coast"
"NULL","sts069-728-37","usa-hawaii","kauai volcano"
"NULL","sts026-43-55","usa-hawaii","kure island"
"NULL","sts065-96-10","usa-hawaii","lanai island"
"NULL","sts069-729-22","usa-hawaii","lanai maui molokaiagr"
"NULL","sts056-81-21","usa-hawaii","maui i. molokai island"
"NULL","sts073-745-55","usa-hawaii","maui i.lavaagr.cities"
"NULL","sts065-96-11","usa-hawaii","maui island agr."
"NULL","sts026-37-78","usa-hawaii","maui kahoolawe lanai"
"NULL","sts055-82-63","usa-hawaii","midway island"
"NULL","sts026-41-8","usa-hawaii","molokai lanai"
"NULL","sts065-96-9","usa-hawaii","molokai lanai islands"
"NULL","sts095-707-15","usa-hawaii","molokai lanai maui"
"NULL","sts052-94-75","usa-hawaii","niihau"
"NULL","sts026-41-7","usa-hawaii","oahu"
"NULL","sts073-745-48","usa-hawaii","oahu i.mts.citiesagr."
"NULL","sts069-729-20","usa-hawaii","oahu mountains coast"
"NULL","sts065-96-7","usa-hawaii","oahuagr.honolulu"
"NULL","sts055-82-67","usa-hawaii","pearl and hermes reef"
"NULL","sts51b-38-99","usa-idaho","boise snake river"
"NULL","sts41g-36-95","usa-idaho","craters of moon natl mon"
"NULL","sts068-208-96","usa-idaho","idaho falls agr. lava"
"NULL","sts068-174-154","usa-idaho","snake r lewiston area"
"NULL","sts058-85-83","usa-idaho","snake river mountains"
"NULL","nm21-765-43","usa-illinois","chicago lake michigan"
"NULL","nm21-765-44","usa-illinois","chicago streets port"
"NULL","nm21-767-88","usa-illinois","decaturlake decaturagr"
"NULL","sts078-758-96","usa-illinois","decaturlake shelbyville"
"NULL","sts062-81-2","usa-illinois","il. mo. & ms. rivers"
"NULL","sts078-758-94","usa-illinois","illinois & mississippi r"
"NULL","sts060-103-89","usa-illinois","l. michiganchicago area"
"NULL","sts066-103-49","usa-illinois","mississippi r davenport"
"NULL","nm21-765-33","usa-illinois","mississippi r.keokuk ia"
"NULL","sts036-75-71","usa-illinois","mississippi river"
"NULL","sts066-152-128","usa-illinois","quad cities area"
"NULL","sts040-72-24","usa-indiana","bloomingtonmonroe res."
"NULL","sts073-707-q","usa-indiana","brookville laker.agr."
"NULL","sts062-81-7","usa-indiana","cincinnati area ohio r."
"NULL","nm21-767-94","usa-indiana","gary l. michigan agr."
"NULL","sts062-81-6","usa-indiana","jefferson proving ground"
"NULL","sts073-707-p","usa-indiana","monroe res. bloomington"
"NULL","sts062-81-5","usa-indiana","mt. carmel wabash river"
"NULL","nm21-765-36","usa-iowa","burlingtonmississippi r"
"NULL","sts066-152-129","usa-iowa","cedar rapids iowa city"
"NULL","nm21-765-34","usa-iowa","des moines r.ft.madison"
"NULL","sts036-152-112","usa-iowa","des moinesamesagr."
"NULL","nm21-763-35","usa-iowa","des moinesr.res.roads"
"NULL","sts036-152-113","usa-iowa","l.rathburnl.red rockag"
"NULL","sts079-834-66","usa-iowa","mississippi r.clinton"
"NULL","nm21-765-41","usa-iowa","rock i. & mississippi r."
"NULL","nm21-763-36","usa-iowa","sioux city missouri r."
"NULL","sts066-154-93","usa-iowa","sioux city mo. river"
"NULL","sts61a-41-88","usa-iowa","waterloo"
"NULL","nasa7-723-63","usa-kansas","dodge city arkansas r."
"NULL","sts058-88-47","usa-kansas","emporia area"
"NULL","sts068-167-p","usa-kansas","flint hills reservoirs salina"
"NULL","sts040-80-64","usa-kansas","junction cityft.riley"
"NULL","sts068-227-9","usa-kansas","kansas city missouri r."
"NULL","sts058-88-51","usa-kansas","kansas city missouri river"
"NULL","sts078-736-68","usa-kansas","liberalpivot & dry agr."
"NULL","sts073-725-22","usa-kansas","missouri r. kansas city"
"NULL","sts058-88-53","usa-kansas","missouri river marshal"
"NULL","sts068-167-n","usa-kansas","republican river res. agr"
"NULL","sts059-222-46","usa-kansas","reserviors agr. cy."
"NULL","sts073-704-92","usa-kansas","river agricultureroads"
"NULL","sts073-716-83","usa-kansas","riversagric.reservoirs"
"NULL","sts090-750-67","usa-kansas","waconda reservoir agr."
"NULL","sts090-731-66","usa-kansas","wichita"
"NULL","sts058-88-45","usa-kansas","wichita/ hutchison area"
"NULL","sts066-158-102","usa-kentucky","kentucky lake area"
"NULL","sts062-91-19","usa-kentucky","kybarkley lpaducah"
"NULL","sts062-83-9","usa-kentucky","l. barkley & kentucky l."
"NULL","sts062-91-93","usa-kentucky","lexington area"
"NULL","sts078-734-23","usa-kentucky","new albany louisville"
"NULL","sts062-81-8","usa-kentucky","small towns on ohio r."
"NULL","sts059-222-55","usa-louisiana","agr.cy.lakes red r."
"NULL","sts068-256-68","usa-louisiana","alexandria area red r."
"NULL","sts51b-53-11","usa-louisiana","atchafalaya bay"
"NULL","sts091-707-17","usa-louisiana","atchafalaya river"
"NULL","sts062-152-260","usa-louisiana","atchafalaya river delta sed."
"NULL","sts064-216-86","usa-louisiana","baton rouge miss. river"
"NULL","sts068-170-79","usa-louisiana","grand & white l. agric."
"NULL","sts068-201-122","usa-louisiana","l. charles grand lake"
"NULL","sts51c-143-27","usa-louisiana","mississippi delta"
"NULL","sts61a-42-51","usa-louisiana","mississippi river delta"
"NULL","sts062-81-65","usa-louisiana","mouth of miss. r. sed."
"NULL","sts068-202-114","usa-louisiana","new iberia morgan city"
"NULL","sts51c-143-17","usa-louisiana","new orleans"
"NULL","sts034-74-1","usa-louisiana","new orleans ms. r."
"NULL","sts030-76-41","usa-louisiana","new orleans ms. river"
"NULL","sts073-759-32","usa-louisiana","new orleanslakesbridge"
"NULL","sts073-708-24","usa-louisiana","new orleansriverlakes"
"NULL","sts055-81-59","usa-louisiana","red r. atchafalaya fork"
"NULL","sts073-726-31","usa-louisiana","red river agric. res."
"NULL","sts068-232-42","usa-louisiana","shreveport caddo lake"
"NULL","sts059-234-51","usa-louisiana","shreveport red river"
"NULL","sts058-88-93","usa-maryland","baltimore"
"NULL","sts079-783-26","usa-maryland","baltimore chesapeake b."
"NULL","sts090-712-43","usa-maryland","baltimorechesapeake bay"
"NULL","sts068-209-74","usa-maryland","cheaspeake b.potomac r."
"NULL","sts073-741-62","usa-maryland","chesapeake b.citiesagr"
"NULL","sts073-741-64","usa-maryland","chesapeake bayagr.city"
"NULL","sts073-741-63","usa-maryland","chesapeake baybaltimore"
"NULL","sts068-264-6","usa-maryland","chesapeake delaware bay"
"NULL","sts040-152-129","usa-maryland","chesapeakedelaware bays"
"NULL","sts059-217-79","usa-maryland","chincoteague bay area"
"NULL","sts058-88-85","usa-maryland","cumberland area"
"NULL","sts073-741-65","usa-maryland","de riveragr.wilmington"
"NULL","sts058-88-84","usa-maryland","deep creek lake area"
"NULL","sts058-88-94","usa-maryland","havre de grace area"
"NULL","sts073-741-60","usa-maryland","potomac river dc area"
"NULL","sts078-760-9","usa-maryland","potomac river frederick"
"NULL","sts090-712-37","usa-maryland","sunglint patuxent river"
"NULL","sts058-81-8","usa-maryland","washington d.c."
"NULL","sts040-151-130","usa-maryland","washingtonbaltimore"
"NULL","sts040-151-129","usa-maryland","washingtondc.area"
"NULL","sts085-752-27","usa-massachusetts","boston"
"NULL","nm21-766-79","usa-massachusetts","boston massachusetts b."
"NULL","nm23-744-633","usa-massachusetts","cape cod"
"NULL","nm23-744-635","usa-massachusetts","marthas vineyard c. cod"
"NULL","sts068-230-86","usa-michigan","alpenaairportthunder b"
"NULL","sts066-124-67","usa-michigan","detroit l. st. clair"
"NULL","sts068-232-22","usa-michigan","detroit lake st. clair"
"NULL","sts066-124-68","usa-michigan","flint  agriculture"
"NULL","sts068-164-124","usa-michigan","grand traverse bagricl"
"NULL","sts068-164-125","usa-michigan","houghton & higgins lagr"
"NULL","sts068-201-68","usa-michigan","houghton lake area"
"NULL","sts040-77-44","usa-michigan","l. michiganhuron-s tail"
"NULL","sts085-716-9","usa-michigan","marquette"
"NULL","sts068-203-20","usa-michigan","marquette area"
"NULL","sts068-212-34","usa-michigan","mines st. marys river"
"NULL","sts068-201-65","usa-michigan","near little traverse bay"
"NULL","sts068-207-111","usa-michigan","near sault ste marie"
"NULL","sts068-164-126","usa-michigan","saginaw b agric.snglnt"
"NULL","sts068-164-127","usa-michigan","saginaw bagricsediment"
"NULL","sts068-230-85","usa-michigan","straits of mackinac bridge"
"NULL","sts068-209-67","usa-michigan","straits of mackinac bridge lakes"
"NULL","sts068-212-28","usa-michigan","upper penwhite triangle"
"NULL","sts068-229-20","usa-michigan","white fish bayupper pen"
"NULL","sts068-207-109","usa-michigan","whitefish bay"
"NULL","sts068-229-15","usa-michigan","whitefish bay upper pen"
"NULL","sts059-228-101","usa-minnesota","duluth"
"NULL","sts61a-201-82","usa-minnesota","fargolakesagriculture"
"NULL","sts064-213-84","usa-minnesota","l. superior duluth sed"
"NULL","sts059-l08-95","usa-minnesota","lake of the woods agric"
"NULL","sts059-l08-99","usa-minnesota","lakes agric. rivers"
"NULL","sts064-46-26","usa-minnesota","minneapolis-st. paul"
"NULL","sts51b-38-52","usa-minnesota","otter tail lake"
"NULL","sts059-l08-96","usa-minnesota","upper & lower red l agr"
"NULL","sts062-86-106","usa-mississippi","arkansas & mississippi r"
"NULL","sts078-736-74","usa-mississippi","corinth wheeler l.agr."
