"land","stadt","stadion","gr��e","heimatverein"
"deutschland","ziegenhain","stadion am f�nften weg","5.000","1.fc schwalmstadt"
"deutschland","zirndorf","willi-knapp-sportanlage","2.000","asv zirndorf"
"deutschland","zittau","weinaupark-stadion","8.000","vfb zittau"
"deutschland","zuzenhausen","neues sportzentrum zuzenhausen","2.000","fc zuzenhausen"
"deutschland","zwickau","westsachsenstadion","14.200","fsv zwickau"
"england","aveley","the millfield","4.000","aveley fc"
"england","barnsley","oakwell ground","23.200","barnsley fc"
"england","birkenhead","prenton park","16.587","tranmere rovers fc"
"england","birmingham","{st. andrews stadium|(ii)}","30.016","birmingham city fc"
"england","birmingham","villa park","43.000","aston villa fc"
"england","blackburn","ewood park","31.367","blackburn rovers fc"
"england","bolton","reebok stadium","28.723","bolton wanderers fc"
"england","bristol","ashton gate","21.479","bristol city fc"
"england","burnley","turf moor","22.368","burnley fc"
"england","cambridge","abbey stadium","9.617","cambridge united fc"
"england","chester","deva stadium","5.376","chester city fc"
"england","coventry","highfield road stadium","23.633","fr�her coventry city fc"
"england","crewe","alexandra stadium","10.066","crewe alexandra fc"
"england","derby","pride park stadium","33.300","derby county fc"
"england","grays","recreation ground","4.500","grays athletic fc"
"england","halifax","the shay","14.000","halifax town fc"
"england","havant","westleigh park","5.250","havant & waterlooville fc"
"england","hereford","edgar street","8.843","hereford united fc"
"england","high wycombe","causeway stadium","10.000","wycombe wanderers fc"
"england","huddersfield","galpharm stadium","24.500","huddersfield town fc"
"england","ipswich","portman road","30.311","ipswich town fc"
"england","kingston-upon-hull","kc stadium","25.404","hull city afc"
"england","leeds","elland road","40.228","leeds united afc"
"england","leicester","walkers stadium","32.000","leicester city fc"
"england","leigh","hilton park","8.000","leigh rmi fc"
"england","lincoln","sincil bank stadium","10.130","lincoln city fc"
"england","liverpool","anfield road","45.362","liverpool fc"
"england","liverpool","goodison park","40.260","everton fc"
"england","london","wembley stadion (alt)","73.000","fr�her nationalmannschaft england"
"england","london","boleyn ground","35.467","west ham united fc"
"england","london","stamford bridge","42.449","chelsea fc"
"england","london","white hart lane","35.214","tottenham hotspurs fc"
"england","london","highbury","38.300","fr�her arsenal london fc"
"england","london","the new den","20.146","millwall fc"
"england","london","selhurst park","26.309","crystal palace fc"
"england","london","craven cottage","22.480","fulham fc"
"england","london","loftus road stadium","18.500","queens park rangers fc"
"england","london","the valley","27.111","charlton athletic fc"
"england","manchester","old trafford (ii)","76.212","manchester united fc"
"england","manchester","city of manchester stadium","48.000","manchester city fc"
"england","middlesbrough","riverside stadium","35.000","middlesbrough fc"
"england","milton keynes","national hockey stadium","9.000","fr�her milton keynes dons fc"
"england","newcastle-upon-tyne","st. james� park","52.193","newcastle united fc"
"england","nottingham","city ground","30.602","nottingham forest fc"
"england","oswestry","park hall stadium","2.000","the new saints fc"
"england","portsmouth","fratton park","20.288","portsmouth fc"
"england","preston","deepdale stadium","23.408","preston north end fc"
"england","reading","madejski stadium","24.840","reading fc"
"england","rotherham","millmoor ground","11.161","fr�her rotherham united fc"
"england","sheffield","hillsborough","39.814","sheffield wednesday fc"
"england","sheffield","bramall lane","32.609","sheffield united fc"
"england","shrewsbury","gay meadow","8.000","fr�her shrewsbury town fc"
"england","southampton","the friends provident st.mary�s stadium","32.251","southampton fc"
"england","stockport","edgeley park","11.000","stockport county fc"
"england","stoke-on-trent","brittannia stadium","28.384","stoke city fc"
"england","stoke-on-trent","vale park","23.000","port vale fc"
"england","sunderland","stadium of light","48.300","sunderland afc"
"england","walsall","bescot stadium","10.500","walsall fc"
"england","watford","vicarage road stadium","19.900","watford fc"
"england","west bromwich","the hawthorns","28.003","west bromwich albion fc"
"england","weymouth","bob lucas stadium","10.000","weymouth fc"
"england","wigan","jjb stadium","25.023","wigan athletic fc"
"england","wolverhampton","molineux stadium","28.500","wolverhampton wanderers fc"
"schottland","aberdeen","pittodrie stadium","22.199","aberdeen fc"
"schottland","airdrie","excelsior stadium","10.171","airdrie united fc"
"schottland","dundee","tannadice park","14.209","dundee united fc"
"schottland","dunfermline","east end park","12.558","dunfermline afc"
"schottland","edinburgh","{tynecastle stadium|(ii)}","18.000","heart of midlothian fc"
"schottland","edinburgh","easter road stadium","17.500","hibernian edinburgh fc"
"schottland","falkirk","falkirk stadium","6.935","falkirk fc"
"schottland","glasgow","hampden park","52.500","schottland nationalmannschaft"
"schottland","glasgow","ibrox stadium (ii)","50.403","glasgow rangers fc"
"schottland","glasgow","celtic park","60.832","celtic glasgow fc"
"schottland","hamilton","new douglas park","6.000","hamilton academical fc"
"schottland","inverness","the tulloch caledonian stadium","7.512","inverness caledonian thistle fc"
"schottland","kilmarnock","rugby park","18.128","kilmarnock fc"
"schottland","livingston","almondvale stadium","10.000","livingston fc"
"schottland","motherwell","fir park","13.742","motherwell fc"
"schottland","paisley","st. mirren park","8.006","st. mirren fc"
"schottland","paisley","st. mirren park (love street)","10.800","fr�her st. mirren fc"
"wales","aberystwyth","park avenue","5.500","aberystwyth town fc"
"wales","bangor","farrar road stadium","5.000","bangor city fc"
"wales","cardiff","millenium stadium","74.000","nationalmannschaft wales"
"wales","cardiff","cardiff city stadium","26.828","cardiff city fc"
"wales","cardiff","ninian park","20.376","fr�her cardiff city fc"
"wales","cefn mawr","plaskynaston lane","2.000","elements cefn druids afc"
"wales","rhyl","belle vue stadium","3.000","rhyl fc"
"wales","swansea","liberty stadium","20.500","swansea city fc"
"irland","ballybofey","finn park","8.000","finn harps fc"
"irland","cobh","st. colmans park","5.000","cobh ramblers fc"
"irland","cork","turner�s cross","6.772","cork city fc"
"irland","drogheda","united park","6.000","drogheda united fc"
"irland","dublin","croke park","82.300","nationalmannschaft irland"
"irland","dublin","tolka park","9.681","shelbourne fcshamrock rovers fc"
"irland","dublin","dalymount park","18.000","bohemians dublin fcdublin city fc"
"irland","dublin","belfield park","4.500","fr�her uc dublin fc"
"irland","dundalk","oriel park","5.600","dundalk fc"
"irland","limerick","hogan park","4.000","limerick fc"
"irland","longford","flancare park","6.850","longford town fc"
"nordirland","armagh","holm park","3.000","armagh city fc"
"nordirland","belfast","the oval","30.000","glentoran fc"
"nordirland","belfast","windsor park","12.950","linfield fc"
"nordirland","belfast","seaview","3.300","crusaders fc"
"nordirland","newry","the showgrounds","6.500","newry city fc"
"nordirland","portadown","shamrock park","6.750","portadown fc"
"island","akureyri","akureyrarv�llur","2.000","ka akureyri�or akureyri"
"island","grindavik","grindavikurv�llur","2.000","umf grindavik"
"island","reykjavik","laugardalsv�llur","14.000","fram reykjavik"
"island","reykjavik","kr-v�llur","4.000","kr reykjavik"
"island","reykjavik","fylkisv�llur","5.000","fylkir reykjavik"
"island","reykjavik","hl��arendi","3.000","fr�her valur reykjavik"
"island","vestmannaeyjar","h�steinsv�llur","3.000","ibv vestmannaeyjar"
"island","vestmannaeyjar","helgafellsv�llur","1.000","kfs vestmannaeyjar"
"f�r�er","fuglafj�rdur","fuglafj�rdur","3.000","fuglafj�rdur if"
"f�r�er","toftir","litil svangaskard","2.500","b68 toftir"
"f�r�er","torshavn","gundadalur","5.000","b36 torshavn hb torshavn"
"norwegen","bekkestua","nadderud stadion","9.131","fr�her stabaek if"
"norwegen","bergen","brann stadion","17.402","sk brann bergen"
"norwegen","drammen","marienlyst stadion","8.500","str�msgodset if"
"norwegen","fornebu","telenor arena","15.600","stabaek if"
"norwegen","kristiansand","s�r-arena","14.300","ik start kristiansand"
"norwegen","kristiansand","kristiansand stadion","15.000","fr�her ik start kristiansand"
"norwegen","lillestr�m","arasen stadion","12.250","lillestr�m sk"
"norwegen","molde","askerstadion","11.167","molde fk"
"norwegen","oslo","ullevaal","25.572","valerenga iffc lyn oslo"
"norwegen","oslo","bislett stadion","15.400","skeid fotball"
"norwegen","sandefjord","komplett.no-arena","9.000","sandefjord fotball"
"norwegen","trondheim","lerkendal stadion","21.166","rosenborg bk trondheim"
"norwegen","trondheim","dalgard idrettsanlegg","1.500","byasen topfotball il"
"schweden","alingsas","brogardsvallen","1.500","holmalunds if"
"schweden","bromma","grimsta ip","7.350","if brommapojkarna"
"schweden","degerfors","stora valla","15.000","degerfors if"
"schweden","enk�ping","enavallen","4.500","enk�ping sk"
"schweden","g�vle","str�mvallen","7.300","gefle if"
"schweden","g�teborg","nya ullevi","43.200","z.z. ifk g�teborg gais g�teborg"
"schweden","g�teborg","gamla ulleval","18.000","abgerissen; fr�her gais g�teborgifk g�teborg"
"schweden","g�teborg","rambergsvallen","7.000","bk h�cken"
"schweden","kalmar","fredriksskans ip","8.973","kalmar ff"
"schweden","landskrona","landskrona ip","11.500","landskrona bois"
"schweden","malm�","malm� ip","7.600","ifk malm� fk"
"schweden","norrk�ping","idrottspark","21.000","ifk norrk�ping"
"schweden","nyk�ping","rosvalla ip","4.000","nyk�pings bis"
"schweden","�rebro","behrn arena","14.500","�rebro sk"
"schweden","s�dert�lje","barsta ip","5.000","fr�her assyriska ff"
"schweden","stockholm","{rasunda|(ii)}","36.800","aik solna"
"schweden","stockholm","s�derstadion","11.100","hammarby if"
"schweden","stockholm","stockholms olympiastadion","14.417","djurgardens if"
"schweden","stockholm","kristinebergs ip","4.000","sp�rv�gens fffr�her fc cafe opera"
"schweden","sundsvall","norrporten arena","8.374","gif sundsvall"
"schweden","trelleborg","vangavallen","10.000","trelleborgs ff"
"schweden","uppsala","studenternas ip","10.000","ik sirius fk"
"finnland","espoo","tapiolan urheilupuisto","4.000","fc honka"
"finnland","h�meenlinna","kauriala","8.036","fc h�meenlinna"
"finnland","helsinki","t��l�n pallokentt�","3.000","atlantis fc helsinki"
"finnland","mariehamn","wikl�f holding arena","4.000","ifk mariehamn"
"finnland","oulu","castrenin kentall�","4.000","ac oulu"
"finnland","pietarsaari","l�nsikennt�","3.000","jakobstads bk"
"finnland","tampere","ratinan stadion","16.820","tampere united"
"finnland","valkeakoski","tehtaan kentt�","6.000","fc haka valkeakoski"
"d�nemark","aalborg","energi nord arena","16.000","aalborg bk"
"d�nemark","arhus","atletion","20.220","arhus gf"
"d�nemark","esbjerg","esbjerg idraetspark","15.605","esbjerg fb"
"d�nemark","farum","farum park","10.000","fc nordsjaelland"
"d�nemark","fredericia","fredericia stadion","10.000","fr�her fc fredericia"
"d�nemark","fredericia","monjasa park","4.000","fc fredericia"
"d�nemark","frederiksberg","frederiksberg ip","5.000","kjobenhavns boldklub"
"d�nemark","haderslev","haderslev fodboldstadion","10.000","sonderjysk elitesport"
"d�nemark","herf�lge","seas-nve park","8.500","hb koge"
"d�nemark","herf�lge","herf�lge idraetsplats","1.000","fr�her herf�lge bk ii"
"d�nemark","horsens","horsens idraetspark","7.000","ac horsens"
"d�nemark","ikast","ikast stadion","12.000","ikast fs"
"d�nemark","koge","koge stadion","10.000","fr�her koge bk"
"d�nemark","kolding","kolding stadion","12.000","kolding fc"
"d�nemark","kopenhagen","parken stadion","41.461","fc kobenhavn"
"d�nemark","kopenhagen","br�ndby stadion","31.400","br�ndby if"
"d�nemark","kopenhagen","valby idraetspark","12.000","frem kopenhagen"
"d�nemark","kopenhagen","�sterbro stadion","7.000","bk skjold b93 kopenhagen"
"d�nemark","kopenhagen-gentofte","gentofte stadion","15.000","hellerup ik"
"d�nemark","kopenhagen-gladsaxe","gladsaxe stadion","13.800","akademisk bk"
"d�nemark","kopenhagen-lyngby","lyngby stadion","12.000","lyngby bk"
"d�nemark","naestved","naestved idraetspark","17.500","naestved bk"
"d�nemark","odense","fionia park","15.761","odense bk"
"d�nemark","odense","odense atletikstadion","8.000","fc fyn"
"d�nemark","olstykke","olstykke stadion","3.000","olstykke fc 1919"
"d�nemark","randers","essex park","13.000","randers fc"
"d�nemark","skive","skive stadion","10.000","skive ik"
"d�nemark","slagelse","slagelse stadion","10.000","fc vestsjaelland"
"d�nemark","vejle","gamle vejle stadion","15.000","vejle bk ii"
"d�nemark","viborg","viborg stadion","10.000","viborg ff"
"holland","alkmaar","dsb-stadion","17.023","az alkmaar"
"holland","alkmaar","alkmaaderhout","8.390","fr�her az alkmaar"
"holland","almelo","polman stadion","6.500","sc heracles almelo"
"holland","almere","mitsubishi forklift stadion","2.500","fc omniworld"
"holland","amsterdam","amsterdam arena","51.133","ajax amsterdam"
"holland","amsterdam","olympisch stadion","42.000","fr�her ajax amsterdam"
"holland","apeldoorn","sportpark berg & bos","12.000","agovv apeldoorn"
"holland","arnheim","gelredome","26.600","vitesse arnheim"
"holland","breda","rat verlegh stadion","16.400","nac breda"
"holland","breda","de blauwe kei","8.000","vv baronie"
"holland","bunschoten-spakenburg","sportpark de westmaat","6.600","sv spakenburg"
"holland","den haag","stadion den haag","15.000","ado fc den haag"
"holland","den haag","zuiderpark","11.000","fr�her ado fc den haag"
"holland","deventer","de adelaarhorst","11.897","go ahead eagles deventer"
"holland","doetinchem","de vijverberg","11.000","vbv de graafschap"
"holland","dordrecht","gn bouw stadion","4.100","dordrecht �90"
"holland","eindhoven","philips stadion","30.024","psv eindhoven"
"holland","eindhoven","jan bouwers stadion","5.500","fc eindhoven"
"holland","emmen","univ� stadion","8.600","bv emmen"
"holland","enschede","arke stadion","13.500","fc twente enschede"
"holland","enschede","het diekmann","16.000","fr�her fc twente enschede"
"holland","groesbeek","sportpark zuid","4.700","sv de treffers/kegro"
"holland","groningen","stadion euroborg","19.814","fc groningen"
"holland","groningen","oosterpark","16.500","fr�her fc groningen"
"holland","haaksbergen","sportpark groot scholtenhagen","5.000","hsc'21/brein"
"holland","haarlem","haarlem-stadion","3.500","hfc haarlem"
"holland","hardenberg","sportpark de boshoek","2.300","vv hhc"
"holland","heerenveen","abe lenstra stadion","26.000","sc heerenveen"
"holland","helmond","de braak","4.000","helmond sport"
"holland","ijmuiden","sportpark schonenberg","3.250","stormvogels telstar"
"holland","kerkrade","parkstad limburg stadion","21.000","roda jc kerkrade"
"holland","kloetinge","wesselopark","1.500","vv kloetinge"
"holland","leeuwarden","cambuur-stadion","10.000","cambuur leeuwarden"
"holland","maastricht","de geusselt","10.000","mvv maastricht"
"holland","nijmegen","de goffert","12.500","nec nijmegen"
"holland","nunspeet","sportpark de wiltsangh","6.000","vv nunspeet"
"holland","oss","top oss stadion","6.500","top oss"
"holland","rijnsburg","sportpark middelmors","8.000","vv rijnsburgse boys"
"holland","roosendaal","rosada stadion","5.000","roosendaal bc"
"holland","rotterdam","de kuip","51.177","feyenoord rotterdam"
"holland","rotterdam","sparta-stadion het kasteel","11.000","sparta rotterdam"
"holland","rotterdam","stadion woudestein","3.531","excelsior rotterdam"
"holland","�s-hertogenbosch","stadion de vliert","9.000","fc den bosch"
"holland","sittard","de baandert","13.000","fr�her sc fortuna sittard"
"holland","sittard","fortuna-stadion","15.000","sc fortuna sittard"
"holland","tilburg","koning willem ii stadion","14.700","willem ii tilburg"
"holland","utrecht","stadion galgenwaard","24.426","fc utrecht"
"holland","veendam","de langeleegte","6.500","bv veendam"
"holland","venlo","seacon stadion de koel","5.998","vv venlo"
"holland","volendam","kras stadion","8.500","fc volendam"
"holland","waalwijk","mandemakersstadion","7.500","rkc waalwijk"
"holland","zwolle","stadion fc zwolle","10.000","fc zwolle"
"holland","zwolle","oosterenk-stadion","6.800","fr�her fc zwolle"
"belgien","aalst","pierre cornelis-stadion","10.926","eendracht aalst"
"belgien","antwerpen-beerschot","olympisch stadion","14.000","germinal berschot"
"belgien","antwerpen","bosuil-stadion","15.000","fc antwerpen"
"belgien","antwerpen-berchem","ludo-coeck-stadion","13.500","k. berchem sport"
"belgien","beveren","freethiel-stadion","13.700","ksk beveren"
"belgien","boom","gemeentelijk parkstadion","12.000","rupel boom fc"
"belgien","boussu","stade de vedette","8.000","royal boussu dour borinage"
"belgien","br�gge","jan-breydel-stadion","30.000","fc br�ggecercle br�gge"
"belgien","br�ssel","stade roi baudouin","46.000","nationalmannschaft belgien"
"belgien","br�ssel-anderlecht","constant vanden stock-stadion","28.063","rsc anderlecht"
"belgien","br�ssel-molenbeek","edmond machtens-stadion","15.266","fc brussels"
"belgien","br�ssel","kleines heyselstadion","8.000","rsc anderlecht femina"
"belgien","charleroi","stade mambour","30.000","sporting du pays de charleroi"
"belgien","charleroi","stade de la neuville","18.000","royal olympic de charleroi"
"belgien","deinze","burgermeester van de wielestadion","8.299","kmsk deinze"
"belgien","denderleeuw","florent-beeckman-stadion","7.300","fcv dender eh"
"belgien","dessel","stadion lorzestraat","5.000","kfc dessel sport"
"belgien","eupen","stadion am kehrweg","7.760","kas eupen"
"belgien","forest","stade joseph marien","8.000","royale union saint gilloise"
"belgien","geel","stadion de leunen","10.022","kfc verbr. geel"
"belgien","genk","{fenix stadion|(ii)}","21.400","krc genk"
"belgien","gent","{jules ottenstadion|(ii)}","18.500","kaa gent"
"belgien","hamme","gementelijk wuitenstadion","6.000","kfc vigor wuitens hamme"
"belgien","harelbeke","forestier","15.113","sw ingelmunster-harelbeke"
"belgien","heist-op-den-berg","gementelijk sportcentrum","7.000","ksk heist"
"belgien","heusden","stadion belfort","2.591","fr�her ksk heusden-zolder"
"belgien","hoogstraten","sportcomplex seminarie","5.000","hoogstraten vv"
"belgien","kapellen","stadion jos van wellen","3.504","royal cappellen fc"
"belgien","kortrijk","guldensporenstadion","11.760","kv kortrijk"
"belgien","la louviere","stade de tivoli","13.500","raa louvieroise"
"belgien","leuven","sportcentrum den dreef","10.650","oud-heverlee leuven"
"belgien","liege","stade sclessin","30.023","r. standard de li�ge"
"belgien","lier","hermann-vanderpoorten stadion","14.000","k. lierse sk"
"belgien","lier","lyra stadion","5.000","k. lyra tsv"
"belgien","lokeren","daknam","12.500","ksc lokeren oost-vlaanderen"
"belgien","lommel","stedelijk sportstadion","12.500","k. united overpelt-lommel"
"belgien","londerzeel","burgerm. a. lambertsstadion","4.000","k. londerzeel sk"
"belgien","maasmechelen","patro stadion","6.000","patro maasmechelen"
"belgien","maasmechelen","patroplan","9.600","fr�her patro maasmechelen"
"belgien","mechelen","{achter de kazerne|(ii)}","13.847","kv mechelen"
"belgien","mechelen","oscar van kesbeeckstadion","11.900","krc mechelen"
"belgien","mons","stade tondreau","11.600","raec mons"
"belgien","mouscron","de kannonier","9.000","excelsior mouscron"
"belgien","namur","stade communal","6.000","union royale namur"
"belgien","oostende","albertparkstadion","10.709","kv oostende"
"belgien","roeselare","stadion schiervelde","8.836","ksv roeselare"
"belgien","ronse","orphale crucke stadion","3.980","ksk ronse"
"belgien","seraing","stade du pairay","6.766","rfc liegerfc seresien"
"belgien","sint niklaas-belsele","stadion puyenbeke","9.108","kv red star waasland"
"belgien","sint niklaas-nieuwkerken","sportcentrum meesterstraat","4.000","fc nieuwkerken"
"belgien","sint truiden","stedelijk stadion staaien","14.200","vv sint truiden"
"belgien","spa","stade de la geronstere","4.000","royal spa fc"
"belgien","sprimont","complexe du tultay","2.300","royal sprimont comblain sport"
"belgien","temse","fernand schuermanstadion","3.500","ksv temse"
"belgien","tienen","bergestadion","7.200","kvk tienen"
"belgien","tournai-kain","stade luc varenne","7.552","rfc tournai"
"belgien","tubize","stade leburton","3.500","afc tubize"
"belgien","turnhout","stadsparkstadion","3.000","kv turnhout"
"belgien","turnhout","villapark","7.000","fr�her kv turnhout"
"belgien","veldwezelt","winevenstraat","2.620","excelsior veldwezelt"
"belgien","virton","stade yves george","4.000","excelsior virton"
"belgien","vis�","stade de la cit� de l�oie","5.000","rcs vis�"
"belgien","waregem","{regenboogstadion|(ii)}","9.000","sv zulte-waregem"
"belgien","waregem","mirakelstadion","6.000","racing waregem"
"belgien","westerlo","�t kuipje","10.728","kvc westerlo"
"belgien","wetteren","stadion marcel de kerpel","6.000","k. standaard wetteren"
"belgien","wevelgem","complex sk gullegem","2.500","ksk wevelgem city"
"belgien","willebroek","gemeentelijk stadion de schalk","10.000","kvc willebroek-meerhof"
"belgien","wilrijk","campus u.i.a.","3.500","kfco wilrijk"
"belgien","woluwe-zaventem","gemeentelijk sportstadion","1.500","kv woluwe-zaventem"
"luxemburg","bascharage","terrain hautcharage","1.150","un kaerjeng"
"luxemburg","beggen","stade henri dunant","4.830","fc avenir beggen"
"luxemburg","dudelange","stade jos nusbaum","4.650","f91 dudelange"
"luxemburg","erpeldange","stadion an der trell","1.000","fc 72 erpeldange"
"luxemburg","esch","stade de la frontiere","5.400","as jeunesse esch"
"luxemburg","esch","stade municipal emile mayrisch","3.826","cs fola esch"
"luxemburg","ettelbr�ck","centre sportif um deich","2.650","fc etzella ettelbr�ck"
"luxemburg","grevenmacher","op flohr","5.400","cs grevenmacher"
"luxemburg","hesperange","stade alphonse theis","4.100","fc swift hesperange"
"luxemburg","luxembourg","stade josy barthel","8.200","nationalmannschaft luxembourg"
"luxemburg","luxembourg","stade achille hammerel","5.815","racing fc union luxembourg"
"luxemburg","luxembourg","stade au cents","2.800","fc rm hamm benfica"
"luxemburg","niedercorn","stade jos haupert","2.800","fc progr�s niedercorn"
"luxemburg","obercorn","stade municipal","10.000","obercorn cs"
"luxemburg","rosport","stade du camping","1.000","fc victoria rosport"
"luxemburg","rumelange","stade municipal","2.950","us rumelange"
"luxemburg","tetange","stade victor marchal","2.000","union 05 kayl-t�tange"
"luxemburg","wasserbillig","stade de la sure","1.800","union mertert-wasserbillig"
"luxemburg","wiltz","stade am getzt","2.000","fc wiltz"
"frankreich","amiens","stade de la licorne","11.875","amiens sc"
"frankreich","auxerre","stade abbe deschamps","21.000","aj auxerre"
"frankreich","bastia","stade armand cesari","10.460","sc bastia"
"frankreich","bordeaux","stade jacques chaban-delmas","34.198","fc girondins de bordeaux"
"frankreich","boulogne-sur-mer","stade de la liberation","15.007","us boulogne"
"frankreich","brest","stade francis de bl�","12.000","stade brest"
"frankreich","caen","stade michel d�ornano","22.816","stade malherbe caen"
"frankreich","chateauroux","stade gaston petit","17.000","berrich. chateauroux"
"frankreich","evry-bondoufle","stade robin bobin","18.850","#non-league#"
"frankreich","guingamp","stade municipal du roudourou","18.500","ea guingamp"
"frankreich","guingamp","stade yves-jaguin","8.000","ea guingamp b"
"frankreich","haguenau","parc des sports","5.000","fcsr haguenau"
"frankreich","istres","stade bernard bardin","11.000","fr�her fc istres"
"frankreich","le havre","stade jules dechaseaux","16.454","le havre ac"
"frankreich","le mans","stade omnisports l�on-boll�e","17.400","le mans uc 72"
"frankreich","lens","stade felix bolaert","41.649","rc lens"
"frankreich","lille","stade grimonperez-jooris","21.000","fr�her osc lille"
"frankreich","lyon","stade gerland","41.184","olympique lyonnais"
"frankreich","marseille","stade velodrome","60.000","olympique marseille"
"frankreich","metz","stade saint-symphorien","26.700","fc metz"
"frankreich","montpellier","stade de la mosson","35.500","sc montpellier"
"frankreich","mulhouse","stade de l�ill","11.303","fc mulhouse 2000"
"frankreich","nancy","{stade marcel picot|(ii)}","16.708","as nancy"
"frankreich","nantes","stade de la beaujoire","38.285","fc nantes-atlantique"
"frankreich","nice","stade municipal du ray","18.696","ogc nice"
"frankreich","paris","parc de princes","44.283","paris saint germain"
"frankreich","raon","stade paul gasser","4.000","us raon l�etape"
"frankreich","rennes","stade de la route de lorient","31.716","stade rennes"
"frankreich","rennes","stade center henri guerin","2.000","stade rennes b"
"frankreich","saint denis","stade de france","80.000","#non-league#"
"frankreich","saint etienne","stade geoffroy-guichard","35.616","as saint-etienne"
"frankreich","sedan","stade louis dugauguez","14.723","cs sedan"
"frankreich","sochaux","stade auguste bonal","20.000","fc sochaux-montbeliard"
"frankreich","strasbourg","stade de la meinau","29.000","rc strasbourg"
"frankreich","toulouse","stade municipal","36.700","toulouse fc"
"frankreich","troyes","stade de l�aube","18.000","es aube troyes"
"frankreich","valenciennes","stade nungesser","11.316","valenciennes afc"
"frankreich","wasquehal","stadium nord lille metropole","21.584","es wasquehalosc lille"
"spanien","algeciras","nuevo mirador","7.046","algeciras cf"
"spanien","badajoz","estadio nuevo vivero","15.200","cd badajoz"
"spanien","barcelona","nou camp","109.000","fc barcelona"
"spanien","barcelona","olimpic de montjuic lluis companys","55.000","rcd espanyol barcelona"
"spanien","elche","estadio manuel martinez valero","38.750","elche cf"
"spanien","getafe","coliseum alfonso perez","14.488","getafe cf"
"spanien","huelva","nuevo colombino","25.000","recreativo huelva"
"spanien","irun","stadium gal","5.000","real union club de irun"
"spanien","jerez de la frontera","municipal de chapin","17.435","xerez cd"
"spanien","jerez de la frontera","hotelplatz montecastillo","1.000","#non-league#"
"spanien","leganes","municipal de butarque","8.000","cd leganes"
"spanien","madrid","{santiago bernabeu|(ii)}","80.300","real madrid"
"spanien","madrid","estadio vicente calderon","54.881","club atletico de madrid"
"spanien","madrid","estadio teresa rivero","15.500","rayo vallecano de madrid"
"spanien","madrid","estadio alfredo di stefano","6.500","real madrid castilla cf"
"spanien","malaga","la rosaleda","25.000","malaga cf"
"spanien","marbella","estadio municipal","10.000","ud marbella"
"spanien","murcia","la condomina","16.807","ciudad de murcia"
"spanien","palma de mallorca","ono estadi (son moix)","24.142","rcd mallorca"
"spanien","palma de mallorca","lluis sitjar","19.241","rcd mallorca b"
"spanien","palma de mallorca","estadio balear","23.000","cd atletico baleares"
"spanien","pamplona","estadio reyno de navarra","19.553","club atletico osasuna"
"spanien","sa pobla","estadio nou sa pobla","9.100","ud poblense"
"spanien","san sebastian","estadio municipal de anoeta","32.000","real sociedad de futbol"
"spanien","san sebastian","estadio zubieta xxi","2.500","real sociedad de futbol b"
"spanien","sevilla","manuel ruiz de lopera","56.500","real betis sevilla"
"spanien","valencia","mestalla","52.469","valencia cf"
"spanien","valencia","estadi ciutat de valencia","27.500","levante ud"
"spanien","vigo","balaidos","31.800","rc celta de vigo"
"spanien","villarreal","el madrigal","23.500","villarreal cf"
"spanien","zaragoza","la romareda","34.596","real zaragoza"
"portugal","braga","{estadio axa|(ii)}","30.154","sc braga"
"portugal","coimbra","estadio cidade de coimbra","30.210","ass. academica de coimbra"
"portugal","faro/loule","estadio algarve","30.000","louletano desportes clube"
"portugal","figueira da foz","estadio municipal jose bento pessoa","12.630","associacao naval 1. de maio"
"portugal","freamunde","campo desportivo do sc freamunde","5.000","sc freamunde"
"portugal","guimaraes","estadio d. afonso henriques","30.690","vitoria sc guimaraes"
"portugal","leiria","estadio dr. magalhaes pessoa","24.000","ud leiria"
"portugal","lisboa","{estadio do sport lisboa e benfica|(ii)}","65.647","sl benfica"
"portugal","lisboa","{estadio jose de alvalade|(ii)}","50.300","sporting clube lisboa"
"portugal","matosinhos","estadio do mar","9.730","leixoes sc"
"portugal","obidos","estadio municipal","4.000","sc escolar bombarralense"
"portugal","pacos de ferreira","estadio da mata real","5.255","fc pacos de ferreira"
"portugal","porto","estadio do bessa","28.500","boavista porto"
"portugal","porto","estadio do dragao","52.000","fc porto"
"portugal","povoa de varzim","estadio varzim sport club","12.000","varzim sc"
"portugal","quarteira","estadio municipal","4.000","cd quarteirense"
"portugal","vila do conde","estadio do rio ave fc","12.815","rio ave fc"
"andorra","andorra-la-vella","estadi comunal","1.140","nationalmannschaft"
"san marino","serravalle","stadio olimpico","3.600","san marino calcio"
"italien","ascoli","stadio cino e lillo del duca","20.000","ascoli calcio"
"italien","avellino","stadio partenio","25.850","us avellino"
"italien","bari","stadio comunale san nicola","58.248","as bari"
"italien","bergamo","{atleti azzurri d�italia|(ii)}","26.646","atalanta bergamo"
"italien","bologna","renato dall�ara","39.279","fc bologna"
"italien","bozen","stadio druso","3.000","fc s�dtirol/alto adige"
"italien","brescia","stadio mario rigamonti","27.547","brescia calcio"
"italien","cagliari","sant�elia","25.000","cagliari calcio"
"italien","cesena","stadio dino manuzzi","23.860","ac cesena"
"italien","como","sinigaglia","12.000","como calcio"
"italien","empoli","stadio carlo castellani","19.847","empoli fc"
"italien","firenze","artemio franchi","47.282","acf fiorentina"
"italien","genoa","luigi ferraris","40.122","sampdoria genoafc genoa 1893"
