"majorgroup","family","species","essexthreat"
"beetles","staphylinidae","deleaster dichrous","&nbsp;"
"beetles","staphylinidae","dexiogyia corticina","&nbsp;"
"beetles","staphylinidae","diglotta mersa","&nbsp;"
"beetles","staphylinidae","dinothenarus pubescens","&nbsp;"
"beetles","staphylinidae","emus hirtus","&nbsp;"
"beetles","staphylinidae","euplectus fauveli","&nbsp;"
"beetles","staphylinidae","euplectus kirbii","&nbsp;"
"beetles","staphylinidae","euplectus punctatus","&nbsp;"
"beetles","staphylinidae","euryusa optabilis","&nbsp;"
"beetles","staphylinidae","falagria sulcatula","&nbsp;"
"beetles","staphylinidae","gabrius bishopi","&nbsp;"
"beetles","staphylinidae","gabrius velox","&nbsp;"
"beetles","staphylinidae","gnypeta ripicola","&nbsp;"
"beetles","staphylinidae","gyrohypnus atratus","&nbsp;"
"beetles","staphylinidae","gyrophaena angustata","&nbsp;"
"beetles","staphylinidae","gyrophaena congrua","&nbsp;"
"beetles","staphylinidae","gyrophaena hanseni","&nbsp;"
"beetles","staphylinidae","gyrophaena joyioides","&nbsp;"
"beetles","staphylinidae","gyrophaena lucidula","&nbsp;"
"beetles","staphylinidae","gyrophaena poweri","&nbsp;"
"beetles","staphylinidae","gyrophaena pulchella","&nbsp;"
"beetles","staphylinidae","gyrophaena strictula","&nbsp;"
"beetles","staphylinidae","haploglossa marginalis","&nbsp;"
"beetles","staphylinidae","holobus flavicornis","&nbsp;"
"beetles","staphylinidae","hypnogyra angularis","&nbsp;"
"beetles","staphylinidae","ilyobates bennetti","&nbsp;"
"beetles","staphylinidae","ilyobates nigricollis","&nbsp;"
"beetles","staphylinidae","ischnopoda coarctata","&nbsp;"
"beetles","staphylinidae","ischnosoma longicorne","&nbsp;"
"beetles","staphylinidae","lamprinodes saginatus","&nbsp;"
"beetles","staphylinidae","lathrobium pallidipene","&nbsp;"
"beetles","staphylinidae","lathrobium pallidum","&nbsp;"
"beetles","staphylinidae","lesteva hanseni","&nbsp;"
"beetles","staphylinidae","liogluta pagana","&nbsp;"
"beetles","staphylinidae","lomechusa emarginata","&nbsp;"
"beetles","staphylinidae","manda mandibularis","&nbsp;"
"beetles","staphylinidae","medon fusculus","&nbsp;"
"beetles","staphylinidae","medon ripicola","&nbsp;"
"beetles","staphylinidae","megarthrus hemipterus","&nbsp;"
"beetles","staphylinidae","microdota aegra","&nbsp;"
"beetles","staphylinidae","microdota benickiella","&nbsp;"
"beetles","staphylinidae","microdota inquinula","&nbsp;"
"beetles","staphylinidae","microdota palleola","&nbsp;"
"beetles","staphylinidae","mycetoporus piceolus","&nbsp;"
"beetles","staphylinidae","myllaena elongata","&nbsp;"
"beetles","staphylinidae","neobisnius procerulus","&nbsp;"
"beetles","staphylinidae","notothecta confusa","&nbsp;"
"beetles","staphylinidae","ochthephilum jacquelini","&nbsp;"
"beetles","staphylinidae","ocypus fortunatarum","&nbsp;"
"beetles","staphylinidae","ocypus fuscatus","&nbsp;"
"beetles","staphylinidae","ocypus nitens","&nbsp;"
"beetles","staphylinidae","ocypus ophthalmicus","&nbsp;"
"beetles","staphylinidae","omalium exiguum","&nbsp;"
"beetles","staphylinidae","omalium rugatum","&nbsp;"
"beetles","staphylinidae","oxypoda amoena","&nbsp;"
"beetles","staphylinidae","oxypoda exoleta","&nbsp;"
"beetles","staphylinidae","oxypoda lurida","&nbsp;"
"beetles","staphylinidae","oxypoda recondita","&nbsp;"
"beetles","staphylinidae","oxypoda spectabilis","&nbsp;"
"beetles","staphylinidae","parameotica difficilis","&nbsp;"
"beetles","staphylinidae","philhygra malleus","&nbsp;"
"beetles","staphylinidae","philonthus corruscus","&nbsp;"
"beetles","staphylinidae","philonthus corvinus","&nbsp;"
"beetles","staphylinidae","philonthus ebeninus","&nbsp;"
"beetles","staphylinidae","philonthus fumarius","&nbsp;"
"beetles","staphylinidae","philonthus mannerheimi","&nbsp;"
"beetles","staphylinidae","philonthus nitidicollis","&nbsp;"
"beetles","staphylinidae","philonthus punctus","&nbsp;"
"beetles","staphylinidae","philonthus spinipes","&nbsp;"
"beetles","staphylinidae","phytosus nigriventris","&nbsp;"
"beetles","staphylinidae","planeustomus palpalis","&nbsp;"
"beetles","staphylinidae","platydracus latebricola","&nbsp;"
"beetles","staphylinidae","platystethus nodifrons","&nbsp;"
"beetles","staphylinidae","pseudomedon obscurella","&nbsp;"
"beetles","staphylinidae","pseudomedon obsoleta","&nbsp;"
"beetles","staphylinidae","pycnota paradoxa","&nbsp;"
"beetles","staphylinidae","quedius aetolicus","&nbsp;"
"beetles","staphylinidae","quedius analis","&nbsp;"
"beetles","staphylinidae","quedius assimilis","&nbsp;"
"beetles","staphylinidae","quedius brevicornis","&nbsp;"
"beetles","staphylinidae","quedius invreae","&nbsp;"
"beetles","staphylinidae","quedius longicornis","&nbsp;"
"beetles","staphylinidae","quedius microps","&nbsp;"
"beetles","staphylinidae","quedius nigrocaeruleus","&nbsp;"
"beetles","staphylinidae","quedius puncticollis","&nbsp;"
"beetles","staphylinidae","quedius truncicola","&nbsp;"
"beetles","staphylinidae","quedius xanthopus","&nbsp;"
"beetles","staphylinidae","rugilus fragilis","&nbsp;"
"beetles","staphylinidae","rugilus similis","&nbsp;"
"beetles","staphylinidae","scaphisoma boleti","&nbsp;"
"beetles","staphylinidae","schistoglossa gemina","&nbsp;"
"beetles","staphylinidae","sepedophilus bipunctatus","&nbsp;"
"beetles","staphylinidae","sepedophilus pedicularius","&nbsp;"
"beetles","staphylinidae","sepedophilus testaceus","&nbsp;"
"beetles","staphylinidae","silusa rubiginosa","&nbsp;"
"beetles","staphylinidae","stenus argus","&nbsp;"
"beetles","staphylinidae","stenus ater","&nbsp;"
"beetles","staphylinidae","stenus atratulus","&nbsp;"
"beetles","staphylinidae","stenus butrintensis","&nbsp;"
"beetles","staphylinidae","stenus canescens","&nbsp;"
"beetles","staphylinidae","stenus carbonarius","&nbsp;"
"beetles","staphylinidae","stenus circularis","&nbsp;"
"beetles","staphylinidae","stenus europaeus","&nbsp;"
"beetles","staphylinidae","stenus fornicatus","&nbsp;"
"beetles","staphylinidae","stenus fuscicornis","&nbsp;"
"beetles","staphylinidae","stenus kiesenwetteri","&nbsp;"
"beetles","staphylinidae","stenus morio","&nbsp;"
"beetles","staphylinidae","stenus nigritulus","&nbsp;"
"beetles","staphylinidae","stenus niveus","&nbsp;"
"beetles","staphylinidae","stichoglossa semirufa","&nbsp;"
"beetles","staphylinidae","sunius bicolor","&nbsp;"
"beetles","staphylinidae","sunius melanocephalus","&nbsp;"
"beetles","staphylinidae","tachinus flavolimbatus","&nbsp;"
"beetles","staphylinidae","tasgius pedator","&nbsp;"
"beetles","staphylinidae","thiasophila inquilina","&nbsp;"
"beetles","staphylinidae","traumoecia picipes","&nbsp;"
"beetles","staphylinidae","velleius dilatatus","&nbsp;"
"beetles","staphylinidae","zyras haworthi","&nbsp;"
"beetles","staphylinidae","zyras lugens","&nbsp;"
"beetles","tenebrionidae","crypticus quisquilius","&nbsp;"
"beetles","tenebrionidae","cylindrinotus pallidus","&nbsp;"
"beetles","tenebrionidae","eledona agricola","&nbsp;"
"beetles","tenebrionidae","helops caeruleus","&nbsp;"
"beetles","tenebrionidae","mycetochara humeralis","&nbsp;"
"beetles","tenebrionidae","opatrum sabulosum","&nbsp;"
"beetles","tenebrionidae","prionychus ater","&nbsp;"
"beetles","tenebrionidae","pseudocistela ceramboides","&nbsp;"
"beetles","tenebrionidae","scaphidema metallicum","&nbsp;"
"beetles","tetratomidae","tetratoma ancora","&nbsp;"
"beetles","tetratomidae","tetratoma desmarestii","&nbsp;"
"beetles","throscidae","trixagus elateroides","&nbsp;"
"beetles","trogidae","trox sabulosus","&nbsp;"
"birds","accipitridae","circus aeruginosus","&nbsp;"
"birds","accipitridae","circus cyaneus","&nbsp;"
"birds","alaudidae","alauda arvensis","&nbsp;"
"birds","anatidae","aix galericulata","&nbsp;"
"birds","anatidae","anas clypeata","&nbsp;"
"birds","anatidae","anas crecca","&nbsp;"
"birds","anatidae","anas strepera","&nbsp;"
"birds","anatidae","aythya ferina","&nbsp;"
"birds","anatidae","branta bernicla","&nbsp;"
"birds","ardeidae","botaurus stellaris","&nbsp;"
"birds","charadriidae","charadrius dubius","&nbsp;"
"birds","charadriidae","charadrius hiaticula","&nbsp;"
"birds","charadriidae","vanellus vanellus","&nbsp;"
"birds","columbidae","streptopelia turtur","&nbsp;"
"birds","emberizidae","emberiza calandra","&nbsp;"
"birds","emberizidae","emberiza citrinella","&nbsp;"
"birds","emberizidae","emberiza schoeniclus","&nbsp;"
"birds","falconidae","falco columbarius","&nbsp;"
"birds","falconidae","falco subbuteo","&nbsp;"
"birds","fringillidae","carduelis cannabina","&nbsp;"
"birds","fringillidae","carduelis flammea","&nbsp;"
"birds","fringillidae","coccothraustes coccothraustes","&nbsp;"
"birds","fringillidae","pyrrhula pyrrhula","&nbsp;"
"birds","hirundinidae","delichon urbicum","&nbsp;"
"birds","hirundinidae","riparia riparia","&nbsp;"
"birds","motacillidae","anthus trivialis","&nbsp;"
"birds","motacillidae","motacilla flava","&nbsp;"
"birds","muscicapidae","muscicapa striata","&nbsp;"
"birds","paridae","parus montanus","&nbsp;"
"birds","paridae","parus palustris","&nbsp;"
"birds","passeridae","passer montanus","&nbsp;"
"birds","phasianidae","perdix perdix","&nbsp;"
"birds","rallidae","rallus aquaticus","&nbsp;"
"birds","recurvirostridae","recurvirostra avosetta","&nbsp;"
"birds","scolopacidae","gallinago gallinago","&nbsp;"
"birds","scolopacidae","tringa totanus","&nbsp;"
"birds","sternidae","sterna albifrons","&nbsp;"
"birds","strigidae","asio flammeus","&nbsp;"
"birds","strigidae","asio otus","&nbsp;"
"birds","sylviidae","acrocephalus palustris","&nbsp;"
"birds","sylviidae","locustella naevia","&nbsp;"
"birds","sylviidae","phylloscopus sibilatrix","&nbsp;"
"birds","sylviidae","regulus ignicapilla","&nbsp;"
"birds","timaliidae","panurus biarmicus","&nbsp;"
"birds","turdidae","luscinia megarhynchos","&nbsp;"
"birds","turdidae","phoenicurus ochruros","&nbsp;"
"birds","turdidae","saxicola torquatus","&nbsp;"
"birds","turdidae","turdus philomelos","&nbsp;"
"birds","tytonidae","tyto alba","&nbsp;"
"brackish water invertebrates (other)","amphipoda corophiidae","corophium insiduosum","&nbsp;"
"brackish water invertebrates (other)","amphipoda gammeridae","gammarus insensibilis","&nbsp;"
"brackish water invertebrates (other)","bryozoa membraniporidae","conopeum seurati","&nbsp;"
"brackish water invertebrates (other)","gastropoda eubranchidae","eubranchus exiguus","&nbsp;"
"brackish water invertebrates (other)","gastropoda littorinidae","littorina tenebrosa","&nbsp;"
"brackish water invertebrates (other)","hexacorallia edwardsiidae","nematostalla vectensis","&nbsp;"
"brackish water invertebrates (other)","hydroid clavidae","cordylophora caspia","&nbsp;"
"brackish water invertebrates (other)","isopoda idoteidae","idotea chelipes","&nbsp;"
"brackish water invertebrates (other)","isopoda sphaeromatidae","lekanesphaera hookeri","&nbsp;"
"brackish water invertebrates (other)","mollusca cardiidae","cerastoderma glaucum","&nbsp;"
"brackish water invertebrates (other)","mollusca tergipedidae","tergipes tergipes","&nbsp;"
"brackish water invertebrates (other)","mollusca tergipedidae","tenellia adspersa","&nbsp;"
"bugs and planthoppers","berytidae","berytinus hirticornis","&nbsp;"
"bugs and planthoppers","cercopidae","neophilaenus longiceps","&nbsp;"
"bugs and planthoppers","cicadellidae","aphrodes aestuarinus","&nbsp;"
"bugs and planthoppers","cicadellidae","aphrodes albiger","&nbsp;"
"bugs and planthoppers","cicadellidae","aphrodes limicola","&nbsp;"
"bugs and planthoppers","cicadellidae","chlorita viridula","&nbsp;"
"bugs and planthoppers","cicadellidae","cicadula flori","&nbsp;"
"bugs and planthoppers","cicadellidae","doratura impudica","&nbsp;"
"bugs and planthoppers","cicadellidae","edwardsiana ishidai","&nbsp;"
"bugs and planthoppers","cicadellidae","iassus scutellaris","&nbsp;"
"bugs and planthoppers","cicadellidae","macropsis mendax","&nbsp;"
"bugs and planthoppers","cicadellidae","macrosteles cyane","&nbsp;"
"bugs and planthoppers","cicadellidae","macrosteles quadripunctulatus","&nbsp;"
"bugs and planthoppers","cicadellidae","macrosteles sordidipennis","&nbsp;"
"bugs and planthoppers","cicadellidae","paralimnus phragmitis","&nbsp;"
"bugs and planthoppers","cicadellidae","ulopa trivia","&nbsp;"
"bugs and planthoppers","cimicidae","cimex columbarius","&nbsp;"
"bugs and planthoppers","cixiidae","cixius remotus","&nbsp;"
"bugs and planthoppers","cixiidae","oliarus leporinus","&nbsp;"
"bugs and planthoppers","cixiidae","oliarus panzeri","&nbsp;"
"bugs and planthoppers","coreidae","bathysolen nubilus","&nbsp;"
"bugs and planthoppers","coreidae","spathocera dahlmanni","&nbsp;"
"bugs and planthoppers","corixidae","micronecta minutissima","&nbsp;"
"bugs and planthoppers","corixidae","sigara scotti","&nbsp;"
"bugs and planthoppers","corixidae","sigara striata","&nbsp;"
"bugs and planthoppers","cydnidae","legnotus picipes","&nbsp;"
"bugs and planthoppers","cydnidae","sehirus biguttatus","&nbsp;"
"bugs and planthoppers","delphacidae","asiraca clavicornis","&nbsp;"
"bugs and planthoppers","delphacidae","chloriona dorsata","&nbsp;"
"bugs and planthoppers","delphacidae","criomorphus williamsi","&nbsp;"
"bugs and planthoppers","gerridae","aquarius paludum","&nbsp;"
"bugs and planthoppers","hebridae","hebrus pusillus","&nbsp;"
"bugs and planthoppers","lygaeidae","acompus pallipes","&nbsp;"
"bugs and planthoppers","lygaeidae","aphanus rolandri","&nbsp;"
"bugs and planthoppers","lygaeidae","drymus latus","&nbsp;"
"bugs and planthoppers","lygaeidae","graptopeltus lynceus","&nbsp;"
"bugs and planthoppers","lygaeidae","henestaris halophilus","&nbsp;"
"bugs and planthoppers","lygaeidae","megalonotus antennatus","&nbsp;"
"bugs and planthoppers","lygaeidae","megalonotus dilatatus","&nbsp;"
"bugs and planthoppers","lygaeidae","megalonotus praetextatus","&nbsp;"
"bugs and planthoppers","lygaeidae","raglius alboacuminatus","&nbsp;"
"bugs and planthoppers","lygaeidae","rhyparochromus pini","&nbsp;"
"bugs and planthoppers","lygaeidae","scolopostethus pictus","&nbsp;"
"bugs and planthoppers","microphysidae","myrmedobia coleoptrata","&nbsp;"
"bugs and planthoppers","miridae","agnocoris reclairei","&nbsp;"
"bugs and planthoppers","miridae","capsodes flavomarginatus","&nbsp;"
"bugs and planthoppers","miridae","deraeocoris olivaceus","&nbsp;"
"bugs and planthoppers","miridae","globiceps flavomaculatus","&nbsp;"
"bugs and planthoppers","miridae","globiceps fulvicollis cruciatus","&nbsp;"
"bugs and planthoppers","miridae","orthocephalus tenuicornis","&nbsp;"
"bugs and planthoppers","miridae","orthotylus rubidus","&nbsp;"
"bugs and planthoppers","miridae","psallus albicinctus","&nbsp;"
"bugs and planthoppers","pentatomidae","sciocoris cursitans","&nbsp;"
"bugs and planthoppers","reduviidae","empicoris baerensprungi","&nbsp;"
"bugs and planthoppers","saldidae","saldula opacula","&nbsp;"
"bugs and planthoppers","scutelleridae","eurygaster maura","&nbsp;"
"bugs and planthoppers","tingidae","tingis angustata","&nbsp;"
"bugs and planthoppers","tingidae","tingis reticulata","&nbsp;"
"bugs and planthoppers","veliidae","microvelia pygmaea","&nbsp;"
"butterflies","hesperiidae","erynnis tages","&nbsp;"
"butterflies","hesperiidae","hesperia comma","&nbsp;"
"butterflies","hesperiidae","pyrgus malvae","&nbsp;"
"butterflies","lycaenidae","callophrys rubi","&nbsp;"
"butterflies","lycaenidae","cupido minimus","&nbsp;"
"butterflies","lycaenidae","cyaniris semiargus","&nbsp;"
"butterflies","lycaenidae","lysandra bellargus","&nbsp;"
"butterflies","lycaenidae","lysandra coridon","&nbsp;"
"butterflies","lycaenidae","plebejus argus","&nbsp;"
"butterflies","lycaenidae","thecla betulae","&nbsp;"
"butterflies","nemeobiidae","hamearis lucina","&nbsp;"
"butterflies","nymphalidae","apatura iris","&nbsp;"
"butterflies","nymphalidae","argynnis adippe","&nbsp;"
"butterflies","nymphalidae","argynnis aglaja","&nbsp;"
"butterflies","nymphalidae","argynnis paphia","&nbsp;"
"butterflies","nymphalidae","boloria euphrosyne","&nbsp;"
"butterflies","nymphalidae","boloria selene","&nbsp;"
"butterflies","nymphalidae","euphydryas aurinia","&nbsp;"
"butterflies","nymphalidae","limenitis camilla","&nbsp;"
"butterflies","nymphalidae","mellicta athalia","&nbsp;"
"butterflies","nymphalidae","nymphalis polychloros","&nbsp;"
"butterflies","papilionidae","papilio machaon","&nbsp;"
"butterflies","pieridae","aporia crataegi","&nbsp;"
"butterflies","pieridae","leptidea sinapis","&nbsp;"
"butterflies","satyridae","hipparchia semele","&nbsp;"
"butterflies","satyridae","melanargia galathea","&nbsp;"
"centipedes & millipedes","blaniulidae","choneiulus palmatus","essex endangered"
"centipedes & millipedes","brachychaeteumatidae","brachychaeteuma melanops","essex unknown"
"centipedes & millipedes","cryptopsidae","cryptops anomalans","essex threatened"
"centipedes & millipedes","cryptopsidae","cryptops parisi","essex threatened"
"centipedes & millipedes","geophilidae","henia vesuviana","essex threatened"
"centipedes & millipedes","geophilidae","strigamia maritima","essex unknown"
"centipedes & millipedes","henicopidae","&nbsp;","essex threatened"
"centipedes & millipedes","julidae","allajulus nitidus","essex threatened"
"centipedes & millipedes","julidae","cylindroiulus britannicus","essex unknown"
"centipedes & millipedes","julidae","cylindroiulus parisiorum","essex threatened"
"centipedes & millipedes","lithobiidae","lithobius calcaratus","essex unknown"
"centipedes & millipedes","lithobiidae","lithobius variegatus","essex threatened"
"centipedes & millipedes","paradoxosomatidae","stosatea italica","essex threatened"
"centipedes & millipedes","polydesmidae","polydesmus denticulatus","essex unknown"
"centipedes & millipedes","polydesmidae","polydesmus testaceus","essex endangered"
"centipedes & millipedes","polyxenidae","polyxenus lagurus","essex unknown"
"centipedes & millipedes","schendylidae","brachyschendyla dentata","essex unknown"
"cynipid wasps","cynipidae","aulacidea follioti","&nbsp;"
"cynipid wasps","cynipidae","andricus albopunctatus f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus aries f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus callidoma f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus callidoma f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus corruptrix f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus corruptrix f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus glandulae f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus glandulae f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus legitimus f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus nudus f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus nudus f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus quercusramuli f. agamic","&nbsp;"
"cynipid wasps","cynipidae","andricus quercusramuli f. sexual","&nbsp;"
"cynipid wasps","cynipidae","andricus seminationis f. agamic","&nbsp;"
"cynipid wasps","cynipidae","aulacidea hieracii","&nbsp;"
"cynipid wasps","cynipidae","aulacidea pilosellae","&nbsp;"
"cynipid wasps","cynipidae","aulacidea tragopogonis","&nbsp;"
"cynipid wasps","cynipidae","aylax minor","&nbsp;"
"cynipid wasps","cynipidae","aylax paperveris","&nbsp;"
"cynipid wasps","cynipidae","callirhytis erythrocephala f. agamic","&nbsp;"
"cynipid wasps","cynipidae","callirhytis erythrocephala f. sexual","&nbsp;"
"cynipid wasps","cynipidae","cynips agama f. agamic","&nbsp;"
"cynipid wasps","cynipidae","cynips disticha f. agamic","&nbsp;"
"cynipid wasps","cynipidae","cynips disticha f. sexual","&nbsp;"
"cynipid wasps","cynipidae","cynips longiventris f. agamic","&nbsp;"
"cynipid wasps","cynipidae","diastrophus rubi","&nbsp;"
"cynipid wasps","cynipidae","diplolepis eglanteriae","&nbsp;"
"cynipid wasps","cynipidae","diplolepis spinosissimae","&nbsp;"
"cynipid wasps","cynipidae","isocolus rogenhoferi","&nbsp;"
"cynipid wasps","cynipidae","neuroterus aprilinus f. agamic","&nbsp;"
"cynipid wasps","cynipidae","neuroterus aprilinus f. sexual","&nbsp;"
"cynipid wasps","cynipidae","neuroterus tricolor f. agamic","&nbsp;"
"cynipid wasps","cynipidae","neuroterus tricolor f. sexual","&nbsp;"
"cynipid wasps","cynipidae","phanacis centaureae","&nbsp;"
"cynipid wasps","cynipidae","synergus clandestinus","&nbsp;"
"cynipid wasps","cynipidae","trigonaspis megaptera f. agamic","&nbsp;"
"cynipid wasps","cynipidae","trigonaspis megaptera f. sexual","&nbsp;"
"cynipid wasps","cynipidae","xestophanes brevitarsis","&nbsp;"
"dragonflies & damselflies","aeshnidae","brachytron pratense","essex vulnerable/threatened"
"dragonflies & damselflies","calopterygidae","calopteryx virgo","essex vulnerable/threatened"
"dragonflies & damselflies","coenagriidae","coenagrion pulchellum","&nbsp;"
"dragonflies & damselflies","coenagriidae","erythromma viridulum","&nbsp;"
"dragonflies & damselflies","corduliidae","cordulia aenea","essex vulnerable/threatened"
"dragonflies & damselflies","lestidae","lestes dryas","regionally important/threatened"
"dragonflies & damselflies","libellulidae","sympetrum sanguineum","&nbsp;"
"dragonflies & damselflies","platycnemididae","platycnemis pennipes","essex vulnerable/threatened?"
"flies (except hoverflies & larger brachycera)","conopidae","leopoldius signatus","&nbsp;"
"flies (except hoverflies & larger brachycera)","conopidae","myopa extricata","&nbsp;"
"flies (except hoverflies & larger brachycera)","conopidae","zodion cinereum","&nbsp;"
"flies (except hoverflies & larger brachycera)","conopidae","zodion notatum","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","colobaea punctata","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia albocostata","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia brunnipes","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia dorsata","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia griseola","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia pallidiventris","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia schoenherri","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pherbellia scutellaris","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","psacadina verbekei","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pteromicra glabricula","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","pteromicra pectorosa","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","sciomyza simplex","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","tetanocera arrogans","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","tetanocera robusta","&nbsp;"
"flies (except hoverflies & larger brachycera)","sciomyzidae","tetanura pallidiventris","&nbsp;"
"flies (except hoverflies & larger brachycera)","spaniidae","ptiolina obscura","essex endangered"
"flies (except hoverflies & larger brachycera)","tephritidae","acanthiophilus helianthi","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","campiglossa absinthii","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","campiglossa loewiana","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","dioxyna bidentis","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","ensina sonchi","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","goniglossum wiedemanni","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","merzomyia westermanni","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","myopites eximius","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","myopites inulaedyssentericae","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","noeeta pupillata","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","orellia falcata","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","oxyna flavipennis","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","terellia ceratocera","&nbsp;"
"flies (except hoverflies & larger brachycera)","tephritidae","urophora solstitialis","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","dictenidia bimaculata","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","dolichopeza albipes","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","nephrotoma guestfalica","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","nephrotoma scurra","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","nigrotipula nigra","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula flavolineata","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula helvola","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula luteipennis","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula marginella","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula melanoceros","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula pierrei","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula rufina","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula submarmorata","&nbsp;"
"flies (except hoverflies & larger brachycera)","tipulidae","tipula variicornis","&nbsp;"
"flies (hoverflies)","syrphidae","anasimyia interpuncta","essex threatened"
"flies (hoverflies)","syrphidae","brachyopa insensilis","essex threatened"
"flies (hoverflies)","syrphidae","brachypalpus laphriformis","essex vulnerable"
"flies (hoverflies)","syrphidae","callicera aurata","essex endangered"
"flies (hoverflies)","syrphidae","callicera spinolae","essex endangered"
"flies (hoverflies)","syrphidae","cheilosia albipila","essex vulnerable"
"flies (hoverflies)","syrphidae","cheilosia antiqua","essex vulnerable"
"flies (hoverflies)","syrphidae","cheilosia barbata","essex vulnerable"
"flies (hoverflies)","syrphidae","cheilosia carbonaria","essex endangered"
"flies (hoverflies)","syrphidae","cheilosia cynocephala","essex threatened"
"flies (hoverflies)","syrphidae","cheilosia fraterna","essex threatened"
"flies (hoverflies)","syrphidae","cheilosia griseiventris","essex vulnerable"
"flies (hoverflies)","syrphidae","cheilosia mutabilis","essex vulnerable"
"flies (hoverflies)","syrphidae","cheilosia velutina","essex threatened"
"flies (hoverflies)","syrphidae","cheilosia vulpina","essex vulnerable"
"flies (hoverflies)","syrphidae","chrysogaster virescens","essex threatened"
"flies (hoverflies)","syrphidae","chrysotoxum elegans","essex vulnerable"
"flies (hoverflies)","syrphidae","criorhina asilica","essex threatened"
"flies (hoverflies)","syrphidae","criorhina ranunculi","essex endangered"
"flies (hoverflies)","syrphidae","dasysyrphus pinastri","&nbsp;"
"flies (hoverflies)","syrphidae","didea alneti","essex endangered"
"flies (hoverflies)","syrphidae","didea fasciata","essex threatened"
"flies (hoverflies)","syrphidae","doros profuges","essex endangered"
"flies (hoverflies)","syrphidae","epistrophe diaphana","essex threatened"
"flies (hoverflies)","syrphidae","eumerus ornatus","essex threatened"
"flies (hoverflies)","syrphidae","eupeodes bucculatus","&nbsp;"
"flies (hoverflies)","syrphidae","ferdinandea ruficornis","essex vulnerable"
"flies (hoverflies)","syrphidae","heringia latitarsis","essex endangered"
"flies (hoverflies)","syrphidae","heringia pubescens","essex threatened"
"flies (hoverflies)","syrphidae","heringia vitripennis","&nbsp;"
"flies (hoverflies)","syrphidae","lejogaster tarsata","essex threatened"
"flies (hoverflies)","syrphidae","lejops vittatus","essex vulnerable"
"flies (hoverflies)","syrphidae","mallota cimbiciformis","essex threatened"
"flies (hoverflies)","syrphidae","melangyna arctica","essex vulnerable"
