"{|1}","ist autor von","wird erw�hnt in"
"gina h�ussge","an integrated system for interaction support in lectures(2007) (erschienen in iticse 2007)plug'n'present(2008) (erschienen in delfi 2008)",""
"gertrud h�u�ler","die konstituive funktion der frage nach der eigenart des schulbuchs f�r die schulbuchforschung(2011) &nbsp;&nbsp;",""
"roger h�ussling","zur verankerung der netzwerkforschung in einem methodologischen relationalismus(2008)ein netzwerkanalytisches vierebenenkonzept zur struktur- und akteursbezogenen deutung sozialer interaktionen(2006)evaluation zur nutzung traditioneller und neuer lernmedien(2006) (erschienen in delfi 2006)",""
"bruce havelock","the personal and professional learning portfolio(2005) (erschienen in computer-supported collaborative learning in higher education)",""
"eric a. havelock","gesprochener laut und geschriebenes zeichen(1999) (erschienen in kursbuch medienkultur)",""
"byron hawk","small tech(2008) &nbsp;&nbsp;",""
"kirstie hawkey","recommendations for reporting web usage studies(2008) (erschienen in handbook of research on web log analysis)privacy concerns for web logging data(2008) (erschienen in handbook of research on web log analysis)",""
"stephen w. hawkings","siehe stephen w. hawkings","siehe stephen w. hawkings"
"brian l. hawkins","the myths about cios(2005) &nbsp;&nbsp;&nbsp;the myth about the digital divide(2006) &nbsp;&nbsp;&nbsp;the myth about student competency(2006) &nbsp;&nbsp;&nbsp;twelve habits of successful it professionals(2006) (erschienen in educause review 41/1)the myth about controlling it(2007) &nbsp;&nbsp;&nbsp;the myth about techies(2007) (erschienen in educause review 42/1)winds of change(2007) &nbsp;&nbsp;&nbsp;the myth about no significant difference(2006) &nbsp;&nbsp;&nbsp;",""
"tim hawkins","yahoo university hackday(2007) (erschienen in iticse 2007)",""
"elizabeth k. hawthorne","curricular resources from the acm two-year college education committee(2007) (erschienen in iticse 2007)findings from an acm strategic summit on computing education in community colleges(2011) (erschienen in iticse 2011)revised associate-level curricular guidelines in computer science(2009) (erschienen in iticse 2009)computer science and information technology associate-level curricular guidelines(2008) (erschienen in iticse 2008)",""
"toshihiro hayashi","open structured cai system for kanji learning(1992) (erschienen in iccal '92)",""
"yusuke hayashi","ontological support for a theory-eclectic approach to instructional and learning design(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"terry haydn","teacher education and ict(2007) &nbsp;&nbsp;&nbsp;",""
"alan hayes","an investigation into the automated assessment of the design-code interface(2007) (erschienen in iticse 2007)",""
"jenna hayes","enhancing k-12 education with alice programming adventures(2010) (erschienen in iticse 2010)",""
"pat hayes","coe: tools for collaborative ontology development and reuse(2005) &nbsp;&nbsp;&nbsp;",""
"paul hayes","text messaging to improve instructor immediacy and its role in multiplatform e-learning systems(2009) (erschienen in multiplatform e-learning systems and technologies)",""
"richard haynes","generating learning contexts with mobile devices(2007) (erschienen in mobile learning)","{mobile learning in widening contexts|mobiles lernen}"
"jeff haywood","leactivemath(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"k. haywood","the horizon report 2011(2011) &nbsp;&nbsp;&nbsp;the horizon report 2011 k-12 edition(2011) &nbsp;&nbsp;&nbsp;the horizon report 2010: museum edition(2010) &nbsp;&nbsp;&nbsp;horizon report 2010 k-12 edition(2010) &nbsp;&nbsp;&nbsp;","{1:1 computing in der schule: wie viele computer braucht ein schulkind?}"
"orit hazzan","tutoring model for promoting teaching skills of computer science prospective teachers(2008) (erschienen in iticse 2008)evaluation of a software engineering course by reflection(2009) (erschienen in iticse 2009)disciplinary-pedagogical teacher preparation for pre-service computer science teachers(2008) (erschienen in informatics education - supporting computational thinking)",""
"wei he","wiki-based collaborative learning(2008) &nbsp;&nbsp;",""
"barbara p. heath","project numina: enhancing student learning with handheld computers(2005) &nbsp;&nbsp;&nbsp;",""
"tom heath","wikis of locality(2006)",""
"donald hebb","the organization of behavior(1949)","{useful oblivion versus information overload in e-learning examples in the context of wiki systems|radikaler konstruktivismus|das gehirn und seine wirklichkeit|der mittlere weg der erkenntnis|denken: das ordnen des tuns|understanding intelligence|strukturen der komplexit�t|f�hlen - denken - handeln|interne repr�sentationen|neuronale netze|subjekt und selbstmodell|neuronale netze und subjektivit�t|a new kind of science|zw�lf grundformen des lehrens|lernen|didaktik der informatik ii|aus sicht des gehirns|der mensch in der perspektive der kognitionswissenschaften|spielarten des geistes|motivation und handeln|enaction embodiment evolutionary robotics}"
"andreas hebbel-seeger","bildungstechnologien im sport - forschungsstand einsatzgebiete und praxisbeispiele(2011) &nbsp;&nbsp;&nbsp;",""
"walter hebeisen","f. w. taylor und der taylorismus(1999)",""
"bernd hebel","e-learning basierte fallstudien zur akademischen ausbildung in der geoinformatik(2005) &nbsp;&nbsp;",""
"claudia hebestreit","wie wird e-learning genutzt?(2003) &nbsp;&nbsp;&nbsp;erfolgsfaktoren f�r effektives e-learning(2004) &nbsp;&nbsp;&nbsp;",""
"heidemarie hecht","einsatz eines computer-unterst�tzten lehrprogrammes im chemieunterricht einer 10. klasse(1974) (erschienen in rechner-gest�tzter unterricht)",""
"oskar hecker","didaktische aspekte der dialogformen bei auskunftlehrsystemen(1974) (erschienen in rechner-gest�tzter unterricht)",""
"heinz heckhausen","motivation und handeln(2010) &nbsp;&nbsp;","{jahrbuch medienp�dagogik 9}"
"jutta heckhausen","motivation und handeln(2010) &nbsp;&nbsp;","{jahrbuch medienp�dagogik 9}"
"verena heckmann","fremdsprachen -  mit technologien sprachen lernen und lehren(2011) &nbsp;&nbsp;&nbsp;",""
"gertrud heck-weinhart","klassenfest - eine unterrichtseinheit f�r m�dchen und jungen im itg-unterricht(1995) (erschienen in innovative konzepte f�r die ausbildung)",""
"john hedberg","a visual learning design representation to facilitate dissemination and reuse of innovative pedagogical strategies in university teaching(2007) (erschienen in handbook of visual languages for instructional design)",""
"ulf hedestig","participatory design in the development of mobile learning environments(2004) (erschienen in learning with mobile devices)",""
"fabian hediger","schule mit performance(2003) &nbsp;&nbsp;&nbsp;",""
"holger hedrich","videodigitalisierung im sportunterricht(1997) (erschienen in log in 1/1997)",""
"anton heer","langzeit-datenhaltung und archivierung(2001)lebensplanung f�r information(2009) &nbsp;&nbsp;","{lebensplanung f�r information}"
"jeffrey heer","voyagers and voyeurs(2007) &nbsp;&nbsp;&nbsp;",""
"cinda heeren","comoto(2011) (erschienen in iticse 2011)",""
"neil heffernan","mobile 2.0 and mobile language learning(2008) &nbsp;&nbsp;&nbsp;",""
"neil t. heffernan","towards live informing and automatic analyzing of student learning(2007) &nbsp;&nbsp;",""
"annett heft","mediennutzung junger menschen mit migrationshintergrund(2010) &nbsp;&nbsp;&nbsp;",""
"hegel","siehe hegel","siehe hegel"
"volker hegelheimer","mobile technologies podcasting and language education(2008) (erschienen in handbook of research on web 2.0 and second language learning)",""
"hanns-wilhelm heibey","datenschutz und informationstechnische sicherheit im internet(1999) (erschienen in log in 5/1999)kryptographie (1996) (erschienen in log in 5/6/1996)",""
"horst heidbrink","virtuelle methodenseminare an der fernuniversit�t(1997) (erschienen in internet f�r psychologen)",""
"martin heidegger","siehe martin heidegger","siehe martin heidegger"
"elke heidenreich","k�hlschrankpoesie(1999) &nbsp;",""
"klaus heidler","virtuelle methoden mit lauftabellen(1996) (erschienen in log in 3/1996)",""
"richard heidler","zur evolution sozialer netzwerke(2008)",""
"klaus d. heidtmann","experimentelles und exploratives lernen mit selbstentwickelten elearning-werkzeugen im bereich der telematik(2004) (erschienen in delfi 2004)",""
"hauke heier","quo vadis cio?(2008) &nbsp;&nbsp;",""
"ursina heierli","sprachen lernen mit digitalen medien(2007) &nbsp;&nbsp;&nbsp;&nbsp;",""
"richard heigl","siehe richard heigl","siehe richard heigl"
"stefan heijnk","texten f�rs web(2002) &nbsp;",""
"simon b. heilesen","time place and identity in project work on the net(2005) (erschienen in computer-supported collaborative learning in higher education)",""
"bernhard heim","computer im erdkundeunterricht(1986) (erschienen in informatik-grundbildung in schule und beruf)",""
"paul heimann","didaktik als unterrichtswissenschaft(1976)unterricht - analyse und planung(1965) &nbsp;","{das lehrbuch der zukunft|lehren und lernen mit informationstechnologien|didaktische kompetenz|didaktik der informatik|das essener-lern-modell (elm)|information und lernen mit multimedia|didaktik der informatik ii|unterrichtsmethoden i|zur wissenschaftlichen fundierung der schulinformatik|lehren und lernen mit medien|internet in der grundschule|didaktische modelle|didaktik der informatik|didactics of microlearning|unterricht: verstehen - planen - gestalten - auswerten|medienbildung und medienkompetenz}"
"alexandra hein","kompendium multimediales lernen(2008) &nbsp;&nbsp;","{probleml�sen lernen mit digitalen medien}"
"hans-werner hein","informatik-biber(2009) (erschienen in infos 2009)objektorientiertes denken als didaktische basis der informatik(1995) &nbsp;&nbsp;&nbsp;first steps into computer science(2007)einstieg informatik(2007) &nbsp;&nbsp;&nbsp;","{einstieg informatik - �berraschend.einfach.genial.|infos 2007 - didaktik der informatik in theorie und praxis|intuitive modelle der informatik|infos 2009}"
"sandra hein","exif - exzessive internetnutzung in familien(2012) &nbsp;&nbsp;&nbsp;",""
"till hein","was politiker sagen wenn sie gehen(2006) &nbsp;&nbsp;mit einem klick aus dem elend(2009) &nbsp;&nbsp;&nbsp;",""
"richard heinen","siehe richard heinen","siehe richard heinen"
"matthias heiner","experimentierendes lernen entwerfen(2009)",""
"steffi heinicke","konzepte f�r die begabtenf�rderung auf dem gebiet der informatik und ihre umsetzung am sch�lerrechenzentrum dresden.(2003) (erschienen in informatische fachkonzepte im unterricht)der s�chsische informatik-wettbewerb(2001) (erschienen in informatikunterricht und medienbildung)",""
"hans-rudolf heinimann","e-learning basierte fallstudien zur akademischen ausbildung in der geoinformatik(2005) &nbsp;&nbsp;",""
"christian heinisch","inmitten der informationsflut herrscht informationsmangel(2002) &nbsp;&nbsp;","{kritische informations- und medienkompetenz}"
"frank heinrich","gezieltes suchen(1998) (erschienen in log in 3/4/1998)",""
"l. j. heinrich","informationsmanagement &nbsp;operative aufgaben des informationsmanagements(1996)","{wissensmanagementsysteme in schulen oder: wie bringe ich ordnung ins chaos?|cscl-kompendium|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen|pers�nliche handhelds in der primarschule|erfolgsrezepte f�r cios}"
"torsten heinrich","plattform�bergreifende publikation rekombinierbarer lernobjekte auf basis von xml(2003) (erschienen in delfi 2003)",""
"w. heinrich","moderne b�rokommunikation in der beruflichen erstausbildung - erfahrungen des modellversuchs hermes.(1986) (erschienen in informatik-grundbildung in schule und beruf)",""
"bettina heintz","siehe bettina heintz","siehe bettina heintz"
"matthias heintz","embed4auto(2010) (erschienen in iticse 2010)sharing and discussing uml modeling exercises in a ple(2010) (erschienen in iticse 2010)",""
"carsten heinze","das schulbuch zwischen lehrplan und unterrichtspraxis(2005)",""
"nina heinze","kollaboration und kooperation mit social media in verteilten forschungsnetzwerken(2010) &nbsp;&nbsp;integration einer lernf�rderlichen infrastruktur zur schaffung neuer lernkulturen im hochschulstudium(2009)projekt i-literacy(2008)","{deconstructing the net generation thesis|digitale medien f�r lehre und forschung|wissensgemeinschaften|kritische informations- und medienkompetenz}"
"peter heinzmann","von schl�sseln und zertifikaten(2002) (erschienen in perspektive datenschutz)datenvermeidung und datensparsamkeit(2002) (erschienen in perspektive datenschutz)",""
"arvid heise","the som family(2010) (erschienen in iticse 2010)",""
"martin heisenberg","das gehirn des menschen aus biologischer sicht(1997) (erschienen in der mensch und sein gehirn)","{a new kind of science}"
"werner heisenberg","siehe werner heisenberg","siehe werner heisenberg"
"kirsten heisig","das ende der geduld(2010) &nbsp;&nbsp;",""
"silke frieda heiss","die bedeutung der sprache im wissensmanagement(2004)","{bloggen - pflicht�bung oder passion?}"
"werner heisterberg","disziplin(2002) &nbsp;&nbsp;",""
"werner heisterherg","arbeitsplatz schule(1998) &nbsp;&nbsp;",""
"kay heite","the thin client/server concept - a detailed profile of function(2001) &nbsp;","{empfehlungen zu thin client systemen an schulen}"
"anni heitzmann","rekrutierung eignungsabkl�rung und selektion f�r den lehrerinnen- und lehrerberuf(2006) &nbsp;&nbsp;editorial(2005) (erschienen in hochschuldidaktik - formen des lehrens und lernens an p�dagogischen hochschulen)naturwissenschaftsdidaktik in der lehrerinnen- und lehrerbildung im spannungsfeld zwischen natur- und sozialwissenschaften(2004) &nbsp;&nbsp;&nbsp;",""
"peter m. hejl","universalien und konstruktivismus(2001)wahrnehmung und kommunikation(1978)konstruktion der sozialen konstruktion(1985)konstruktion der sozialen konstruktion(1985)","{die schule neu erfinden|die wissenschaft der gesellschaft}"
"hermann helbig","die semantische struktur nat�rlicher sprache(2000)",""
"christoph held","the interplay between individual and collective knowledge(2010) &nbsp;&nbsp;&nbsp;social software and knowledge building(2010) &nbsp;&nbsp;social tagging aus kognitionspsychologischer sicht(2008) (erschienen in good tags - bad tags)","{digitale medien f�r lehre und forschung|wikisym 2010}"
"cornelia helfferich","die qualit�t qualitativer daten(2009) &nbsp;&nbsp;","{konstruktionst�tigkeit mit digitalen medien|kritische informations- und medienkompetenz}"
"denis helic","the austrian way of wiki(pedia)!(2010) (erschienen in wikisym 2010)",""
"daniel hell","wie viele schizophrenien gibt es?(1998) (erschienen in neurowissenschaften. nerven. neuronen. netzwerke.)",""
"christian heller","post privacy(2011) &nbsp;",""
"lambert heller","literatur und information - datenbanken fachliteratur literaturrecherche und -verwaltung(2011) &nbsp;&nbsp;&nbsp;wissenschaftliches publizieren mit wikis - m�glich oder sogar w�nschenswert?(2006) &nbsp;&nbsp;&nbsp;",""
"hans d. hellige","geschichten der informatik(2004)",""
"kathrin helling","lernen mit videokonferenzen - szenarien anwendungen und praxistipps(2011) &nbsp;&nbsp;&nbsp;",""
"bert hellinger","entlassen werden wir vollendet",""
"matthias hellweg","cscl unplugged(2006) (erschienen in delfi 2006)",""
"richard helm","design patterns(1995) &nbsp;&nbsp;&nbsp;design patterns(2002) (erschienen in software pioneers)","{a collaborative undergraduate course for pen-based computing using tablet pcs|design patterns zur dokumentation von erfahrungswissen|ontologies to integrate learning design and learning content|computational representation of collaborative learning flow patterns using ims learning design|seminars|design approaches in technology enhanced learning|patterns designs and activities|a pattern language for pattern writing|einsatz von webbasierter standardsoftware f�r content management in e-commerce projekten|a pattern approach to interaction design|informatikunterricht und medienbildung|sec iii|software pioneers|informatics and the digital society|theory of computation as a vehicle for teaching fundamental concepts of computer science|zur wissenschaftlichen fundierung der schulinformatik|didaktik der informatik|squeak|extreme programming explained|cscw-kompendium|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen|rollenbasierte kooperationsunterst�tzung im kontext kollaborativen lernens|teaching and learning systems - the role of ai in past present and future|delfi 2005|euro-cscl|virtuelle wissensr�ume|die nintendo-generation lernt programmieren|extreme programming explored|delfi 2006|ver�nderungen wissenschaftlicher literalit�t durch digitale medien|offener bildungsraum hochschule|intuitive modelle der informatik|e-learning 2009|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht|interactive learning environments for mathematical topics|investigations of e-learning patterns}"
"j�rgen helmerich","casetrain(2009)",""
"sabine helmers","ekompetenz im fachlichen kontext(2006) (erschienen in e-learning - alltagstaugliche innovation?)",""
"leni helmes","wissensvernetzung im forschungsprozess(2007)",""
"michael t. helmick","interface-based programming assignments and automatic grading of java programs(2007) (erschienen in iticse 2007)integrated online courseware for computer science courses(2007) (erschienen in iticse 2007)",""
"andreas helmke","unterrichtsqualit�twas wissen wir �ber guten unterricht?(2006) &nbsp;&nbsp;&nbsp;","{der lernstick als lernwerkzeug in der schule im kontext des mlearnings|was wissen wir �ber guten unterricht?|ict in primarschulen|zehn merkmale guten unterrichts|computer und internet in der primarschule|bildung und betreuung 4- bis 8-j�hriger kinder|lernplattformen in schulen|zeitschrift f�r erziehungswissenschaft 13/1|wiki supporting formal and informal learning}"
"jan van helsing","h�nde weg von diesem buch!(2004) &nbsp;&nbsp;",""
"maren heltsche","weblogs in political campaigns(2007) (erschienen in blogtalks reloaded)",""
"forum helveticum","schule im netz(2003) &nbsp;&nbsp;&nbsp;","{bildung schweiz 11a/2004|e-learning}"
"jano van hemert","wikisim(2008) (erschienen in wikisym 2008)",""
"guido hemesath","prozessvisualisierung modularer inhalte im rahmen von e-learning(2009)",""
"matthias heming","einsatzszenarien von mobiltelefonen im informatikunterricht(2009) &nbsp;&nbsp;&nbsp;informatische bildung mit mobiltelefonen?(2009)vorbereitung aufs abitur(2007) (erschienen in log in 148/2007)mobil programmieren(2008) &nbsp;&nbsp;&nbsp;","{einsatzszenarien von mobiltelefonen im informatikunterricht|interesse wecken und grundkenntnisse vermitteln|25 jahre schulinformatik}"
"leaunda s. hemphill","moodling professional development training that worked(2009) (erschienen in handbook of research on new media literacy at the k-12 level)",""
"robyn henderson","learning from computer games(2010) (erschienen in technoliteracy discourse and social practice)",""
"j. hendler","web science(2008)","{was bringt tagging?}"
"norman hendrich","automatische �berpr�fung von �bungsaufgaben(2005) (erschienen in delfi 2005)",""
"stephanie hendrick","finding the life between buildings(2005) &nbsp;&nbsp;&nbsp;","{erkundungen des bloggens}"
"wilfried hendricks","individuell f�rdern(2009) &nbsp;&nbsp;aufbruch in die wissens-welt von morgen(2002)evaluation der lehrerfortbildung 'intel(r) lehren f�r die zukunft'(2002)",""
"jacob hendrickx","understanding the syntax barrier for novices(2011) (erschienen in iticse 2011)",""
"maurice hendrix","automatic and manual annotation using flexible schemas for adaptation on the semantic desktop(2006) (erschienen in innovative approaches for learning and knowledge sharing)a qualitative and quantitative evaluation of adaptive authoring of adaptive hypermedia(2007) (erschienen in creating new learning experiences on a global scale)",""
"t. dean hendrix","exploring accessibility and visibility relationships in java(2008) (erschienen in iticse 2008)",""
"david g. hendry","understanding information sharing in software development through wiki log analysis(2009) (erschienen in wikisym 2009)",""
"markus hengstschl�ger","die durchschnittsfalle(2012)",""
"gabriele henke","itg-projekt mein buch(1999) (erschienen in log in 5/1999)",""
"petra hennecke","qualit�tssicherung im e-learning(2006)","{digitale medien f�r lehre und forschung}"
"sara hennessy","an alternate realities microworld for horizontal motion(1990) (erschienen in iccal '90)",""
"dieter hennicken","projektbericht 'learning to learn'(2004) &nbsp;&nbsp;&nbsp;&nbsp;erste evaluationsergebnisse zum notebook-erwerb und -einsatz(2003) &nbsp;&nbsp;&nbsp;&nbsp;if you can walk you can dance if you can talk you can sing(2004)arbeiten im netz(2003) &nbsp;&nbsp;&nbsp;","{didaktik der notebook-universit�t|projektbericht 'learning to learn'|wikis in der schule|p�dagogischer mehrwert und implementierung von notebooks an der hochschule|infos 2007 - didaktik der informatik in theorie und praxis}"
"marina hennig","mit welchem ziel werden bestehende netzwerke generiert?(2008)die netzwerkanalyse literarischer texte(2006)",""
"jacqueline henning","human- und tiermedizin - technologieeinsatz im gesundheitswesen(2011) &nbsp;&nbsp;&nbsp;",""
"klaus henning","internationalisierung der technisch/naturwissenschaftlichen hochschulausbildung(1998) (erschienen in informatik und ausbildung)",""
"annette henninger","gender problems in der new economy(2003) (erschienen in missing link)",""
"michael henninger","training soft skills with software(2001) &nbsp;&nbsp;&nbsp;evaluation von multimedialen lernumgebungen und konzepten des e-learning(2001) &nbsp;&nbsp;",""
"joseph henrich","the competitive advantage of sanctioning institutions(2009) &nbsp;&nbsp;",""
"claudia henrichwark","auf dem weg zum medienkonzept(2002) &nbsp;&nbsp;&nbsp;&nbsp;mediaplayer und screenshots(2006) (erschienen in auf dem weg zu standards?)grundschule meets webquests(2007)medien bewusst nutzen lernen(2008) (erschienen in wie medien wirklichkeit konstruieren)","{medienpl�ne entwickeln}"
"laurie a. henry","unpacking social inequalities(2010) (erschienen in technoliteracy discourse and social practice)",""
"gerhard henschel","krebs - fehlgesteuertes lebendie wirrsten grafiken der welt(2003) &nbsp;","{neuland des denkens}"
"jan hense","aspekte der zentralen wissenschaftlichen begleitung im modellversuchsprogramm semik(2004) &nbsp;&nbsp;&nbsp;semik abschlussbericht der wissenschaftlichen programmbegleitung und zentralen evaluation(2004) &nbsp;&nbsp;&nbsp;&nbsp;selbstevaluation als ansatz der qualit�tsverbesserung von e-learning-angeboten(2006) &nbsp;&nbsp;&nbsp;nachhaltigkeit von modellversuchsprogrammen am beispiel des blk-programms semik(2002) &nbsp;&nbsp;&nbsp;","{ict in primarschulen|nachhaltigkeit von medienprojekten in der lehrerfortbildung|nachhaltigkeit von elearning-innovationen (scil-arbeitsbericht ii)|didaktische innovation durch blended learning|lernplattformen in schulen|bildungsportale}"
"jana hensel","null(2000)",""
"thomas hensel","�hyperfocused scribblings�(2009) (erschienen in powerpoint)",""
"patrick henseler","leitfaden f�r den aufbau einer unternehmensinternen wissensbasis mit hilfe von wiki(2002) &nbsp;&nbsp;&nbsp;","{konstruktion und kommunikation von wissen mit wikis}"
"robert g. henshaw","making a difference?(2006) &nbsp;&nbsp;&nbsp;",""
"hartmut von hentig","siehe hartmut von hentig","siehe hartmut von hentig"
"nicola henze","das kbs virtual classroom projekt(1998) (erschienen in informatik und ausbildung)personalisierbare informationssysteme im semantic web(2006) (erschienen in semantic web)",""
"gyeong mi heo","roles of initiators and interaction patterns(2009) &nbsp;&nbsp;",""
"andreas hepp","schl�sselwerke der cultural studies(2009)mediale migranten(2011) &nbsp;&nbsp;konnektivit�t netzwerk und fluss(2006) &nbsp;&nbsp;die lan-szene(2007)","{mythos wissensgesellschaft}"
"pedro hepp","enlaces(1997) (erschienen in informatik und lernen in der informationsgesellschaft)",""
"heraklit","","{die kunst des liebens|l�sungen|im spiegel der m�glichkeiten}"
"jean-mathias heraud","matching the performed activity on an educational platform with a recommended pedagogical scenario(2007) &nbsp;&nbsp;",""
"ulrich herb","open initiatives(2012) &nbsp;&nbsp;&nbsp;vernetzte forscher(2009) &nbsp;&nbsp;",""
"erich herber","siehe erich herber","siehe erich herber"
"katherine g. herbert","a study of phylogenetic tools for genomic nomenclature data cleaning(2007) (erschienen in iticse 2007)prediction of modulators of pyruvate kinase in smiles text using aprori methods(2007) (erschienen in iticse 2007)",""
"ilona herbst","lernen mit videokonferenzen - szenarien anwendungen und praxistipps(2011) &nbsp;&nbsp;&nbsp;wie viel qualifikation brauchen e-tutoren und e-tutorinnen an einer technischen universit�t(2010) &nbsp;&nbsp;",""
"michael herczeg","medienproduktion im projekt medin(2004) (erschienen in delfi 2004)instruktionstheoretische und narrative modelle am beispiel des projektes medin(2003) (erschienen in delfi 2003)informatikgrundlagen und mensch-computer-kommunikation(2004) (erschienen in cscl-kompendium)",""
"eelco herder","exploiting preference queries for searching learning resources(2007) (erschienen in creating new learning experiences on a global scale)workplace learning(2007) (erschienen in creating new learning experiences on a global scale)",""
"daniel herding","","{delfi 2011}"
"josef herget","visualisierungen bei internetsuchdiensten(2009) &nbsp;&nbsp;&nbsp;konzepte zur f�rderung der wissenschaftskommunikation(2007)",""
"norbert hering","vom denken und von denkmaschinen(2005)",""
"frank meyer zu heringdorf","mensch 3.0(2011) &nbsp;&nbsp;",""
"joan herman","defining twenty-first century skills(2011) &nbsp;&nbsp;",""
"maya herman","individual and group seminars and workshops in the computer science curriculum(2010) (erschienen in iticse 2010)",""
"russell l. herman","project numina: enhancing student learning with handheld computers(2005) &nbsp;&nbsp;&nbsp;",""
"c. hermann","eine logfilebasierte evaluation des einsatzes von vorlesungsaufzeichnungen(2007) &nbsp;&nbsp;&nbsp;",""
"christian hermann","der sender bin ich!(2008) (erschienen in web 2.0: jugend online als p�dagogische herausforderung)",""
"christoph hermann","electures-wiki(2009)stuva - ein werkzeug zur studienverlaufsanalyse(2006) (erschienen in hochschuldidaktik der informatik)eine lernerzentrierte evaluation des einsatzes von vorlesungsaufzeichnungen zur unterst�tzung der pr�senzlehre(2006) (erschienen in delfi 2006)","{delfi 2011}"
"fabian hermann","solving the case together(2001) &nbsp;&nbsp;","{scripting computer-supported collaborative learning}"
"thomas hermann","klicken lesen und spielend lernen(2004)expertise medien und ict(2009) &nbsp;&nbsp;","{grosser bedarf an p�dagogischem und didaktischem support|stufen�bergreifendes ict-konzept f�r die z�rcher volksschule|computerspiele und videogames in formellen und informellen bildungskontexten|umfrage zum stand der integration von medien und ict in der z�rcher volksschule}"
"anita hermann-ruess","wirkungsvoll pr�sentieren - das buch voller ideen &nbsp;&nbsp;",""
"alfred hermes","siehe alfred hermes","siehe alfred hermes"
"martin hermida","internetnutzung von 12- bis 16-j�hrigen jugendlichen(2008) &nbsp;&nbsp;&nbsp;",""
"david a. hernandez","laptops and fourth grade literacy(2010) &nbsp;&nbsp;&nbsp;","{can one latop per child save the world's poor?|2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband}"
"fernando hern�ndez","new media literacy and the digital divide(2009) (erschienen in handbook of research on new media literacy at the k-12 level)",""
"roberto hern�ndez","deconstructing vles to create customized ples(2011) (erschienen in iticse 2011)",""
"vera hern�ndez ernst","virtuelle realit�t(1998) (erschienen in log in 6/1998)",""
"davinia hern�ndez-leo","diagrams of learning flow patterns� solutions as visual representations of refinable ims learning design templates(2007) (erschienen in handbook of visual languages for instructional design)computer assisted assessment patterns for different target users(2011) (erschienen in investigations of e-learning patterns)linking cscl script design patterns(2011) (erschienen in investigations of e-learning patterns)computational representation of collaborative learning flow patterns using ims learning design(2005) &nbsp;&nbsp;&nbsp;collage(2009) &nbsp;&nbsp;&nbsp;","{participatory design in open education|design approaches in technology enhanced learning|investigations of e-learning patterns}"
"isidoro hern�n-losada","exploring recursion with fibonacci numbers(2007) (erschienen in iticse 2007)",""
"steve herne","readings in primary art education &nbsp;&nbsp;",""
"henry herper","informatische bildung im primarbereich(2009) &nbsp;&nbsp;analyse eines informatiksystems durch unterschiedliche modellierungsans�tze(2005) (erschienen in unterrichtskonzepte f�r informatische bildung)informatische bildung in der sekundarstufe i(2003) (erschienen in log in 122/123/2003)lehrerbildung und informatik(2003) (erschienen in log in 122/123/2003)algorithmen(2005) (erschienen in log in 135: standards in der informatischen bildung)notebookeinsatz in grundschulen(2011) &nbsp;&nbsp;&nbsp;diskrete modellierung und simulation(1997) (erschienen in informatik und lernen in der informationsgesellschaft)aufgabenbeschreibungen f�r das informatische modellieren(2003) (erschienen in informatische fachkonzepte im unterricht)modellierung von systemen(2001) (erschienen in informatikunterricht und medienbildung)","{wie viele computer braucht ein schulkind?|dossier computer in der schule}"
"madeleine herren","allgemeinwissen und gesellschaft(2006)",""
"matthew herren","ethiopia implementation report(2008) &nbsp;&nbsp;",""
"susan c. herring","questioning the generational divide(2007) &nbsp;&nbsp;&nbsp;","{deconstructing the net generation thesis}"
"anthony herrington","new technologies new pedagogies(2009) &nbsp;&nbsp;&nbsp;",""
"jan herrington","new technologies new pedagogies(2009) &nbsp;&nbsp;&nbsp;authentic tasks(2009) (erschienen in looking toward the future of technology-enhanced education)using technology in pedagogically responsive ways to support literacy learners(2009) (erschienen in handbook of research on new media literacy at the k-12 level)publishing and perishing(2010) &nbsp;&nbsp;&nbsp;",""
"matthias herrle","erziehungswissenschaftliche videographie(2009) &nbsp;&nbsp;",""
"christian herrmann","h�rensagen: der vokabeltrainer f�r mobile leute(2007)",""
"christoph herrmann","crossover und querbeet(2001) (erschienen in gdi impuls 3/01)brand governance(2003) (erschienen in gdi impuls 3/03)",""
"peter herrmann","l�sungen in der schule(2005)",""
"thomas herrmann","informatik und gesellschaft(1995) &nbsp;ans�tze zur entwicklung datenschutzkonformer e-learning-plattformen(2009)anforderungen an lehrunterst�tzende kooperationssysteme aus kommunikationstheoretischer sicht.(1999) (erschienen in informatik und schule)wissensvermittlung durch studierende f�r studierende(1998) (erschienen in informatik und ausbildung)modellgest�tzte moderation in cscl-umgebungen(2004) &nbsp;&nbsp;cscl in hochschulseminaren(2004) (erschienen in cscl-kompendium)konzepte f�r die lerngruppe(2004) (erschienen in cscl-kompendium)","{informatik im herstellungs- und nutzungskontext}"
"ulrich herrmann","lernen findet im gehirn statt(2006) (erschienen in lernen und gehirn)",""
