"name","latest version","description"
"libxml++2","2.26.1-2","c++ wrapper for the libxml xml parser library"
"libxml++2-shlibs","2.26.1-2","c++ wrapper for the libxml xml parser library"
"libxml-pm5100","0.08-2","perl modules for working with xml in perl"
"libxml-pm586","0.08-2","perl modules for working with xml in perl"
"libxml-pm588","0.08-2","perl modules for working with xml in perl"
"libxml-shlibs","1.8.17-15","xml parsing library"
"libxml2","2.7.8-202","xml parsing library version 2"
"libxml2-bin","2.7.8-202","xml parsing library version 2"
"libxml2-py24","2.6.27-1002","python bindings for libxml2 library"
"libxml2-py25","2.7.8-1","python bindings for libxml2 library"
"libxml2-py26","2.7.8-1","python bindings for libxml2 library"
"libxml2-py27","2.7.8-1","python bindings for libxml2 library"
"libxml2-rb18","0.5.4-2","ruby bindings for libxml2"
"libxml2-shlibs","2.7.8-202","xml parsing library version 2"
"libxosd2-dev","2.2.12-13","x11 onscreen display library"
"libxosd2-shlibs","2.2.12-13","x11 onscreen display library"
"libxslt","1.1.26-1","xml stylesheet transformation library"
"libxslt-bin","1.1.26-1","xml stylsheet transformation utility (xsltproc)"
"libxslt-py25","1.1.26-1","python bindings for libxslt library"
"libxslt-py26","1.1.26-1","python bindings for libxslt library"
"libxslt-py27","1.1.26-1","python bindings for libxslt library"
"libxslt-shlibs","1.1.26-1","xml stylsheet transformation shared libraries"
"libyaml","0.1.3-4","yaml 1.1 parser and emitter written in c"
"libyaml-shlibs","0.1.3-4","yaml 1.1 parser and emitter written in c"
"libytnef","1.5-3","tnef stream reader library"
"libytnef-dev","1.5-3","tnef stream reader library"
"libytnef-shlibs","1.5-3","tnef stream reader library"
"libz80ex","1.1.18-3","zilog z80 cpu emulator in library form"
"libz80ex-shlibs","1.1.18-3","zilog z80 cpu emulator in library form"
"libzbar-py26","0.10-1","python-gtk bindings for zebra barcode library"
"libzbar-py27","0.10-1","python-gtk bindings for zebra barcode library"
"libzbar0","0.10-1","multiformat barcode scanning/decoding library"
"libzbar0-gtk","0.10-1","gtk bindings for zebra barcode library"
"libzbar0-gtk-shlibs","0.10-1","gtk bindings for zebra barcode library"
"libzbar0-qt-x11","0.10-2","qt4 bindings for zebra barcode library"
"libzbar0-qt-x11-shlibs","0.10-2","qt4 bindings for zebra barcode library"
"libzbar0-shlibs","0.10-1","multiformat barcode scanning/decoding library"
"libzebrabar-py25","0.5-1","python-gtk bindings for zebra barcode library"
"libzebrabar-py26","0.5-2","python-gtk bindings for zebra barcode library"
"libzebrabar0-gtk","0.5-4","gtk bindings for zebra barcode library"
"libzebrabar0-gtk-shlibs","0.5-4","gtk bindings for zebra barcode library"
"libzebrabar0-qt","0.5-4","qt4 bindings for zebra barcode library"
"libzebrabar0-qt-shlibs","0.5-4","qt4 bindings for zebra barcode library"
"libzebrabar3","0.5-4","multiformat barcode scanning/decoding library"
"libzebrabar3-shlibs","0.5-4","multiformat barcode scanning/decoding library"
"libzip1","0.9.3-2","library for handling zip archives"
"libzip1-64bit","0.9.3-2","library for handling zip archives"
"libzip1-64bit-bin","0.9.3-2","library for handling zip archives"
"libzip1-64bit-shlibs","0.9.3-2","library for handling zip archives"
"libzip1-bin","0.9.3-2","library for handling zip archives"
"libzip1-shlibs","0.9.3-2","library for handling zip archives"
"libzip2","0.10-1","library for handling zip archives"
"libzip2-64bit","0.10-1","library for handling zip archives"
"libzip2-64bit-bin","0.10-1","library for handling zip archives"
"libzip2-64bit-shlibs","0.10-1","library for handling zip archives"
"libzip2-bin","0.10-1","library for handling zip archives"
"libzip2-shlibs","0.10-1","library for handling zip archives"
"libzmq2","3.0.1-1","no config transport layer"
"libzmq2-shlibs","3.0.1-1","no config transport layer"
"libzrtpcpp","1.4.2-1003","ccrtp extension for zrtp/zfone support"
"libzrtpcpp-shlibs","1.4.2-1003","ccrtp extension for zrtp/zfone support"
"libzvt2","2.0.1-1019","zed's virtual terminal"
"libzvt2-dev","2.0.1-1019","zed's virtual terminal"
"libzvt2-shlibs","2.0.1-1019","zed's virtual terminal"
"lie","2.2.2-1","specialized computer algebra package"
"lifelines","3.0.62-1003","scriptable genealogy program"
"lifeograph","0.5.2-1002","electronical diary with encryption and more"
"liferea","1.6.5-1","rss feed aggregator for gnome"
"lightlab","0.3-1015","demo of opengl lighting effects"
"lighttpd","1.4.25-3","lightning fast web server"
"lighttpd-access","1.4.25-3","mod_access for lighttpd"
"lighttpd-accesslog","1.4.25-3","mod_accesslog for lighttpd"
"lighttpd-alias","1.4.25-3","mod_alias for lighttpd"
"lighttpd-auth","1.4.25-3","mod_auth for lighttpd"
"lighttpd-cgi","1.4.25-3","mod_cgi for lighttpd"
"lighttpd-cml","1.4.25-3","mod_cml (cache meta language) for lighttpd"
"lighttpd-compress","1.4.25-3","mod_compress for lighttpd"
"lighttpd-evasive","1.4.25-3","mod_evasive (limit of connections per ip) for lighttpd"
"lighttpd-evhost","1.4.25-3","mod_evhost (enchanced virtual host support) for lighttpd"
"lighttpd-expire","1.4.25-3","mod_expire for lighttpd"
"lighttpd-extforward","1.4.25-3","mod_extforward (get real ip from x-forwarded-for) for lighttpd [*unoffic..."
"lighttpd-fastcgi","1.4.25-3","mod_fastcgi for lighttpd"
"lighttpd-flv-streaming","1.4.25-3","mod_flv_streaming (flash video) for lighttpd"
"lighttpd-geoip","1.4.25-3","mod_geoip for lighttpd [*unofficial*]"
"lighttpd-magnet","1.4.25-3","mod_magnet (control the request handling) for lighttpd"
"lighttpd-mysql-vhost","1.4.25-3","mod_mysql_vhost for lighttpd"
"lighttpd-proxy","1.4.25-3","mod_proxy for lighttpd"
"lighttpd-redirect","1.4.25-3","mod_redirect for lighttpd"
"lighttpd-rewrite","1.4.25-3","mod_rewrite for lighttpd"
"lighttpd-rrdtool","1.4.25-3","mod_rrdtool (logging into round robin database) for lighttpd"
"lighttpd-scgi","1.4.25-3","mod_scgi for lighttpd"
"lighttpd-secdownload","1.4.25-3","mod_secdownload (secure download) for lighttpd"
"lighttpd-setenv","1.4.25-3","mod_setenv for lighttpd"
"lighttpd-simple-vhost","1.4.25-3","mod_simple_vhost for lighttpd"
"lighttpd-ssi","1.4.25-3","mod_ssi for lighttpd"
"lighttpd-status","1.4.25-3","mod_status for lighttpd"
"lighttpd-trigger-b4dl","1.4.25-3","mod_trigger_b4_dl (trigger before download) for lighttpd"
"lighttpd-userdir","1.4.25-3","mod_userdir for lighttpd"
"lighttpd-useronline","1.4.25-3","mod_useronline (track online/active users by unique ips) for lighttpd [*..."
"lighttpd-usertrack","1.4.25-3","mod_usertrack (cookies) for lighttpd"
"lighttpd-webdav","1.4.25-3","mod_webdav for lighttpd"
"lilycomp","1.0.2-3","quick-entry gui for lilypond music typesetter"
"lilypond","2.14.2-1","gnu music typesetter"
"lilypond-devel","2.15.8-1","gnu music typesetter"
"limit","1.14.10-1","library about internet message"
"limit-tool","0.1-2","runs a process and sends a signal to it"
"linbox0","1.2.2-1","c++ template library for linear algebra"
"linbox0-shlibs","1.2.2-1","c++ template library for linear algebra"
"linc1","1.0.3-1024","network client/server library"
"linc1-shlibs","1.0.3-1024","network client/server library"
"lincity","1.12.1-1","city simulation game"
"lincity-ng","1.1.2-1001","city simulation game"
"linear-algebra-atlas-oct305","1.0.6-4","additional linear algebra code for octave"
"linear-algebra-atlas-oct324","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-atlas-oct343","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-atlas-oct360","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-atlas-oct361","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-oct305","1.0.6-4","additional linear algebra code for octave"
"linear-algebra-oct324","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-oct343","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-oct360","2.1.0-3","additional linear algebra code for octave"
"linear-algebra-oct361","2.1.0-3","additional linear algebra code for octave"
"lingua-en-inflect-pm","1.891-1","convert singular to plural"
"lingua-en-numbers-ordinate-pm","1.02-1","perl mod to convert 1 to 1st"
"lingua-preferred-pm5100","0.2.4-22","let you specify your lang in perl"
"lingua-preferred-pm586","0.2.4-22","let you specify your lang in perl"
"lingua-preferred-pm588","0.2.4-22","let you specify your lang in perl"
"linkchecker","7.0-2","check websites and html docs for broken links"
"links","0.99-3","lynx-like text www browser with tables"
"links-ssl","0.99-5","obsolete use package 'links' instead"
"linpal","0.5-1016","gtk+2 based client for the palace"
"linsmith","0.99.12-2","smith charting program"
"linuxdcpp","1.0.3-2","direct connect protocol gtk client"
"liquidwar","5.6.4-1","unique multiplayer wargame"
"lisa","3.5.8-1023","kde - network neighborhood browser"
"list-bisect-pm","0.002-1","also collect nonmatches from grep"
"list-moreutils-pm5100","0.33-1","provide the stuff missing in list::util"
"list-moreutils-pm586","0.33-1","provide the stuff missing in list::util"
"list-moreutils-pm588","0.33-1","provide the stuff missing in list::util"
"littre-mac","2.0-2","french dictionary (aqua version)"
"littre-x11","2.0-2","french dictionary (x11 version)"
"livemedia","0.0.2009.11.27-2","live555 streaming media"
"llvm27","2.7-2","modular and reusable compiler"
"llvm29","2.9-2","modular and reusable compiler"
"llvm30","3.0-1","modular and reusable compiler"
"lmarbles","1.0.7-3","puzzle game resembles atomix"
"local-lib-pm5100","1.008004-1","manage private collection of libs vs global"
"local-lib-pm588","1.008004-1","manage private collection of libs vs global"
"locale-gettext-pm5100","1.05-2","perl module for string internationalization"
"locale-gettext-pm586","1.05-2","perl module for string internationalization"
"locale-gettext-pm588","1.05-2","perl module for string internationalization"
"locale-maketext-fuzzy-pm5100","0.10-1","perl module for additional localization"
"locale-maketext-fuzzy-pm586","0.10-1","perl module for additional localization"
"locale-maketext-fuzzy-pm588","0.10-1","perl module for additional localization"
"locale-maketext-lexicon-pm5100","0.91-1","perl module providing lexicon-handling"
"locale-maketext-lexicon-pm586","0.82-1","perl module providing lexicon-handling"
"locale-maketext-lexicon-pm588","0.91-1","perl module providing lexicon-handling"
"locale-maketext-pm","1.19-1","base class for inheritance-based lexicons"
"locale-maketext-simple-pm","0.21-1","perl module i/f locale::maketext::lexicon"
"locale-textdomain-pm5100","1.20-2","perl module for string internationalization"
"locale-textdomain-pm586","1.20-2","perl module for string internationalization"
"locale-textdomain-pm588","1.20-2","perl module for string internationalization"
"locale-us-pm","2.112150-1","usps two-letter state-code processor"
"localepurge","0.0.37-2","automatically remove unnecessary locale data"
"log-any-pm","0.13-1","bringing loggers and listeners together"
"log-dispatch-array-pm5100","1.001-1","log events to an array reference"
"log-dispatch-array-pm588","1.001-1","log events to an array reference"
"log-dispatch-filerotate-pm5100","1.19-2","dispatches messages to one or more outputs"
"log-dispatch-filerotate-pm586","1.19-2","dispatches messages to one or more outputs"
"log-dispatch-filerotate-pm588","1.19-2","dispatches messages to one or more outputs"
"log-dispatch-pm5100","2.29-1","dispatches messages to one or more outputs"
"log-dispatch-pm586","2.29-1","dispatches messages to one or more outputs"
"log-dispatch-pm588","2.29-1","dispatches messages to one or more outputs"
"log-log4perl-pm5100","1.24-1","log::log4perl - log4j implementation for perl"
"log-log4perl-pm586","1.24-1","log::log4perl - log4j implementation for perl"
"log-log4perl-pm588","1.24-1","log::log4perl - log4j implementation for perl"
"log-message-pm","0.04-1","diagnostic logging handlers"
"log-message-simple-pm","0.08-1","simplified front-end for log::message"
"log-report-pm5100","0.94-1","pluggable handlers for runtime situations"
"log-report-pm586","0.94-1","pluggable handlers for runtime situations"
"log-report-pm588","0.94-1","pluggable handlers for runtime situations"
"log-tracemsgs-pm5100","1.4-12","better way of putting trace messages in code"
"log-tracemsgs-pm586","1.4-12","better way of putting trace messages in code"
"log-tracemsgs-pm588","1.4-12","better way of putting trace messages in code"
"log4c","1.0.10-1012","flexible logging to conf. destinations"
"log4cpp","1.0-1002","c++ classes for flexible logging"
"log4cpp-shlibs","1.0-1002","c++ classes for flexible logging"
"log4j","1.2.14-2","java logging"
"log4j-jmx","1.2.14-1","java logging (jmx apis)"
"logcheck","1.1.1-2","log file auditing"
"logilab-common-py25","0.56.0-1","common functionalities for logilab projects"
"logilab-common-py26","0.56.0-1","common functionalities for logilab projects"
"logilab-common-py27","0.56.0-1","common functionalities for logilab projects"
"login-generator-rb18","1.2.2-2","user and login management for rails"
"logrotate","3.7.1-1","rotates compresses removes and mails logs"
"lokalize4-mac","4.4.1-2","kde4 - translation system"
"lokalize4-x11","4.4.1-2","kde4 - translation system"
"longloops","1.0.1-1002","brain-stretching strategy game"
"loopy-kde4-mac","0.5.3-1003","kde4 - slim themeable video player"
"loopy-kde4-x11","0.5.3-1003","kde4 - slim themeable video player"
"lopster","1.2.2-1003","modern opennap client based on gtk+"
"loqui","0.4.4-4","irc client for the gtk+-2.0 environment"
"lostirc","0.4.6-1004","simple irc client"
"loudmouth","1.4.3-1","lightweight c library for the jabber protocol"
"loudmouth-shlibs","1.4.3-1","lightweight c library for the jabber protocol"
"lout","3.29-3","document formatting system"
"lpairs","1.0.4-3","memory game"
"lpsolve","5.5.2.0-1","mixed integer linear programming (ilp) solver"
"lpsolve-extra","5.5.2.0-1","external language interfaces for lpsolve"
"lpsolve-java","5.5.0.11-1","java bindings for lpsolve"
"lpsolve-octave","5.5.2.0-3","octave interface to the mixed lp pkg lpsolve"
"lpsolve-python","5.5.2.0-1","python interface to the mixed lp pkg lpsolve"
"lpsolve-scilab","5.5.0.12-1","scilab interface to the mixed lp pkg lpsolve"
"lpsolve5.5-dev","5.5.2.0-1","mixed integer linear programming (ilp) solver"
"lpsolve5.5-shlibs","5.5.2.0-1","mixed integer linear programming (ilp) solver"
"lrzip","0.44-1003","compressor uses lzma lzo &amp; rzip algorithms"
"lrzsz","0.12.20-1","free x/y/zmodem implementation"
"lsdb","0.11-5","lovely sister database (emacs email-rolodex)"
"lsdvd","0.16-1","read the content info of a dvd"
"lskat","3.5.8-1021","kde - 2-player card game like offiziersskat"
"lskat4-mac","4.4.1-2","kde4 - lieutenant skat card game"
"lskat4-x11","4.4.1-2","kde4 - lieutenant skat card game"
"lspbs","1.1-3","cluster status checking tool"
"lss","0.1.6-2","latex symbols selector"
"lua","5.0.2-1007","small compilable scripting language"
"lua-shlibs","5.0.2-1007","lua shared libraries"
"lua51","5.1.4-1","small and fast embeddable scripting language"
"lua51-dev","5.1.4-1","files needed to compile source against lua c api"
"lua51-lanes","2.0.2-0","multithreading extension for lua"
"lua51-shlibs","5.1.4-1","shared libraries for linking lua 5.1 into an application"
"luarocks","1.0-2","add-on modules manager for lua 5.1"
"luckybackup","0.4.0-1005","qt4/rsync-based backup utility"
"luckybackup-aqua","0.4.0-1003","qt4-mac/rsync-based backup utility"
"luminance","2.0-1004","hdr imaging tool based on qt4"
"luola","1.3.0-3","multiplayer cave-flying game"
"luola-levels-nostalgia","1.2-2","multiplayer cave-flying game level pack"
"luola-levels-standard","6.0-2","multiplayer cave-flying game level pack"
"luximono","20040126-2","monospaced (typewriter) latex type1 font pack"
"lv","4.51-1004","powerful multilingual file viewer / grep"
"lwp-mediatypes-pm5100","6.02-1","guess media type for a file or a url"
"lwp-mediatypes-pm588","6.02-1","guess media type for a file or a url"
"lwp-protocol-https-pm5100","6.03-1","provide https support for lwp::useragent"
"lwp-protocol-https-pm588","6.03-1","provide https support for lwp::useragent"
"lxml-py24","2.3.2-1","binding for the libxml2 and libxslt"
"lxml-py25","2.3.2-1","binding for the libxml2 and libxslt"
"lxml-py26","2.3.2-1","binding for the libxml2 and libxslt"
"lxml-py27","2.3.2-1","binding for the libxml2 and libxslt"
"lxml-py31","2.3.2-1","binding for the libxml2 and libxslt"
"lxml-py32","2.3.2-1","binding for the libxml2 and libxslt"
"lxsplit","0.1.1-1","file splitter &amp; joiner"
"lynx","2.8.7-1","console based web browser"
"lynx-ssl","2.8.5-6","obsolete: use package 'lynx' instead"
"lyx","1.5.6-2","placeholder for switching to new nomenclature"
"lyx-mac","1.6.10-44","wordprocessor utilizing latex"
"lyx-qt","1.5.6-101","wordprocessor utilizing latex (qt version)"
"lyx-x11","1.6.10-44","wordprocessor utilizing latex"
"lyx2-mac","2.0.3-42","wordprocessor utilizing latex"
"lyx2-x11","2.0.3-42","wordprocessor utilizing latex"
"lzip","1.13-1","lzma file compressor"
"lziprecover","1.13-1","lzip recovery tool"
"lzma","5.0.3-1","obsolete use package 'xz' instead"
"lzma-py26","0.5.3-2","python interface for the liblzma library"
"lzma-py27","0.5.3-2","python interface for the liblzma library"
"lzo","1.08-3","real-time data compression library"
"lzo-shlibs","1.08-3","real-time data compression library"
"lzo2","2.06-2","real-time data compression library"
"lzo2-shlibs","2.06-2","real-time data compression library"
"lzop","1.02-1","real-time compressor"
"m17n-db","1.6.2-1","database for the m17n library"
"m17n-lib","1.6.2-3","multilingual text processing library for c"
"m17n-lib-examples","1.6.2-3","multilingual text processing library for c"
"m17n-lib-gui","1.6.2-3","multilingual text processing library for c"
"m17n-lib-gui-shlibs","1.6.2-3","multilingual text processing library for c"
"m17n-lib-shlibs","1.6.2-3","multilingual text processing library for c"
"m2crypto-py24","0.21.1-1","python interface to openssl"
"m2crypto-py25","0.21.1-1","python interface to openssl"
"m2crypto-py26","0.21.1-1","python interface to openssl"
"m2crypto-py27","0.21.1-1","python interface to openssl"
"m4","1.4.2-1","advanced macro processing language"
"m681x-binutils","2.17-2","for motorola 6811/12 microcontrollers"
"m681x-gcc","3.3.6-3","for motorola 68hc11/12 micro controllers"
"m681x-gdb","6.4-2","for motorola 68hc11/12 micro controllers"
"m681x-newlib","1.12.0-3","for motorola 68hc11/12 micro controllers"
"mac-appleevents-simple-pm5100","1.18-1","perl module - simple access to appleevents"
"mac-appleevents-simple-pm586","1.18-1","perl module - simple access to appleevents"
"mac-appleevents-simple-pm588","1.18-1","perl module - simple access to appleevents"
"mac-apps-launch-pm5100","1.93-1","perl module - module to launch and quit apps"
"mac-apps-launch-pm586","1.93-1","perl module - module to launch and quit apps"
"mac-apps-launch-pm588","1.93-1","perl module - module to launch and quit apps"
"mac-carbon-pm5100","0.82-1","perl module for accessing carbon api"
"mac-carbon-pm586","0.82-1","perl module for accessing carbon api"
"mac-carbon-pm588","0.82-1","perl module for accessing carbon api"
"mac-errors-pm","1.14-1","perl module - constants for mac error codes"
"mac-fsevents-pm5100","0.05-1","monitor a directory structure for changes"
"mac-fsevents-pm588","0.05-1","monitor a directory structure for changes"
"mac-glue-pm5100","1.30-2","perl module - control mac apps"
"mac-glue-pm586","1.30-2","perl module - control mac apps"
"mac-glue-pm588","1.30-2","perl module - control mac apps"
"mac-growl-pm586","0.7-13","perl module for growl notification system"
"mac-growl-pm588","0.7-13","perl module for growl notification system"
"mac-key-mode","0.227-1","mac-like keybindings for emacsen"
"mac-path-util-pm5100","0.26-1","convert between darwin and mac paths"
"mac-path-util-pm586","0.26-1","convert between darwin and mac paths"
"mac-path-util-pm588","0.26-1","convert between darwin and mac paths"
"mac-propertylist-pm","1.31-1","perl .plist parser"
"mac-propertylist-sax-pm5100","0.85-1","work with mac plists at a low level fast"
"mac-propertylist-sax-pm586","0.85-1","work with mac plists at a low level fast"
"mac-propertylist-sax-pm588","0.85-1","work with mac plists at a low level fast"
"mac-systemdirectory-pm5100","0.05-2","locate mac os x standard system directories"
"mac-systemdirectory-pm586","0.05-2","locate mac os x standard system directories"
"mac-systemdirectory-pm588","0.05-2","locate mac os x standard system directories"
"macaulay2","1.2-1001","computer algebra systm for algebraic geometry"
"macaulay2-64bit","1.2-1001","computer algebra systm for algebraic geometry"
"macholib-py24","1.4.3-1","mach-o header analysis and editing"
"macholib-py25","1.4.3-1","mach-o header analysis and editing"
"macholib-py26","1.4.3-1","mach-o header analysis and editing"
"macosx-file-pm586","0.71-1002","perl modules to manipulate files on macos x"
"macosx-file-pm586-bin","0.69-1004","perl modules to manipulate files on macos x"
"macosx-file-pm588","0.71-1002","perl modules to manipulate files on macos x"
"macstl","0.3.1-3","simd-accelerated c++ generic library"
"madbomber","0.2.5-2","clone of the kaboom! game"
"madeline2","2.0.99-1","pedigree drawing engine"
"madplay","0.15.2b-7","mpeg audio decoder and player"
"maelstrom","3.0.6-1007","arcade-style game resembling asteroids"
"magic71","7.1-20070406-2","very capable vlsi layout cad tool"
"magic74","7.4.59-2","very capable vlsi layout cad tool"
"magicdate-py25","0.1.3-1","fuzzy date handling for python"
"magicdate-py26","0.1.3-1","fuzzy date handling for python"
"magicdate-py27","0.1.3-1","fuzzy date handling for python"
"mah-jong","1.10-1","multiplayer tile game"
"mail-folder-pm5100","0.07-14","perl interface to mailboxes"
"mail-folder-pm586","0.07-14","perl interface to mailboxes"
"mail-folder-pm588","0.07-14","perl interface to mailboxes"
"maildirproc","0.2-1","processor for for maildir-format mailboxes"
"maildrop","2.0.2-1001","mail delivery agent with filtering abilities"
"mailody","0.5.0-1004","kde - advanced imap email client"
"mailtools-pm5100","2.06-1","perl modules related to mail applications"
"mailtools-pm586","2.06-1","perl modules related to mail applications"
"mailtools-pm588","2.06-1","perl modules related to mail applications"
"mairix","0.21-1","command-line mail indexing tool"
"make","3.81-2","software build tool"
"makepatch","2.04-1","perl scripts to make and apply patches"
"mako-py25","0.6.2-1","python templating language"
"mako-py26","0.6.2-1","python templating language"
"mako-py27","0.6.2-1","python templating language"
"mako-py31","0.6.2-1","python templating language"
"malsync","0.44.1-1","library for syncing avantgo"
"man","1.6e-1","utility to show unix manpages"
"man2html","3.0.1-1","generate html pages from man pages"
"manconf","20020121-12","placeholder package for jaguar update (do not install)"
"mandvd","2.2-1003","editor for building video dvds"
"manedit","1.2.1-2","graphical editor for manpages"
"mapmaker","3.0-1017","interactive genetic linkage mapping package"
"mapping-oct305","1.0.7-2","simple mapping functions for octave"
"mapping-oct324","1.0.7-2","simple mapping functions for octave"
"mapping-oct343","1.0.7-2","simple mapping functions for octave"
"mapping-oct360","1.0.7-2","simple mapping functions for octave"
"mapping-oct361","1.0.7-2","simple mapping functions for octave"
"mapserver5","5.6.5-1001","spatial web development environment"
"marble4-mac","4.4.1-6","kde4 - virtual globe and world atlas"
"marble4-x11","4.4.1-6","kde4 - virtual globe and world atlas"
"markdown-py24","2.1.0-1","markdown templating in python"
"markdown-py25","2.1.0-1","markdown templating in python"
"markdown-py26","2.1.0-1","markdown templating in python"
"markdown-py27","2.1.0-1","markdown templating in python"
"markupsafe-py25","0.15-1","xml/html/xhtml markup safe string"
"markupsafe-py26","0.15-1","xml/html/xhtml markup safe string"
"markupsafe-py27","0.15-1","xml/html/xhtml markup safe string"
"markupsafe-py31","0.15-1","xml/html/xhtml markup safe string"
"markupsafe-py32","0.15-1","xml/html/xhtml markup safe string"
"marlin","0.13-6","full-featured sample editor"
"marlin-dev","0.13-6","full-featured sample editor"
"marlin-shlibs","0.13-6","full-featured sample editor"
"marst","2.6-3","algol-to-c translator"
"marsyas","0.4.5-1","audio processing &amp; info retrieval framework"
"massif-visualizer-mac","0.2-1","tool to visualise valgrind massif data"
"massif-visualizer-mac-shlibs","0.2-1","tool to visualise valgrind massif data"
"massif-visualizer-x11","0.2-1","tool to visualise valgrind massif data"
"massif-visualizer-x11-shlibs","0.2-1","tool to visualise valgrind massif data"
"massxpert-mac","2.3.6-1004","mass spectrometric package uses qt4"
"massxpert-x11","2.3.6-1004","mass spectrometric package uses qt4"
"mateedit","0.2-1004","kde - collaborative editor"
"math-combinatorics-pm","0.08-1","combinations and permutations on lists"
"math-gradient-pm","0.04-1","calculate color-transition gradients"
"math-interpolate-pm","1.05-1","find element index in a sorted list"
"math-matrix-pm","0.5-1","perl module to multiply and invert matrices"
"math-matrixreal-pm","2.09-1","real-number matrix operations and overloading"
"math-vectorreal-pm","1.02-1","3d vector math operations and overloading"
"mathabx","0.0.20050518-1","set of mathematical symbols font series"
"mathgl","1.11.2-2","library for scientific graphics"
"mathgl-bin","1.11.2-2","library for scientific graphics"
"mathgl-shlibs","1.11.2-2","library for scientific graphics"
"mathomatic","15.5.2-1","symbolic algebra program"
"mathwar","0.2.5-1","simple &quot;flash-card&quot; type math game for kids"
"matplotlib-basemap-data-py24","0.9.5-2","high resolution data for matplotlib-basemap"
"matplotlib-basemap-data-py25","0.9.5-2","high resolution data for matplotlib-basemap"
"matplotlib-basemap-py24","0.99.4-1","plot data on map projections with matplotlib"
"matplotlib-basemap-py25","0.99.4-1","plot data on map projections with matplotlib"
"matplotlib-basemap-py26","0.99.4-1","plot data on map projections with matplotlib"
"matplotlib-py24","1.1.0-2","pure python 2d plotting with a matlab syntax"
"matplotlib-py25","1.1.0-2","pure python 2d plotting with a matlab syntax"
"matplotlib-py26","1.1.0-2","pure python 2d plotting with a matlab syntax"
"matplotlib-py27","1.1.0-2","pure python 2d plotting with a matlab syntax"
"maven","3.0.1-1","software project management tool"
"mawk","1.3.4-20100625-1","interpreter for the awk programming language"
"maxima","5.9.0.0-4","symbol manipulation program"
"maximus","0.4.3-4","window management tool"
"mayavi-py25","1.5-3","free easy to use scientific data visualizer"
"mayavi2-py26","3.3.2-1","mayavi scientific data 3d visualizer"
"mbsystem","5.3.1917-1","processing and displaying swath sonar data"
"mbsystem-dev","5.3.1917-1","processing and displaying swath sonar data"
"mc","4.8.1.3-1","midnight commander file manager"
"mcabber","0.9.9-4","jabber ncurses client with ssl muc gpg otr"
"mccc","0.7.1-1001","mac japanese character code converter"
"md5deep","3.6-1","advanced md5/sha1/etc. computation tool"
"mdate","1.5.1-1","convert gregorian to mayan long count"
"mdbtools","0.6pre1-20080304-4","read microsoft access database files"
"mdbtools-dev","0.6pre1-20080304-4","ms access reader shared libraries"
"mdbtools-shlibs","0.6pre1-20080304-4","ms access reader shared libraries"
"mdds","0.5.4-1","multi-dim. data structure and indexing algo"
"mdk","1.2.5-2","gnu mix development kit"
"mdk-gui","1.2.5-2","gnu mix development kit"
"mdp-py25","3.0-1","modular toolkit for data processing mdp"
"mdp-py26","3.0-1","modular toolkit for data processing mdp"
"mdp-py27","3.0-1","modular toolkit for data processing mdp"
"mdp-py31","3.0-1","modular toolkit for data processing mdp"
"mdp-py32","3.0-1","modular toolkit for data processing mdp"
"mdz","0.0.6-2","mandelbrot deep zoom image generator"
"mecab","0.95-1002","yet another morphological analyzer - programs"
"mecab-dev","0.95-1002","yet another morphological analyzer - headers"
"mecab-ipadic","2.7.0-20060707-1","japanese dictionary for mecab"
"mecab-perl","0.93-2","placeholder package for migration to mecab-pm"
"mecab-pm586","0.95-1003","perl binding of mecab"
"mecab-pm588","0.95-1003","perl binding of mecab"
"mecab-py24","0.95-1003","python binding of mecab"
"mecab-py25","0.95-1003","python binding of mecab"
"mecab-python","0.93-2","placeholder package for migration to mecab-py"
"mecab-rb18","0.95-1002","ruby binding of mecab"
"mecab-ruby","0.93-2","placeholder package for migration to mecab-rb"
"mecab-shlibs","0.95-1002","yet another morphological analyzer - shlibs"
"mechanics-oct343","1.2.0-3","mechanics and structural analysis in octave"
"mechanics-oct360","1.2.0-3","mechanics and structural analysis in octave"
"mechanics-oct361","1.2.0-3","mechanics and structural analysis in octave"
"mechanize-py24","0.2.5-1","python counterpart to www::mechanize"
"mechanize-py25","0.2.5-1","python counterpart to www::mechanize"
"mechanize-py26","0.2.5-1","python counterpart to www::mechanize"
"mechanize-py27","0.2.5-1","python counterpart to www::mechanize"
"mediaarchiver","0.3.0.1-1006","media cataloguer based on qt4"
"mediatagtools","0.3.2-1004","collection of tools for audio files"
"mediatomb","0.12.1-1","upnp media server w/ web interface"
"mednafen","0.8.13-1003","my emulator doesn't need a frickin' excellent name"
"meep","1.1.1-3","fdtd simulation"
"meep-mpi","1.1.1-3","fdtd simulation"
"meld","1.5.3-1","visual diff and merge tool"
"melina","2.5.1-1","finite element research code"
"mell","1.0.0-5","m emacs lisp library"
"mem-mgr","1.04-1","memory-manager library"
"memcached","1.2.8-1","high-performance object caching system"
