"affiliationsort","affiliationsort","type","members","season meters   sort","meters/member sort"
"1067","upandundergroup.com rt","club_rowing","2","230881","115441"
"1068","wu-tang woodson crew","school_highschool","5","228347","45669"
"1069","simon fraser university","university","6","228210","38035"
"1070","bentley college","university","2","226840","113420"
"1071","multnomah athletic club portland or","club_health","1","226594","226594"
"1072","st. bonaventure university","university","1","226326","226326"
"1073","mariner canoa club rome italy","club_rowing","2","226133","113067"
"1074","curtin university boat club","club_rowing","2","226114","113057"
"1075","okcbf - chesapeake energy","club_rowing","2","226022","113011"
"1076","rowpittsburgh","club_rowing","1","225653","225653"
"1077","fetch everyone rowing team","virtual","1","225553","225553"
"1078","aquaterra leisure organisation - islington","club_health","1","224000","224000"
"1079","ormsund roklub oslo norway","club_rowing","2","223837","111919"
"1080","cambridge university","university","3","223744","74581"
"1081","phillips academy","undefined","1","222500","222500"
"1082","belmont hill school","school_highschool","2","222211","111106"
"1083","orlando area rowing society","club_rowing","3","220933","73644"
"1084","bradford amateur rowing club","club_rowing","1","219759","219759"
"1085","pengwern boat club","club_rowing","1","219562","219562"
"1086","alcester grammar school","school_elementary","2","218195","109098"
"1087","university of sao paulo","university","1","217781","217781"
"1088","saint andrew rowing club","club_rowing","3","216336","72112"
"1089","southern methodist university","university","3","216284","72095"
"1090","grasshopper-club zurich","club_health","1","214900","214900"
"1091","dublin crew inc","club_rowing","3","212802","70934"
"1092","trax health and fitness club  worthing uk","club_health","1","212476","212476"
"1093","dakota crossfit","club_health","2","210001","105001"
"1094","kent state university","university","1","209710","209710"
"1095","melbourne university","university","2","207883","103942"
"1096","white rock boathouse dallas tx","club_rowing","1","207324","207324"
"1097","texas rowing center","club_rowing","6","207266","34544"
"1098","marina aquatic center (mac) marina del rey ca","club_rowing","2","207000","103500"
"1099","exeter college boat club oxford univ","club_rowing","2","205159","102580"
"1100","lincoln sculling center","club_rowing","1","202965","202965"
"1101","christ church college oxford university","university","1","202607","202607"
"1102","wellness center","club_health","2","202140","101070"
"1103","louisville rowing club lrc","club_rowing","1","201844","201844"
"1104","augusta junior rowing club","school_highschool","3","201613","67204"
"1105","the iroquois yacht club","club_rowing","1","200958","200958"
"1106","oars - orlando area rowing society","club_rowing","1","200364","200364"
"1107","spirit fitness cedar city utah","club_health","1","200342","200342"
"1108","georgia tech rowing club","club_rowing","3","200226","66742"
"1109","greater houston rowing club","club_rowing","1","200188","200188"
"1110","team regatta master","virtual","1","200164","200164"
"1111","cranbrook-kingswood crew","school_highschool","1","200082","200082"
"1112","the kirk smith family rowing team","virtual","2","198500","99250"
"1113","smith college","university","3","197417","65806"
"1114","duxbury bay maritime school","undefined","5","196430","39286"
"1115","pelham community rowing association","club_rowing","1","193099","193099"
"1116","dart totnes rowing club/dtarc","club_rowing","1","192798","192798"
"1117","cowra health club","club_health","1","191712","191712"
"1118","vernon rowing and paddling centre bc","club_rowing","1","190788","190788"
"1119","university of nebraska at lincoln","university","3","188850","62950"
"1120","norwich rowing club","club_rowing","1","188427","188427"
"1121","cantabrigian rowing club","club_rowing","4","186530","46633"
"1122","beer belly burners","virtual","1","184543","184543"
"1123","philadelphia rowing program for the disabled","club_rowing","2","184309","92155"
"1124","oshkosh rowing club","club_rowing","2","183718","91859"
"1125","flatirons athletic club boulder co","club_health","1","183693","183693"
"1126","university of plymouth","university","1","181932","181932"
"1127","great miami rowing center","club_rowing","4","181334","45334"
"1128","prince william rowing club/gold's gym","club_rowing","3","180017","60006"
"1129","crossfit intense","club_health","6","178098","29683"
"1130","mit","university","2","176912","88456"
"1131","philadelphia university","university","1","174140","174140"
"1132","ecole polytechnique paris","university","1","174001","174001"
"1133","hendrix college rowing club","club_rowing","1","173455","173455"
"1134","nerds on ergs","virtual","1","173389","173389"
"1135","melbourne high school","school_highschool","2","172052","86026"
"1136","dla piper","virtual","1","170889","170889"
"1137","dowling college","university","1","170317","170317"
"1138","university of waterloo","university","3","170066","56689"
"1139","toms river fitness","club_health","1","170000","170000"
"1140","st. john's high school","school_highschool","3","168581","56194"
"1141","hun girls crew","school_highschool","4","165815","41454"
"1142","university of washington - alumni","university","2","165759","82880"
"1143","ithaca college","university","4","164937","41234"
"1144","universit�t innsbruck","university","3","162941","54314"
"1145","governor simcoe secondary school","school_highschool","1","162631","162631"
"1146","loughborough novice men","club_rowing","4","162474","40619"
"1147","holmes place","club_health","2","162373","81187"
"1148","sudbury canoe club","club_rowing","1","162000","162000"
"1149","girton college cambridge university","university","1","160820","160820"
"1150","university of maine at orono","university","1","160706","160706"
"1151","northern michigan university","university","3","159319","53106"
"1152","malmoe rowing club sweden","club_rowing","1","159204","159204"
"1153","saint mary's university","university","1","158343","158343"
"1154","washburn university","university","1","158026","158026"
"1155","mt. baker crew","club_rowing","4","158000","39500"
"1156","hong kong hash house harriers","virtual","1","157204","157204"
"1157","university of maryland","university","2","156928","78464"
"1158","inspired by ripley","virtual","1","156000","156000"
"1159","london business school","university","1","155619","155619"
"1160","mercyhurst college","university","1","154987","154987"
"1161","twickenham rowing club","club_rowing","5","152279","30456"
"1162","washington-lee crew","school_highschool","2","151832","75916"
"1163","wilmington youth rowing association","club_rowing","1","151300","151300"
"1164","richmond olympic oval richmond bc","club_health","1","150849","150849"
"1165","team mars","virtual","2","149249","74625"
"1166","falcon rcc","club_rowing","2","148662","74331"
"1167","st benedicts college south africa","university","1","148597","148597"
"1168","emory university","university","3","148016","49339"
"1169","london school of economics rowing club","club_rowing","1","148014","148014"
"1170","oakland strokes","undefined","3","147913","49304"
"1171","california institute of technology","undefined","1","147830","147830"
"1172","universit� de dakar","university","1","146000","146000"
"1173","uppsala university uppsala sweden","university","1","145445","145445"
"1174","bromfield rowing","school_highschool","3","144600","48200"
"1175","24 hour fitness - northgate wa","club_health","1","144260","144260"
"1176","thunderbay fire rescue","fire_rescue_police","1","142513","142513"
"1177","oregon state university alums","university","2","142404","71202"
"1178","bexhill rowing club","club_rowing","1","141746","141746"
"1179","rcrc","undefined","2","140762","70381"
"1180","queensbury rowing center","club_rowing","1","140532","140532"
"1181","saint cloud state university","university","1","140338","140338"
"1182","university of california irvine","university","3","139692","46564"
"1183","mastercard fitness center - ofallon mo","club_health","1","138783","138783"
"1184","holy names academy","undefined","4","138491","34623"
"1185","holy names academy","school_highschool","4","138491","34623"
"1186","hamilton college","university","1","138463","138463"
"1187","independent loggers rowing","club_rowing","1","137251","137251"
"1188","norwegian home guard 12","military","1","136231","136231"
"1189","okcbf - integris","club_rowing","2","135820","67910"
"1190","university of detroit mercy school of law","university","1","135000","135000"
"1191","university of lethbridge","university","1","134647","134647"
"1192","college of the holy cross (worcester ma)","university","2","133861","66931"
"1193","central catholic high school","school_highschool","1","133000","133000"
"1194","okcbf - sandridge energy","club_rowing","1","130874","130874"
"1195","malta marsa sports club","club_health","2","130786","65393"
"1196","lapalestra","club_health","1","130017","130017"
"1197","blue danube rowing club","virtual","2","129052","64526"
"1198","university of otago","university","1","128750","128750"
"1199","whaling city rowing","club_rowing","2","128065","64033"
"1200","walt whitman high school","school_highschool","1","127783","127783"
"1201","ohio state","university","2","127626","63813"
"1202","trilogy redmond ridge","club_health","1","126845","126845"
"1203","impressions fitness suite","club_health","1","126600","126600"
"1204","la ferme sportive","undefined","1","126227","126227"
"1205","la trobe university old boys","virtual","1","125040","125040"
"1206","carnegie mellon university","university","1","123883","123883"
"1207","university of victoria","university","3","123465","41155"
"1208","brighton rowing club","club_rowing","1","123389","123389"
"1209","river city crew","club_rowing","1","123062","123062"
"1210","n.c. state university","university","1","122821","122821"
"1211","baylor school chattanooga tn","school_highschool","2","121678","60839"
"1212","project deliverance st. louis missouri","club_health","6","121268","20211"
"1213","amherst college","university","2","120547","60274"
"1214","schuylkill dragons","club_rowing","3","120366","40122"
"1215","fitness west","club_health","1","119532","119532"
"1216","inland empire southern california","club_health","1","117659","117659"
"1217","tufts university","university","2","116263","58132"
"1218","fit@sun -santa clara ca","club_health","1","116170","116170"
"1219","old wrecks","virtual","2","115189","57595"
"1220","heinz crew team","club_rowing","4","115164","28791"
"1221","nicomekl rowing club","club_rowing","1","115000","115000"
"1222","university of chester","university","1","114045","114045"
"1223","pacific athletic club","club_health","1","112755","112755"
"1224","cirrus aircraft","club_health","3","111325","37108"
"1225","georgia institute of technology","university","6","110727","18455"
"1226","kelburne hockey club","club_health","1","110000","110000"
"1227","the mcdermott crew","virtual","2","109500","54750"
"1228","la fitness avondale az","club_health","1","109220","109220"
"1229","adelaide university boat club","university","2","109111","54556"
"1230","norwalk river rowing association","club_rowing","5","108133","21627"
"1231","tri state we can row - (ct ny ma)","virtual","1","107923","107923"
"1232","college of wooster","university","1","107608","107608"
"1233","texas tech university","university","1","107459","107459"
"1234","la fitness puyallup wa","club_health","1","105015","105015"
"1235","university of derby rowing club","university","2","104872","52436"
"1236","mitt 0130","military","7","104660","14951"
"1237","the row-bots","virtual","2","103381","51691"
"1238","university of sydney","university","1","102801","102801"
"1239","hofstra university","university","2","101497","50749"
"1240","breathe easy","virtual","2","101468","50734"
"1241","atlantic county rowing association","club_rowing","1","101236","101236"
"1242","xavier university","university","1","100799","100799"
"1243","brotherhood","virtual","1","100680","100680"
"1244","see club zug","club_rowing","1","99831","99831"
"1245","powerhouse rowing club melbourne aus","club_rowing","1","99694","99694"
"1246","asheville youth rowing association","club_rowing","3","99538","33179"
"1247","cambridge university (st catharines college boat club)","university","1","98744","98744"
"1248","berlicum &mdash; sportinstituut berlicum","club_health","3","98383","32794"
"1249","cincinnati rowing club","club_rowing","4","98142","24536"
"1250","hawkeye community rowing","club_rowing","1","98092","98092"
"1251","gremio nautico uniao","club_health","1","97835","97835"
"1252","cr bandeirantes – sp/br","club_rowing","1","96662","96662"
"1253","crossfit alfa","club_health","2","96583","48292"
"1254","pittsburgh paddlefish","club_rowing","1","95236","95236"
"1255","carla's rowing crew coquitlam rec ctr bc","club_health","1","93257","93257"
"1256","junipero serra high school","school_highschool","1","92859","92859"
"1257","ucsb","undefined","1","91589","91589"
"1258","onota masters","virtual","2","91540","45770"
"1259","portland womens rowing","club_rowing","3","91049","30350"
"1260","franklin pierce college","university","1","90825","90825"
"1261","black warrior rowing club","club_rowing","3","88929","29643"
"1262","pepperdine university","university","1","85961","85961"
"1263","crossfit invictus","club_health","2","84575","42288"
"1264","orillia rowing club","club_rowing","2","84437","42219"
"1265","dallas jesuit prep","school_highschool","1","84390","84390"
"1266","university of kentucky","university","2","83500","41750"
"1267","harbor city crossfit melbourne fl","club_health","1","82464","82464"
"1268","gold�s gym clifton park ny","club_health","1","82425","82425"
"1269","toadal fitness live oak ca","club_health","1","81776","81776"
"1270","esporte clube pinheiros","club_rowing","1","81660","81660"
"1271","pine crest school","undefined","2","81200","40600"
"1272","brookline high school","school_highschool","1","80172","80172"
"1273","row as one alum","virtual","1","80059","80059"
"1274","ghs crew","undefined","2","80010","40005"
"1275","basic-fit","club_health","1","79984","79984"
"1276","crossfit breakthrough","club_health","2","79555","39778"
"1277","durham university","university","5","78593","15719"
"1278","simfit simcoe","club_health","1","78000","78000"
"1279","noaa rowers","military","2","77697","38849"
"1280","university of bristol","university","1","77194","77194"
"1281","anytime fitness winter springs fl","club_health","1","76724","76724"
"1282","essendon rowing club melbourne aus","club_rowing","1","76448","76448"
"1283","cazenovia rowing club cazenovia ny","club_rowing","1","76023","76023"
"1284","abingdon school","undefined","1","75070","75070"
"1285","westerngeco","virtual","2","74638","37319"
"1286","guelph ymca","club_health","1","74092","74092"
"1287","bay area rowing club of houston","club_rowing","4","74011","18503"
"1288","diamond house rowing club","club_rowing","2","73087","36544"
"1289","ravens boat club victoria lake s africa","club_rowing","1","72967","72967"
"1290","b-fit for life","club_health","1","72530","72530"
"1291","university of missouri-rolla","university","2","72059","36030"
"1292","schenectady rowing club","club_rowing","1","72005","72005"
"1293","cortland county district attorney's office","fire_rescue_police","3","71952","23984"
"1294","university of hannover angaria hannover germany","university","1","71455","71455"
"1295","kinetica gym eastleigh hampshire","club_health","1","70027","70027"
"1296","american university","university","1","69929","69929"
"1297","university of central lancashire","university","1","69383","69383"
"1298","deben rowing club melton (woodbridge) suffolk uk","club_rowing","1","68259","68259"
"1299","fitness inc (gb)","club_health","1","68097","68097"
"1300","club d’aviron de l’université de montréal","university","1","66971","66971"
"1301","mary washington college","university","2","66006","33003"
"1302","boston latin school","school_highschool","1","65160","65160"
"1303","lifetime fitness sugarloaf duluth ga","club_health","1","65000","65000"
"1304","tempe junior crew","club_rowing","2","64373","32187"
"1305","shenendehowa high school","school_highschool","1","64290","64290"
"1306","marlow rowing club","club_rowing","2","64200","32100"
"1307","wheaton college","university","1","63391","63391"
"1308","crv italia naples italy","club_rowing","1","63194","63194"
"1309","sv kloster lehnin sektion rudern","club_rowing","3","62967","20989"
"1310","thompson boat center washington dc","club_rowing","4","62821","15705"
"1311","the grange school rowing club","school_highschool","1","62318","62318"
"1312","suntree area rowing club","virtual","1","62000","62000"
"1313","vietnam marines","military","1","61996","61996"
"1314","phillips exeter academy","school_highschool","2","60230","30115"
"1315","university of rhode island","university","2","60195","30098"
"1316","merton college oxford university","university","1","60159","60159"
"1317","lower merion high school","school_highschool","1","59969","59969"
"1318","army physical training corps (germany) rowers","military","1","58673","58673"
"1319","waikato rowing club hamilton nz","club_rowing","2","58315","29158"
"1320","field house gym/crossfit west jax","club_health","2","57217","28609"
"1321","access fitness","club_health","3","57000","19000"
"1322","university of southern california","university","3","56587","18862"
"1323","ohio university","university","2","55874","27937"
"1324","michigan river rats","virtual","1","55590","55590"
"1325","california state university : california maritime academy","university","1","55175","55175"
"1326","roger williams university","university","1","54986","54986"
"1327","crossfit st. louis","club_health","4","54889","13722"
"1328","sacramento state masters rowing","club_rowing","2","54368","27184"
"1329","el masry rowing club","club_rowing","1","53250","53250"
"1330","hillsborough high school","school_highschool","13","53060","4082"
"1331","westfield high school rowing club","school_highschool","3","52966","17655"
"1332","northwestern state university alumni","university","1","51054","51054"
"1333","fitex24","club_health","6","50899","8483"
"1334","the ursuline school","school_highschool","1","50643","50643"
"1335","university of alabama","university","3","50243","16748"
"1336","rensselaer polytechnic institute","university","2","50087","25044"
"1337","silver lake rowing club","club_rowing","2","50042","25021"
"1338","cambridge university (emmanuel college)","university","1","49500","49500"
"1339","healthworks abc leeds (gb)","club_health","1","48732","48732"
"1340","healthcity breda","club_health","1","47695","47695"
"1341","john carroll university","university","1","47186","47186"
"1342","boone crew","school_highschool","2","46672","23336"
"1343","salisbury school","school_highschool","2","46551","23276"
"1344","robert wood johnson health and wellness center","club_health","1","46390","46390"
"1345","bengal rowing club","club_rowing","1","46000","46000"
"1346","push fitness thunder bay","club_health","1","45905","45905"
"1347","rose city rowing club","club_rowing","5","45814","9163"
"1348","crossfit revolution brandon fl","club_health","1","45700","45700"
"1349","crossfit central maine (littlefields gym)","club_health","3","44500","14833"
"1350","la fitness fareham","club_health","1","44382","44382"
"1351","fitenvironment","club_health","1","44000","44000"
"1352","rhinebeck ny high school","school_highschool","1","42755","42755"
"1353","21st century academy","undefined","1","42597","42597"
"1354","south end rowing club","club_rowing","4","42400","10600"
"1355","hobart college","university","1","41678","41678"
"1356","pittsburgh rowing club","club_rowing","1","41000","41000"
"1357","radnor high school radnor pa","school_highschool","3","40993","13664"
"1358","new college boat club oxford university","university","1","40933","40933"
"1359","miami beach rowing club","club_rowing","1","40000","40000"
"1360","horse pond rc","virtual","1","39290","39290"
"1361","hawthorn rowing club","club_rowing","1","39060","39060"
"1362","cambridge rindge & latin school","school_highschool","1","38703","38703"
"1363","evolution physical exellence","club_health","1","38085","38085"
"1364","jacksonville university (fl) alumni","university","1","36669","36669"
"1365","no limits sports and fitness academy","club_health","1","36647","36647"
"1366","feelgoodfitness","club_health","1","35192","35192"
"1367","university of massachusetts","university","1","35000","35000"
"1368","lords sports club - subiaco","club_health","5","34893","6979"
"1369","university of texas at austin","university","2","34744","17372"
"1370","florida power and light","club_health","1","34500","34500"
"1371","berkshire school crew","school_highschool","1","32132","32132"
"1372","brentwood college school","university","3","32000","10667"
"1373","24 hour fitness - laguna hills","club_health","1","32000","32000"
"1374","java crew","club_rowing","1","32000","32000"
"1375","phillips academy andover","undefined","1","31000","31000"
"1376","union rowing club christchurch new zealand","club_rowing","1","30999","30999"
"1377","evolved athletics crossfit gym","club_health","1","30900","30900"
"1378","west virginia university","university","2","30670","15335"
"1379","la fitness bayswater london","club_health","1","30000","30000"
"1380","sgs colerne","military","3","30000","10000"
"1381","cambridge university (queens)","university","1","29159","29159"
"1382","university tun hussein onn malaysia","university","2","28968","14484"
"1383","the mighty dunavans","virtual","1","28801","28801"
"1384","mount baker crew","undefined","1","28768","28768"
"1385","susquehanna university crew","university","2","28699","14350"
"1386","university of lincoln (uk)","university","2","28100","14050"
"1387","air force rowing team","military","1","28047","28047"
"1388","duquesne university","university","1","28000","28000"
"1389","portland state university","university","3","27997","9332"
"1390","university of liverpool","university","1","27500","27500"
"1391","toronto fire services","fire_rescue_police","1","27269","27269"
"1392","triangle fraternity","virtual","1","27000","27000"
"1393","american family fitness center richmond va","club_health","1","26200","26200"
"1394","bien-�tre bordeaux","club_health","1","26097","26097"
"1395","broxbourne rowing club england","club_rowing","1","26000","26000"
"1396","ergoholics team","virtual","1","25509","25509"
"1397","university of leicester","university","1","25200","25200"
"1398","armstrong atlantic state university","university","1","25028","25028"
"1399","1st military police battalion","military","1","25000","25000"
"1400","tlc fitness centre flagstaff hamilton nz","club_health","2","25000","12500"
"1401","dnfsb atomic erg team","virtual","1","25000","25000"
"1402","taff attack","virtual","2","24000","12000"
"1403","santa clara university","university","1","24000","24000"
"1404","nac dragon boat team","club_rowing","1","23936","23936"
"1405","university of alabama in huntsville (uah)","university","1","23607","23607"
"1406","gym jones","club_health","2","23500","11750"
"1407","north river ymca  chattanoogatn","club_health","1","23445","23445"
"1408","western oregon university","university","1","23311","23311"
"1409","st. paul's school","undefined","1","23227","23227"
"1410","ymca brockville ontario canada","club_health","1","23000","23000"
"1411","liverpool university","university","1","23000","23000"
"1412","geelong grammar school. geelong aus","school_highschool","2","22618","11309"
"1413","the confluence","club_health","1","22500","22500"
"1414","crossfit xlr8","club_health","1","22500","22500"
"1415","fana roklubb","club_rowing","1","22000","22000"
"1416","vital health and wellbeing club chester england","club_health","1","20500","20500"
"1417","mad team irc","virtual","3","20500","6833"
"1418","boer-z-bobs","virtual","1","20438","20438"
"1419","hagra","university","1","20000","20000"
"1420","university of nottingham graduate entry medicine rc","club_rowing","1","20000","20000"
"1421","united states coast guard academy crew team","club_rowing","1","19834","19834"
"1422","north dakota rowing club","club_rowing","1","19590","19590"
"1423","university of cape town rowing club","university","1","19560","19560"
"1424","team motorstats.com","club_health","1","19500","19500"
"1425","crossfit generation","club_health","8","19068","2384"
"1426","cape coral rowing club","club_rowing","1","19038","19038"
"1427","willowburn sports and leisure centre alnwick","club_health","1","19000","19000"
"1428","lasalle rowing club","club_rowing","1","18841","18841"
"1429","die leythe","club_rowing","1","18500","18500"
"1430","essex rowing club","club_rowing","1","18263","18263"
"1431","university of north dakota aerospace","university","1","18000","18000"
"1432","botafogo f.r.","club_rowing","1","17900","17900"
"1433","health city vught the netherlands","club_health","1","17500","17500"
"1434","grosvenor rowing club chester uk","club_rowing","1","17049","17049"
"1435","crewkerne health club","club_health","1","17000","17000"
"1436","melbourne argonauts qrc","undefined","1","17000","17000"
"1437","google","virtual","1","16921","16921"
"1438","san antonio rowers","club_rowing","1","16637","16637"
"1439","university of alaska-anchorage","university","1","16532","16532"
"1440","rockliffe hall hurworth darlington","club_health","1","16500","16500"
"1441","lifetime fitness alpharetta ga","club_health","1","16137","16137"
"1442","university of wisconsin-milwaukee","university","1","16112","16112"
"1443","york st john university","university","1","16000","16000"
"1444","arizona state university","university","1","16000","16000"
"1445","university of calgary","university","2","15983","7992"
"1446","conestoga crew club","school_highschool","2","15965","7983"
"1447","morenci fitness center morenci az","club_health","1","15258","15258"
"1448","san diego state university","university","1","15200","15200"
"1449","university of south florida","university","1","15000","15000"
"1450","champion of the thames (cambridge) rowing club","club_rowing","1","15000","15000"
"1451","baylor university","university","2","15000","7500"
"1452","west end rowing club","club_rowing","2","15000","7500"
"1453","midtown athletic club","club_health","1","14500","14500"
"1454","crossfit smyrna","club_health","1","14491","14491"
"1455","vesta rowing club","club_rowing","1","14477","14477"
"1456","asr nereus amsterdam","club_rowing","1","14398","14398"
"1457","abingdon rowing club","club_rowing","1","14200","14200"
"1458","east tennessee rowing organization","club_rowing","1","14000","14000"
"1459","emanuel school boat club london","club_rowing","1","13570","13570"
"1460","cuemanqueros rowing club","virtual","1","13131","13131"
"1461","de montfort university leicester","university","2","13000","6500"
"1462","friends of concord crew","school_highschool","1","12853","12853"
"1463","north allegheny","school_highschool","2","12000","6000"
"1464","club med gym","club_health","2","12000","6000"
"1465","knoxville rowing association","club_rowing","1","11977","11977"
"1466","holy cross college","university","1","11923","11923"
"1467","gym & tonic health club","club_health","1","11737","11737"
"1468","millbrook training center","club_health","1","11677","11677"
"1469","st. anthony's high school","school_highschool","2","11630","5815"
"1470","ducks all over the place","virtual","1","11584","11584"
"1471","cronulla surf life saving club","undefined","1","11570","11570"
"1472","mercantile rowing club","club_rowing","1","11504","11504"
"1473","vinkeveen &mdash; p.k.sport","club_health","1","11110","11110"
"1474","torrens rowing club","club_rowing","1","11000","11000"
"1475","walter johnson high school","school_highschool","2","10806","5403"
"1476","okcbf - advanced academics","club_rowing","1","10722","10722"
"1477","fatboys cycling club","club_health","1","10500","10500"
"1478","balmain rowing club","club_rowing","1","10500","10500"
"1479","bristol ariel rowing club","club_rowing","1","10500","10500"
"1480","commercial rowing club - brisbane australia","club_rowing","2","10332","5166"
"1481","baylor","undefined","1","10167","10167"
"1482","the bolles adult rowing club","club_rowing","1","10139","10139"
"1483","mariner point scullers","club_rowing","1","10000","10000"
"1484","cox high school","school_highschool","1","10000","10000"
"1485","bethesda-chevy chase","school_highschool","1","10000","10000"
"1486","duxbury rowing club","club_rowing","1","10000","10000"
"1487","frick-a-sea rowing club","club_rowing","1","10000","10000"
"1488","jjb netherfield nottingham","club_health","1","10000","10000"
"1489","team zissou","virtual","1","10000","10000"
"1490","gonzaga college high school","school_highschool","1","9539","9539"
"1491","singapore rowing association","club_rowing","1","9500","9500"
"1492","40 plus health clubs","club_health","1","9308","9308"
"1493","kai's crew","club_health","1","9191","9191"
"1494","st. john's college oxford university","university","1","9148","9148"
"1495","e. o smith high school","school_highschool","1","8894","8894"
"1496","shrewsbury high school","school_highschool","1","8717","8717"
"1497","ignatius chicago crew","undefined","1","8640","8640"
"1498","crossfit ethos - laguna hills ca","club_health","4","8500","2125"
"1499","crossfit nomad","club_health","1","8500","8500"
"1500","team fuego","undefined","1","8135","8135"
"1501","nottingham university","university","1","8100","8100"
"1502","niskayuna high school","school_highschool","1","8000","8000"
"1503","brewster academy","school_highschool","1","8000","8000"
"1504","absegami high school","school_highschool","2","7000","3500"
"1505","heerenveen &mdash; gymnasion.","club_health","1","7000","7000"
"1506","bath university boat club","university","1","6988","6988"
"1507","concord high school","school_highschool","1","6902","6902"
"1508","virgin active - birmingham life centre","club_health","1","6856","6856"
"1509","anglican church grammar school","school_elementary","1","6785","6785"
"1510","coogee slsc","club_rowing","1","6774","6774"
"1511","olympic peninsula rowing association (opra)","club_rowing","1","6509","6509"
"1512","west potomac high school rowing team","school_highschool","1","6500","6500"
"1513","total fitness center","club_health","1","6500","6500"
"1514","ana rowing club. bayswater western australia","club_rowing","1","6238","6238"
"1515","u. s. coast guard academy","undefined","1","6200","6200"
"1516","oxford alumni association of new york rowing club","virtual","1","6109","6109"
"1517","the bolles school","school_highschool","1","6016","6016"
"1518","evergreen state college","university","3","6000","2000"
"1519","exmouth rowing club","club_rowing","1","6000","6000"
"1520","rochester community rowing","club_rowing","1","5900","5900"
"1521","ymca of the fox cities","club_health","1","5834","5834"
"1522","calamos row club","club_health","1","5800","5800"
"1523","johns hopkins university","university","1","5047","5047"
"1524","murray state university","university","1","5000","5000"
"1525","ngc global hawks","virtual","1","5000","5000"
"1526","24 hour fitness - thousand oaks ca","club_health","1","5000","5000"
"1527","crossfit_mmcrossfit livermore","club_health","1","5000","5000"
"1528","equilibre-tarbes (france)","club_health","1","5000","5000"
"1529","university club fitness center & spa","club_health","1","5000","5000"
"1530","the zone fitness � fish hoek (cape town) south africa","club_health","1","5000","5000"
"1531","ross on wye rowing club herefordshire england","club_rowing","1","5000","5000"
"1532","petone rowing club","club_rowing","1","5000","5000"
"1533","middletown rowing club ct","club_rowing","1","5000","5000"
"1534","christopher newport university alumni","university","1","5000","5000"
"1535","mystic valley crew","school_highschool","1","5000","5000"
"1536","bethany","undefined","1","4882","4882"
"1537","christians fitness factory","club_health","1","4854","4854"
"1538","crossfit fire","club_health","3","4776","1592"
"1539","golds gym newburgh ny","club_health","1","4652","4652"
"1540","v v v health & leisure club","club_health","1","4650","4650"
"1541","robinson secondary school","school_highschool","1","4600","4600"
"1542","canton fire and rescue new york","fire_rescue_police","1","4500","4500"
"1543","1-2-1 fitness centre newton abbot. england","club_health","2","4500","2250"
"1544","mit varsity lightweights","university","1","4500","4500"
"1545","darkhorse rowing","virtual","1","4168","4168"
"1546","divine mercy rowers","virtual","1","4025","4025"
"1547","ymca of niagara - walker branch","club_health","1","4017","4017"
"1548","sacred heart university","university","1","4016","4016"
"1549","nottingham trent university","university","1","4000","4000"
"1550","university of alabama in birmingham","university","1","4000","4000"
"1551","falmouth gig club","club_rowing","1","4000","4000"
"1552","balance fitness studio","club_health","1","4000","4000"
"1553","esporta health club guildford","club_health","1","4000","4000"
"1554","elation health & fitness","club_health","1","4000","4000"
"1555","pioneer valley regional school","school_highschool","1","4000","4000"
"1556","montgomery blair high school","school_highschool","1","4000","4000"
"1557","bucknell university","university","1","4000","4000"
"1558","recovery on water - chicago il","club_rowing","1","4000","4000"
"1559","st. johns rowing club","club_rowing","1","4000","4000"
"1560","yarra yarra rowing club melbourne australia","club_rowing","1","4000","4000"
"1561","popkin rowing club","club_rowing","1","3500","3500"
"1562","scotch college","university","2","3200","1600"
"1563","new haven fitness","club_health","1","3000","3000"
"1564","crossfit spokane valley","club_health","1","2500","2500"
"1565","doncaster rowing club","club_rowing","1","2500","2500"
"1566","mr. rod's krewe","club_rowing","2","2016","1008"
"1567","rochester rowing club","club_rowing","1","2000","2000"
"1568","utah crew","club_rowing","1","2000","2000"
"1569","sound rowers","club_rowing","1","2000","2000"
"1570","somerset boat club australia","club_rowing","1","2000","2000"
"1571","taft school","school_highschool","1","2000","2000"
"1572","westminster academy london uk","school_highschool","1","2000","2000"
"1573","manhasset high school","school_highschool","1","2000","2000"
"1574","savannah country day","school_highschool","1","2000","2000"
"1575","shawnigan lake school","school_highschool","1","2000","2000"
"1576","hickory rowing club","club_rowing","1","2000","2000"
"1577","copenhagen rowing club","club_rowing","1","2000","2000"
"1578","esher rugby club","club_health","1","2000","2000"
"1579","avid fitness","club_health","1","2000","2000"
"1580","virgin active - leeds life centre","club_health","1","2000","2000"
"1581","westerngeco otc","club_health","1","2000","2000"
"1582","wellness gym coventry","club_health","1","2000","2000"
"1583","san francisco state university","university","1","2000","2000"
"1584","nc state university","university","1","2000","2000"
"1585","manhattan college crew","university","1","2000","2000"
"1586","furman university","university","1","2000","2000"
"1587","university of surrey","university","1","2000","2000"
"1588","meadow mill athletic club baltimore md","club_health","1","1527","1527"
"1589","johnson elementary  taylor michigan","school_elementary","2","1030","515"
"1590","st. ignatius crew san francisco","school_highschool","1","1000","1000"
"1591","inverness rowing club","club_rowing","1","1000","1000"
"1592","hilton college","university","1","1000","1000"
"1593","university of edinburgh","university","1","500","500"
"1594","oak creek apartments","club_health","1","500","500"
