"refnum","stnid","net_id","description"
"11372","hagr","sa","gore"
"11373","hah","hm","green blo hanson dam"
"11374","hahm","sa","harar meda"
"11375","haida","rw","haida"
"11376","haig","cc","haig rock on rock off tildesley point"
"11377","hajj","sa","jiggiga"
"11378","hajm","sa","jimma"
"11379","hakd","sa","kabre dare military"
"11380","hala","sa","awassa"
"11381","half","cc","halfway point on e side of lake"
"11382","halfm","rw","half moon"
"11383","hallr","br","hall creek rws"
"11384","hamil","rw","hamilton mountain"
"11385","hamk","sa","makale"
"11386","haml","sa","masslo / meslo"
"11387","hams","sa","massawa"
"11388","hand","cc","hand island"
"11389","hand1","cc","hand island passage"
"11390","hang","sa","neghelli"
"11391","hang","ua","neghelli"
"11392","hank","cc","hankin rock on rock"
"11393","hanm","cc","hanmer rocks racon - - (m) x band"
"11394","hanm1","cc","hanmer island on s end of island"
"11395","hanm2","cc","hanmer rocks light and whistle buoy d57"
"11396","hanm3","cc","hanmer rocks light and whistle buoy d62"
"11397","hanm8","sn","hand creek"
"11398","hann","cc","hanna channel on point"
"11399","hans","cc","hanson island sector on licka point"
"11400","har","sa","harrisburg"
"11401","harb","cc","harbourmaster point"
"11402","harb1","cc","harbour rock stewart narrows"
"11403","harb2","cc","harbott point on sw extremity of stuart"
"11404","hard","cc","hardy bay inner light buoy"
"11405","hard1","cc","hardy bay inner se of wharf"
"11406","hard2","cc","hardy bay on rock"
"11407","harlb","rw","harl butte"
"11408","harmy","hn","hanford army loop road"
"11409","haro","cc","haro strait cardinal light buoy vd racon"
"11410","harr","cc","harris rock on rock"
"11411","harr1","cc","harris island on island"
"11412","harr2","cc","harrison hot springs on end of rock brea"
"11413","harr3","cc","harrop point on n side of narrows"
"11414","hart","cc","hartley bay breakwater"
"11415","hasb","sa","assab"
"11416","haso","sa","assosa / asosa"
"11417","hasti","rw","hastings"
"11418","hasw","cc","haswell island s side of island"
"11419","hats","sa","tessenei / teseney"
"11420","hatt","cc","hattie island on w side of island"
"11421","hava","cc","havannah islets on southernmost rock of"
"11422","havas","rw","havasu"
"11423","have","cc","havelock rock chatham sound"
"11424","have1","cc","haven point on point on s side of narro"
"11425","hawk","cc","hawkesbury island w side of island"
"11426","hawke","rw","hawkeye"
"11427","hawle","rw","hawley butte"
"11428","hawm8","sn","hawkins lake"
"11429","hay","cc","hay point on point"
"11430","hayco","rw","haycock"
"11431","hayd","cc","hayden passage on rock in middle of pass"
"11432","hayfo","rw","hayfork"
"11433","hayst","rw","haystack"
"11434","haze","cc","hazeltine creek hazeltine creek"
"11435","hbba","sa","bujumbura"
"11436","hbbw4","sn","hobbs park"
"11437","hbea3","sn","heber"
"11438","hbent","hn","benton city"
"11439","hbvly","hn","beverely"
"11440","hca","sa","big spring"
"11441","hcmf","sa","bosaso"
"11442","hcmh","sa","hargeisa"
"11443","hcmi","sa","berbera (civ/mi"
"11444","hcmm","sa","mogadiscio"
"11445","hcmn","sa","belet uen"
"11446","hcmv","sa","burao"
"11447","hdam","sa","djibouti ambouli"
"11448","hdrvr","mc","hood river misc"
"11449","headq","rw","headquarters"
"11450","hear","sa","el arish"
"11451","hear","ua","el arish"
"11452","heat","sa","asyut"
"11453","heax","sa","alexandria / nouzha"
"11454","hebl","sa","abu simbel (rui"
"11455","heca","sa","cairo airport"
"11456","hedna","hn","edna"
"11457","hegn","sa","hurguada"
"11458","heheb","rw","hehe butte"
"11459","hele","cc","helen point on point"
"11460","hellh","rw","hell hole"
"11461","helm","cc","helmcken island north n side of island"
"11462","helm1","cc","helmcken island sector on drying rock"
"11463","helm2","cc","helmcken island south sector on s side"
"11464","helmu","rw","helmut mtn."
"11465","helx","sa","luxor"
"11466","hemi1","sn","hemlock butte"
"11467","hemm","sa","mersa matruh"
"11468","hemm","ua","mersa matruh"
"11469","heoc","hn","hanford emergency operations center"
"11470","heps","sa","port said"
"11471","herb","cc","herbert reefs near northern end of reef"
"11472","herbr","rw","ellis mt"
"11473","herna","rw","hernandez"
"11474","hesh","sa","sharm el sheikhintl"
"11475","hesn","sa","asswan"
"11476","hesn","ua","asswan"
"11477","hesq","cc","hesquiat harbour light and whistle buoy"
"11478","hetr","sa","el tor"
"11479","hewi","cc","hewitt island"
"11480","hewi1","cc","hewitt rock bifurcation light buoy eh of"
"11481","hewin","rw","hewinta"
"11482","hewu1","sn","hewinta"
"11483","hfff","sa","djibouti"
"11484","hfftf","hn","hanford fast flux test facility"
"11485","hfku1","sn","hayden fork"
"11486","hfrnk","hn","hanford franklin county"
"11487","hgabl","hn","gable mountain"
"11488","hgabw","hn","gable west"
"11489","hgf","hm","hagar creek raws"
"11490","hgnc1","sn","hagan's meadow"
"11491","hhamr","hn","hammer"
"11492","hhas","sa","asmara"
"11493","hhas","ua","asmara"
"11494","hhms","hn","hanford"
"11495","hick","cc","hickey point on the point"
"11496","highg","rw","high glade lookout"
"11497","highp","rw","high point"
"11498","hilt","cc","hilton point on the point"
"11499","hipp","cc","hippa island on w end of island"
"11500","hiro3","sn","high ridge"
"11501","hiru1","sn","hole-in-rock"
"11502","hkel","sa","eldoret"
"11503","hkem","sa","embu"
"11504","hkf","hm","pe ell 5ssw"
"11505","hkga","sa","garissa"
"11506","hkga","ua","garissa"
"11507","hkis","sa","isiolo"
"11508","hkjk","sa","nairobi / kenyatta airport"
"11509","hkkg","sa","kakamega"
"11510","hkki","sa","kisumu"
"11511","hkkr","sa","kericho"
"11512","hkks","sa","kisii"
"11513","hkkt","sa","kitale"
"11514","hklo","sa","lodwar"
"11515","hklo","ua","lodwar"
"11516","hklu","sa","lamu"
"11517","hkma","sa","mandera"
"11518","hkmb","sa","marsabit"
"11519","hkme","sa","meru"
"11520","hkml","sa","malindi"
"11521","hkmo","sa","mombasa"
"11522","hkmu","sa","makindu"
"11523","hkmy","sa","moyale"
"11524","hkna","sa","nairobi/jomo ke"
"11525","hknc","sa","nairobi / dagoretti"
"11526","hknc","ua","nairobi / dagoretti"
"11527","hkni","sa","nyeri"
"11528","hknk","sa","nakuru"
"11529","hkno","sa","narok"
"11530","hknw","sa","nairobi / wilson"
"11531","hkny","sa","nanyuki"
"11532","hksw1","sn","huckleberry creek"
"11533","hkvo","sa","voi"
"11534","hkwj","sa","wajir"
"11535","hlgt","sa","ghat"
"11536","hlkf","sa","kufra"
"11537","hlkf","ua","kufra"
"11538","hllb","sa","benina"
"11539","hllb","ua","benina"
"11540","hlls","sa","sebha"
"11541","hlls","ua","sebha"
"11542","hllt","sa","tripoli inter-national airport"
"11543","hllt","ua","tripoli inter-national airport"
"11544","hlmo3","sn","holland meadows"
"11545","hlmrl","br","helmer lake rws"
"11546","hltd","sa","ghadames"
"11547","hltd","ua","ghadames"
"11548","hlti1","sn","hilts creek"
"11549","hmkw4","sn","hams fork"
"11550","hmo","sa","hermosillo"
"11551","hnma3","sn","hannagan meadows"
"11552","hnsw4","sn","hansen sawmill"
"11553","hobac","rw","hoback"
"11554","hock","cc","hocking point on extremity of point"
"11555","hodg","cc","hodgson reefs light and whistle buoy d84"
"11556","hodza","rw","hodzana"
"11557","hohm","cc","hohm island on island"
"11558","holde","rw","holden mine"
"11559","hole","cc","hole in the wall west on shore"
"11560","holl","cc","holland rock on the southern extremity o"
"11561","homer","rw","homer"
"11562","hooc2","sn","hoosier pass"
"11563","hood","cu","hood canal floating bridge"
"11564","hoodo","rw","hoodoo hill"
"11565","hoom8","sn","hoodoo basin"
"11566","hoona","rw","hoonah"
"11567","hoopa","rw","flat spring"
"11568","hop","hm","palouse at hooper"
"11569","hope","cc","hope point s end gambier island"
"11570","hopo3","sn","hogg pass"
"11571","hord","cc","horda shoals bifurcation light buoy ud s"
"11572","horn","cc","hornby point"
"11573","horn1","cc","cape horn e side of lake"
"11574","horn2","cc","horn island n tip of island"
"11575","horn3","cc","cape horn crawford bay entrance"
"11576","horn4","cc","cape horn on cape"
"11577","horn5","cc","hornby island ferry landing se of shing"
"11578","horri","pw","horrigan"
"11579","hors","cc","horswell rock east cardinal light buoy p"
"11580","hors1","rw","horse lake"
"11581","hors3","rw","horse butte"
"11582","hors6","rw","horse hollow"
"11583","hors8","rw","horse camp canyon"
"11584","horsb","rw","horse thief springs"
"11585","horsd","rw","horse ridge"
"11586","horse","rw","horse creek"
"11587","horto","rw","horton peak"
"11588","hosp","cc","hospital rock light buoy u30 e of the r"
"11589","hotsp","rw","hot springs"
"11590","hous","cc","houston river ne of river entrance"
"11591","house","rw","houserock"
"11592","hoytc","rw","hoyt creek"
"11593","hpasc","hn","pasco airport"
"11594","hpb","sa","hooper bay (awo"
"11595","hpfp","hn","hanford 200 west area"
"11596","hpros","hn","prosser barricade (hanford)"
"11597","hpsu1","sn","hickerson park"
"11598","hpwn5","sn","hopewell"
"11599","hrgu1","sn","horse ridge"
"11600","hrh","hm","harrah 2sw"
"11601","hrich","hn","richland airport"
"11602","hring","hn","ringold"
"11603","hrmtn","hn","NULL"
"11604","hrp","hm","harts pass snotel"
"11605","hrpw1","sn","harts pass"
"11606","hrsnk","hn","rattlesnake mountain"
"11607","hrspg","hn","rattlesnake springs"
"11608","hrsu1","sn","harris flat"
"11609","hryg","sa","gisenyi"
"11610","hryr","sa","kigali"
"11611","hsat","sa","atbara"
"11612","hsbor","aw","hillsboro"
"11613","hsdn","sa","dongola"
"11614","hsdz","sa","damazine"
"11615","hsfs","sa","el fasher"
"11616","hsgf","sa","gedaref"
"11617","hsgn","sa","geneina"
"11618","hska","sa","kassala"
"11619","hski","sa","kosti"
"11620","hsl","sa","huslia"
"11621","hsli","sa","kadugli"
"11622","hsnl","sa","nyala"
"11623","hsnr","sa","sennar"
"11624","hsob","sa","el obeid"
"11625","hspn","sa","port sudan international"
"11626","hsrn","sa","renk"
"11627","hss","hm","ef lewis nr heisson"
"11628","hssj","sa","juba"
"11629","hssm","sa","malakal"
"11630","hssp","sa","port sudan"
"11631","hsss","sa","khartoum"
"11632","hssw","sa","wadi halfa"
"11633","hsurf","hn","roosevelt"
"11634","htar","sa","arusha"
"11635","htbu","sa","bukoba"
"11636","htda","sa","dar es salaam airport"
"11637","htdo","sa","dodoma"
"11638","htir","sa","iringa"
"11639","htka","sa","kigoma"
"11640","htki","sa","kilwa masoko"
"11641","htkj","sa","kilimanjaro airport"
"11642","htmb","sa","mbeya"
"11643","htmg","sa","morogoro"
"11644","htmo","sa","mombo"
"11645","htms","sa","moshi"
"11646","htmt","sa","mtwara"
"11647","htmu","sa","musoma"
"11648","htmw","sa","mwanza"
"11649","htna","sa","nachingwea"
"11650","htpe","sa","pemba / karume airport"
"11651","htse","sa","same"
"11652","htso","sa","songea"
"11653","htsy","sa","shinyanga"
"11654","httb","sa","tabora airport"
"11655","httb","ua","tabora airport"
"11656","httg","sa","tanga"
"11657","htza","sa","zanzibar / kisauni"
"11658","huar","sa","arua"
"11659","huckl","rw","huckleberry ridge"
"11660","huds","cc","hudson island north"
"11661","huds1","cc","hudson rocks on summit of sw islet"
"11662","huen","sa","entebbe airport"
"11663","huf","hm","quinault 7se"
"11664","hufp","sa","fort portal"
"11665","hugi1","sn","humboldt gulch"
"11666","hugu","sa","gulu"
"11667","huji","sa","jinja"
"11668","hukb","sa","kabale"
"11669","huks","sa","kasese"
"11670","huli","sa","lira"
"11671","huma","sa","mbarara"
"11672","humbu","rw","humbug creek"
"11673","humi","sa","masindi"
"11674","humo","sa","moroto"
"11675","humpt","rw","humptullips"
"11676","hunc1","sn","huntington beach"
"11677","hungr","rw","hungry horse"
"11678","hunt","cc","hunt rock light buoy n35"
"11679","hunt7","rw","hunter creek"
"11680","hunte","rw","hunter mountain"
"11681","hunts","rw","huntsman mesa"
"11682","hurle","rw","hurley"
"11683","hurre","rw","hurricane"
"11684","hurri","rw","hurricane"
"11685","hurw1","av","hurricane ridge"
"11686","huso","sa","soroti"
"11687","huto","sa","tororo"
"11688","hvern","hn","vernita bridge (hanford)"
"11689","hvsta","hn","kennewick vista field"
"11690","hwci1","sn","howell canyon"
"11691","hwpps","hn","hanford nuclear wnp-2"
"11692","hwyeb","hn","wye barricade (hanford)"
"11693","hyakb","hn","yakima barricade (hanford)"
"11694","hyatt","rw","hyatt high"
"11695","hyde","cc","hyde rock on rock"
"11696","hyg","sa","hydaburg"
"11697","hynd","cc","hyndman reefs on reef"
"11698","hyni1","sn","hyndman"
"11699","i14","sa","eagle creek"
"11700","i26","sa","henderson city"
"11701","ickc1","sn","independence creek"
"11702","icpc1","sn","independence camp"
"11703","icyu1","sn","indian canyon"
"11704","idol","cc","idol point on extremity of point"
"11705","idpc2","sn","independence pass"
"11706","idrc2","sn","idarado"
"11707","idx","hm","sf tolt nr index"
"11708","ilds","cc","ildstad islands on se extremity of the"
"11709","ilkc1","sn","independence lake"
"11710","illin","rw","illinois valley air"
"11711","illwa","aw","ilwaco"
"11712","imf","hm","republic 7se"
"11713","immig","rw","immigration wash"
"11714","impe","cc","imperieuse rock light buoy p21 n of roc"
"11715","incw4","sn","indian creek"
"11716","indi","cc","indian reserve n of hyphocus island"
"11717","indi1","rw","indian wells canyon"
"11718","indi5","rw","indianola"
"11719","india","rw","indian well"
"11720","inkm","cc","inkman island"
"11721","inne","cc","inner (easterly) on s side of channel"
"11722","innok","rw","innoko flats"
"11723","insk","cc","inskip islands range on"
"11724","inte","cc","international boundary range a"
"11725","inte1","cc","international boundary range b"
"11726","inte2","cc","international boundary range c"
"11727","inve","cc","inverness passage mouth of skeena river"
"11728","iosn3","cm","isle of shoals"
"11729","iosn3","sa","isle of shoals"
"11730","iphi","cc","iphigenia point (langara island) on po"
"11731","isab","cc","isabella island on se extremity of isla"
"11732","ispi1","sn","island park"
"11733","isq","hm","issaquah cr nr hobart"
"11734","isqah","aw","issaquah"
"11735","iss","hm","issaquah cr nr issaqh"
"11736","issqh","aw","pine lake"
"11737","ivor","cc","ivory island on robb point"
"11738","jaci","cc","jacinto islands se end of island"
"11739","jaci1","cc","jacinto point s point of zayas island"
"11740","jack","cc","jack point"
"11741","jack1","cc","jackscrew island"
"11742","jack2","cc","jackson rock w of rock"
"11743","jacks","rw","jacks canyon"
"11744","jaff","cc","jaffrey rock light and whistle buoy e64"
"11745","jame","cc","james island off nw point of island"
"11746","jame1","cc","james point on point"
"11747","jaspr","gs","jasper pass"
"11748","jatah","rw","jatahmund lake"
"11749","jawbo","rw","jawbone"
"11750","jay","rw","jay"
"11751","jean","cc","jeannette islands on largest island"
"11752","jef","hm","eldon 7w"
"11753","jeffe","rw","jefferson creek"
"11754","jemez","rw","jemez"
"11755","jenn","cc","jennie chow island reef s of island"
"11756","jense","rw","jensen spring"
"11757","jeri","cc","jericho"
"11758","jess","cc","jesse island on eastern extremity of isl"
"11759","jette","rw","jette"
"11760","jewi","cc","jewitt cove"
"11761","jhm","sa","maui"
"11762","jkpi1","sn","jackson peak"
"11763","joan","cc","joan point on point"
"11764","joesv","rw","joes vallley"
"11765","john","cc","johnston creek east e side of lake"
"11766","johnc","rw","johnsondale"
"11767","johns","rw","johnson ridge"
"11768","jojo3","sn","jump off joe"
"11769","jork","cc","jorkins point"
"11770","jrf","sa","kalaeloa ap"
"11771","jridg","rw","j ridge"
"11772","juan","cc","juan de fuca calibration light and bell"
"11773","juan1","cc","juan de fuca traffic lane separation lig"
"11774","juan2","cc","juan de fuca traffic lane separation lig"
"11775","juani","rw","juanita lake"
"11776","juf","hm","page 5w"
"11777","julia","rw","julian"
"11778","junc","cc","junction point e side of cortes island"
"11779","junea","rw","juneau rd"
"11780","juni1","rw","juniper creek"
"11781","juni4","rw","clark"
"11782","junif","rw","juniper springs"
"11783","junip","rw","juniper dunes"
"11784","jwrc2","sn","joe wright"
"11785","k010","cu","columbia river buoy"
"11786","k01r","sa","claiborne range airways facilities secto"
"11787","k01t","sa","high island"
"11788","k03y","sa","hallock"
"11789","k07s","sa","deer park deer park airport"
"11790","k0b9","sa","goat island remote automatic meteorologi"
"11791","k0e4","sa","payson"
"11792","k0l3","sa","zuma beach"
"11793","k0v1","sa","custer custer county airport"
"11794","k0w8","sa","chincoteague"
"11795","k0y2","cu","sturgeon bay wi"
"11796","k0y2","sa","sturgeon bay"
"11797","k0y7","sa","lamoni muni ap"
"11798","k11r","sa","brenham brenham municipal airport"
"11799","k12b","sa","new castles coast guard light station"
"11800","k12n","sa","andover aeroflex-andover airport"
"11801","k13a","sa","nogales automatic meteorological observi"
"11802","k13g","cu","niagara cgs ny"
"11803","k13g","sa","niagara coast guard station"
"11804","k14b","sa","great duck island coast guard light stat"
"11805","k14c","cu","frankfort cgs mi"
"11806","k14c","sa","frankfort coast guard station"
"11807","k15b","sa","halfway rock coast guard light station"
"11808","k15c","cu","milwaukee cgls wi"
"11809","k15c","sa","milwaukee coast guard light station"
"11810","k16b","sa","heron neck coast guard light station"
"11811","k16c","cu","kenosha cgs wi"
"11812","k16c","sa","kenosha coast guard station"
"11813","k17c","sa","ludington coast guard station"
"11814","k17w","sa","wadena wadena municipal airport"
"11815","k18b","sa","monhegan / manana island"
"11816","k18c","cu","michigan city coast guard station"
"11817","k18n","sa","new london ledge coast guard station"
"11818","k19c","sa","muskegon coast guard station"
"11819","k19d","sa","mora municipal automatic weather observi"
"11820","k19g","sa","buffalo coast guard station"
"11821","k19r","sa","ship shoal platform"
"11822","k1b7","sa","boothville heliport"
"11823","k1f0","sa","ardmore ardmore downtown executive airpo"
"11824","k1g7","sa","mississippi canyon"
"11825","k1j1","sa","saint simon island coast guard station"
"11826","k1j2","sa","tybee coast guard station"
"11827","k1j3","sa","ponce de leon inlet"
"11828","k1j4","sa","cape san blas coast guard station"
"11829","k1j5","sa","santa rosa coast guard station"
"11830","k1k5","sa","elkhart / elkhart-morton county airport"
"11831","k1l2","sa","santa monica pier"
"11832","k1o5","sa","montague"
"11833","k1s4","sa","scappoose"
"11834","k1v1","sa","rifle aviation weather reporting station"
"11835","k1v4","sa","saint johnsbury"
"11836","k1w9","sa","wrightsville beach"
"11837","k1y7","sa","yuma proving grounds az"
"11838","k1y7","ua","yuma proving grounds az"
"11839","k20b","cu","rockland cgs me"
"11840","k20b","sa","rockland coast guard station"
"11841","k20c","cu","st joseph mi"
"11842","k20c","sa","saint joseph coast guard station"
"11843","k20g","sa","ashtabula coast guard station"
"11844","k20j","cu","west jonesport me"
"11845","k20j","sa","west jonesport coast guard station"
"11846","k21c","cu","shepoygan cgs wi"
"11847","k21c","sa","sheboygan coast guard station"
"11848","k21g","cu","marblehead cgs oh"
"11849","k21g","sa","marblehead coast guard station"
"11850","k22g","sa","lorain/elyria"
"11851","k23b","sa","seguin island coast guard light station"
"11852","k23g","sa","cleveland harbor coast guard station"
"11853","k24b","sa","west quoddy head coast guard light stati"
"11854","k24g","cu","toledo cgs oh"
"11855","k24g","sa","toledo coast guard station"
"11856","k25b","sa","portsmouth harbor"
"11857","k25g","sa","erie coast guard station"
"11858","k26b","sa","isle of shoals coast guard station"
"11859","k26g","cu","rochester cgls ny"
"11860","k26g","sa","rochester coast guard light station"
"11861","k27","sa","fort madison"
"11862","k27b","sa","cape neddick coast guard light station"
"11863","k27g","sa","lorain coast guard station"
"11864","k27u","sa","salmon"
"11865","k27y","sa","grand marais coast guard station"
"11866","k28g","cu","oswego cgs ny"
"11867","k28g","sa","oswego coast guard station"
"11868","k28k","sa","grncyn blk52 supplementary aviation weat"
"11869","k28t","sa","sabine pass"
"11870","k28y","sa","north manitou shoal"
"11871","k29b","sa","boston / hull coast guard light station"
"11872","k29g","sa","ravenna / portage county"
"11873","k29y","sa","devils island light station"
"11874","k2b8","cu","portland head me"
"11875","k2b8","sa","portland head coast guard light station"
"11876","k2c2","sa","white sands"
"11877","k2dp","sa","dare county gunnery range"
"11878","k2g6","sa","meadville port meadville airport"
"11879","k2h","pw","k2h"
"11880","k2h1","sa","huntington b oil"
"11881","k2i4","sa","columbus / bolton field"
"11882","k2l6","sa","marina del rey"
"11883","k2l7","sa","solana beach"
"11884","k2pj","sa","poinsett range sumpter"
"11885","k2s9","sa","willapa harbor"
"11886","k2u7","sa","stanley stanley airport"
"11887","k2v9","sa","gunnison aviation weather reporting stat"
"11888","k2wx","sa","buffalo"
"11889","k30b","cu","cape cod ma"
"11890","k30b","sa","sandwich coast guard station"
"11891","k30g","cu","saginaw river mi"
"11892","k30g","sa","saginaw river coast guard station"
"11893","k30n","sa","faulkner island coast guard light statio"
"11894","k30y","cu","duluth harbor mn"
"11895","k30y","sa","duluth harbor coast guard station"
"11896","k31b","sa","chatham coast guard station"
"11897","k31g","cu","belle isle cgs mi"
"11898","k31g","sa","belle isle coast guard station"
"11899","k31y","sa","eagle harbor coast guard light station"
"11900","k32n","sa","little gulf island light station"
"11901","k32y","sa","portage coast guard station"
"11902","k33b","sa","buzzards bay coast guard light station"
"11903","k33g","cu","port huron cgs mi"
"11904","k33g","sa","port huron coast guard station"
"11905","k34b","sa","gloucester coast guard station"
"11906","k34n","sa","eatons neck coast guard station"
"11907","k34y","cu","marquette cgls mi"
"11908","k34y","sa","marquette coast guard light station"
"11909","k35b","sa","merrimac river coast guard station"
"11910","k36b","cu","race point cgs ma"
"11911","k36b","sa","race point coast guard station"
"11912","k36y","sa","point betsie / frankfort"
"11913","k37b","sa","scituate coast guard station"
"11914","k37w","sa","erwin harnett county airport"
"11915","k38y","cu","st ignace mi"
"11916","k38y","sa","saint ignace"
"11917","k39y","sa","tawas point coast guard station"
"11918","k3a6","sa","newhall"
"11919","k3b1","sa","greenville greenville municipal airport"
"11920","k3b2","sa","marshfield airport"
"11921","k3b6","sa","eugene island 330"
"11922","k3du","sa","drummond"
"11923","k3he","sa","howell"
"11924","k3ht","sa","harlowton"
"11925","k3km","sa","wichita colonel james jabara airport"
"11926","k3l3","sa","newport beach"
"11927","k3o6","sa","treasure island"
"11928","k3oi","sa","lamoni"
"11929","k3r5","sa","new braunfels"
"11930","k3rn","sa","graying air force range"
"11931","k3s2","sa","aurora state"
"11932","k3se","sa","spencer"
"11933","k3sm","sa","shelbyville"
"11934","k3sz","sa","st charles"
"11935","k3th","sa","thompson falls"
"11936","k3v8","sa","venice heliport"
"11937","k3w4","sa","swansboro / bogue"
"11938","k3z2","sa","st charles"
"11939","k40b","sa","clayton lake"
"11940","k40g","sa","grand canyon valle airport"
"11941","k40j","sa","perry-foley perry-foley airport"
"11942","k40n","sa","chester county airport"
"11943","k40y","sa","thunder bay island"
"11944","k41g","sa","bath"
"11945","k41i","sa","eugene island"
"11946","k41y","cu","st clair shores mi"
"11947","k43f","sa","litchfield municipal"
"11948","k43m","sa","fort ritchie/si"
"11949","k43s","cu","seattle wa (west point cgls)"
"11950","k43s","sa","west point coast guard light station"
"11951","k44n","sa","millbrook / sky acres"
"11952","k44w","sa","diamond shoals coast guard station"
"11953","k44y","cu","sault ste marie mi"
"11954","k44y","sa","sault ste marie coast guard station"
"11955","k45b","sa","brant point coast guard station"
"11956","k45n","cu","fire island ny"
"11957","k45n","sa","bay shore / fire island"
"11958","k45w","sa","oracoke coast guard station"
"11959","k48n","cu","montauk point ny"
"11960","k48n","sa","montauk point coast guard light station"
"11961","k49n","cu","moriches cgs ny"
"11962","k49n","sa","east moriches coast guard station"
"11963","k4bk","sa","brookings"
"11964","k4bl","sa","blanding"
"11965","k4bq","sa","broadus"
"11966","k4cb","sa","cuddleback gunnery range"
"11967","k4cr","sa","corona / lincoln"
"11968","k4dg","sa","douglas"
"11969","k4hv","sa","hanksville"
"11970","k4l7","sa","hermosa beach pier"
"11971","k4lj","sa","lamar"
"11972","k4lw","sa","lakeview"
"11973","k4mr","sa","melrose gunnery range"
"11974","k4my","sa","moriarty"
"11975","k4om","sa","omak"
"11976","k4s1","sa","gold beach"
"11977","k4sl","sa","torreon"
"11978","k4su","sa","superior valley gunnery range"
"11979","k4sv","sa","strevell"
"11980","k4v5","sa","durango aviation weather reporting stati"
"11981","k50n","sa","rockaway coast guard station"
"11982","k50q","sa","farallon island"
"11983","k51n","sa","short beach coast guard station"
"11984","k51q","sa","san francisco pbs"
"11985","k52n","sa","wildwood"
"11986","k52q","sa","davis point aviation weather reporting s"
"11987","k53d","sa","glenwood"
"11988","k53q","sa","pillar pt / el granda"
"11989","k53s","cu","port townsend wa (point wilson cgls)"
"11990","k53s","sa","point wilson coast guard light station"
"11991","k54n","sa","manasquan inl coast guard station"
"11992","k54q","sa","castroville / moss"
"11993","k54y","sa","rush city"
"11994","k55n","sa","atlantic city coast guard station"
"11995","k56n","sa","sandy hook coast guard station"
"11996","k58y","sa","silver bay"
"11997","k5i3","sa","pikeville remote automatic meteorologica"
"11998","k5j0","sa","john day john day state airport"
"11999","k5l8","sa","long beach"
"12000","k5r0","sa","east addition b323"
"12001","k61n","sa","indian river coast guard station"
"12002","k61w","sa","annapolis coast guard station"
"12003","k62g","sa","wilmette marines"
"12004","k62w","sa","cape henry coast guard light station"
"12005","k62y","sa","two harbors(awo"
"12006","k63g","cu","chicago/calumet il"
"12007","k63g","sa","chicago / calumet coast guard station"
"12008","k63w","cu","milford haven va"
"12009","k63w","sa","milford haven coast guard station"
"12010","k64w","sa","parramore beach"
"12011","k65w","sa","thomas point coast guard station"
"12012","k66w","sa","cove point coast guard light station"
"12013","k67b","sa","castle hill coast guard station"
"12014","k67w","sa","stillpond coast guard station"
"12015","k6a3","sa","andrews andrews-murphy airport"
"12016","k6l9","sa","huntington beach"
"12017","k6r6","sa","dryden terrel county airport"
"12018","k75s","sa","burlington / mt vern"
"12019","k76s","sa","oak harbor airpark"
"12020","k77m","sa","malta"
"12021","k77w","sa","cape lookout coast guard station"
"12022","k78w","sa","south port / oak island coast guard stat"
"12023","k79j","sa","andalusia andalusia-opp municipal airpor"
"12024","k79w","sa","oregon inlet coast guard station"
"12025","k7a9","sa","plains / peterson field"
"12026","k7b5","sa","west cameron 560a"
"12027","k7li","sa","monroe"
"12028","k7r1","sa","venice venice heliport"
"12029","k7r2","sa","leeville"
"12030","k7r3","sa","amelia / lake palourd"
"12031","k7r4","sa","intracoastal city"
"12032","k7r5","sa","cameron heliport"
"12033","k7r8","sa","south marsh island"
"12034","k82s","cu","cape disappointment"
"12035","k82s","sa","cape disappointment"
"12036","k83s","cu","charleston or (coos bay cgs)"
"12037","k83s","sa","coos bay coast guard station"
"12038","k84j","sa","folly beach long range navigation"
"12039","k84q","sa","blunts reef coast guard station"
"12040","k84s","cu","grays harbor"
"12041","k84s","sa","grays harbor coast guard station"
"12042","k85j","sa","georgetown coast guard light station"
"12043","k85q","sa","santa cruz harbor"
"12044","k85s","cu","florence or (siuslaw river cgs)"
"12045","k85s","sa","siuslaw river coast guard station"
"12046","k86j","sa","sullivans island coast guard station"
"12047","k86q","sa","st george reef coast guard light station"
"12048","k86s","cu","port townsend wa (smith island cgls)"
"12049","k86s","sa","smith island coast guard light station"
"12050","k87d","sa","dodge center"
"12051","k87q","sa","point piedras blanca"
"12052","k87s","cu","la push wa (quillayute river cgs)"
"12053","k87s","sa","quillayute river coast guard light stati"
"12054","k88q","sa","samoa / humboldt bay"
"12055","k88s","cu","tillamook bay"
"12056","k88s","sa","tillamook bay coast guard station"
"12057","k89q","sa","point arena coast guard light station"
"12058","k8b9","sa","egg rock light station"
"12059","k8d3","sa","sisseton sisseton municipal airport"
"12060","k8r0","sa","pascagoula coast guard station"
"12061","k8r1","sa","mobile point coast guard station"
"12062","k8r3","sa","southwest pass coast guard station"
"12063","k8r5","sa","grand isle coast guard station"
"12064","k8r6","sa","calcasieu coast guard station"
"12065","k8r7","sa","sabine pass coast guard station"
"12066","k8r8","sa","freeport coast guard station"
"12067","k8s0","sa","browning"
"12068","k8s7","cu","neah bay wa"
"12069","k8y8","sa","crane lake automatic weather observing /"
"12070","k90j","sa","astor nas"
"12071","k90s","cu","winchester bay or (umpqua river cgs)"
"12072","k90s","sa","umpqua river coast guard station"
